"datahora","objeto","valor"
"20260301064200","MOSFTE3",0.71
"20260301064300","MOSFTE3",0.66
"20260301064400","MOSFTE3",0.90
"20260301064500","MOSFTE3",0.67
"20260301064600","MOSFTE3",0.90
"20260301064700","MOSFTE3",0.90
"20260301064800","MOSFTE3",0.62
"20260301064900","MOSFTE3",1.44
"20260301065000","MOSFTE3",1.00
"20260301065100","MOSFTE3",0.92
"20260301065200","MOSFTE3",0.83
"20260301065300","MOSFTE3",0.98
"20260301065400","MOSFTE3",0.86
"20260301065500","MOSFTE3",0.82
"20260301065600","MOSFTE3",0.92
"20260301065700","MOSFTE3",0.55
"20260301065800","MOSFTE3",0.95
"20260301065900","MOSFTE3",0.82
"20260301070000","MOSFTE3",0.92
"20260301070100","MOSFTE3",0.98
"20260301070200","MOSFTE3",0.88
"20260301070300","MOSFTE3",0.70
"20260301070400","MOSFTE3",1.09
"20260301070500","MOSFTE3",0.92
"20260301070600","MOSFTE3",1.02
"20260301070700","MOSFTE3",1.35
"20260301070800","MOSFTE3",1.03
"20260301070900","MOSFTE3",0.82
"20260301071000","MOSFTE3",1.51
"20260301071100","MOSFTE3",1.37
"20260301071200","MOSFTE3",1.50
"20260301071300","MOSFTE3",1.39
"20260301071400","MOSFTE3",1.52
"20260301071500","MOSFTE3",1.34
"20260301071600","MOSFTE3",1.26
"20260301071700","MOSFTE3",1.51
"20260301071800","MOSFTE3",1.32
"20260301071900","MOSFTE3",1.19
"20260301072000","MOSFTE3",0.81
"20260301072100","MOSFTE3",1.40
"20260301072200","MOSFTE3",1.16
"20260301072300","MOSFTE3",1.23
"20260301072400","MOSFTE3",1.67
"20260301072500","MOSFTE3",1.18
"20260301072600","MOSFTE3",1.08
"20260301072700","MOSFTE3",1.51
"20260301072800","MOSFTE3",1.31
"20260301072900","MOSFTE3",1.24
"20260301073000","MOSFTE3",1.60
"20260301073100","MOSFTE3",1.38
"20260301073200","MOSFTE3",0.93
"20260301073300","MOSFTE3",1.25
"20260301073400","MOSFTE3",1.15
"20260301073500","MOSFTE3",1.33
"20260301073600","MOSFTE3",1.01
"20260301073700","MOSFTE3",1.62
"20260301073800","MOSFTE3",2.02
"20260301073900","MOSFTE3",1.65
"20260301074000","MOSFTE3",1.41
"20260301074100","MOSFTE3",2.06
"20260301074200","MOSFTE3",1.92
"20260301074300","MOSFTE3",1.60
"20260301074400","MOSFTE3",1.64
"20260301074500","MOSFTE3",1.71
"20260301074600","MOSFTE3",1.88
"20260301074700","MOSFTE3",1.97
"20260301074800","MOSFTE3",1.95
"20260301074900","MOSFTE3",1.34
"20260301075000","MOSFTE3",1.68
"20260301075100","MOSFTE3",2.05
"20260301075200","MOSFTE3",1.76
"20260301075300","MOSFTE3",1.85
"20260301075400","MOSFTE3",1.50
"20260301075500","MOSFTE3",1.59
"20260301075600","MOSFTE3",1.84
"20260301075700","MOSFTE3",1.71
"20260301075800","MOSFTE3",1.59
"20260301075900","MOSFTE3",1.52
"20260301080000","MOSFTE3",1.55
"20260301080100","MOSFTE3",1.97
"20260301080200","MOSFTE3",2.18
"20260301080300","MOSFTE3",2.05
"20260301080400","MOSFTE3",1.89
"20260301080500","MOSFTE3",1.92
"20260301080600","MOSFTE3",1.91
"20260301080700","MOSFTE3",1.81
"20260301080800","MOSFTE3",1.49
"20260301080900","MOSFTE3",2.63
"20260301081000","MOSFTE3",2.23
"20260301081100","MOSFTE3",2.21
"20260301081200","MOSFTE3",2.37
"20260301081300","MOSFTE3",1.98
"20260301081400","MOSFTE3",2.05
"20260301081500","MOSFTE3",2.29
"20260301081600","MOSFTE3",1.93
"20260301081700","MOSFTE3",2.05
"20260301081800","MOSFTE3",2.05
"20260301081900","MOSFTE3",1.87
"20260301082000","MOSFTE3",2.44
"20260301082100","MOSFTE3",2.60
"20260301082200","MOSFTE3",2.25
"20260301082300","MOSFTE3",2.40
"20260301082400","MOSFTE3",2.66
"20260301082500","MOSFTE3",2.23
"20260301082600","MOSFTE3",2.90
"20260301082700","MOSFTE3",3.07
"20260301082800","MOSFTE3",2.65
"20260301082900","MOSFTE3",2.12
"20260301083000","MOSFTE3",2.40
"20260301083100","MOSFTE3",2.49
"20260301083200","MOSFTE3",2.54
"20260301083300","MOSFTE3",2.44
"20260301083400","MOSFTE3",2.42
"20260301083500","MOSFTE3",2.55
"20260301083600","MOSFTE3",2.94
"20260301083700","MOSFTE3",2.63
"20260301083800","MOSFTE3",2.48
"20260301083900","MOSFTE3",3.06
"20260301084000","MOSFTE3",2.61
"20260301084100","MOSFTE3",3.17
"20260301084200","MOSFTE3",3.07
"20260301084300","MOSFTE3",2.70
"20260301084400","MOSFTE3",2.58
"20260301084500","MOSFTE3",2.79
"20260301084600","MOSFTE3",3.13
"20260301084700","MOSFTE3",3.17
"20260301084800","MOSFTE3",3.43
"20260301084900","MOSFTE3",3.23
"20260301085000","MOSFTE3",3.06
"20260301085100","MOSFTE3",2.72
"20260301085200","MOSFTE3",3.17
"20260301085300","MOSFTE3",3.07
"20260301085400","MOSFTE3",3.30
"20260301085500","MOSFTE3",3.40
"20260301085600","MOSFTE3",3.17
"20260301085700","MOSFTE3",2.99
"20260301085800","MOSFTE3",3.21
"20260301085900","MOSFTE3",3.13
"20260301090000","MOSFTE3",3.52
"20260301090100","MOSFTE3",3.20
"20260301090200","MOSFTE3",3.53
"20260301090300","MOSFTE3",3.20
"20260301090400","MOSFTE3",3.40
"20260301090500","MOSFTE3",3.14
"20260301090600","MOSFTE3",3.36
"20260301090700","MOSFTE3",3.79
"20260301090800","MOSFTE3",3.65
"20260301090900","MOSFTE3",3.38
"20260301091000","MOSFTE3",3.30
"20260301091100","MOSFTE3",3.43
"20260301091200","MOSFTE3",3.40
"20260301091300","MOSFTE3",3.74
"20260301091400","MOSFTE3",3.38
"20260301091500","MOSFTE3",3.77
"20260301091600","MOSFTE3",3.60
"20260301091700","MOSFTE3",3.50
"20260301091800","MOSFTE3",3.99
"20260301091900","MOSFTE3",3.67
"20260301092000","MOSFTE3",3.70
"20260301092100","MOSFTE3",3.83
"20260301092200","MOSFTE3",4.02
"20260301092300","MOSFTE3",4.12
"20260301092400","MOSFTE3",3.72
"20260301092500","MOSFTE3",4.04
"20260301092600","MOSFTE3",4.21
"20260301092700","MOSFTE3",4.20
"20260301092800","MOSFTE3",3.92
"20260301092900","MOSFTE3",4.14
"20260301093000","MOSFTE3",4.32
"20260301093100","MOSFTE3",4.26
"20260301093200","MOSFTE3",4.24
"20260301093300","MOSFTE3",4.73
"20260301093400","MOSFTE3",3.91
"20260301093500","MOSFTE3",4.38
"20260301093600","MOSFTE3",3.96
"20260301093700","MOSFTE3",4.30
"20260301093800","MOSFTE3",4.30
"20260301093900","MOSFTE3",4.43
"20260301094000","MOSFTE3",4.82
"20260301094100","MOSFTE3",3.96
"20260301094200","MOSFTE3",4.47
"20260301094300","MOSFTE3",4.33
"20260301094400","MOSFTE3",4.80
"20260301094500","MOSFTE3",4.31
"20260301094600","MOSFTE3",4.91
"20260301094700","MOSFTE3",4.83
"20260301094800","MOSFTE3",4.68
"20260301094900","MOSFTE3",4.49
"20260301095000","MOSFTE3",4.64
"20260301095100","MOSFTE3",4.99
"20260301095200","MOSFTE3",4.80
"20260301095300","MOSFTE3",4.82
"20260301095400","MOSFTE3",5.18
"20260301095500","MOSFTE3",4.59
"20260301095600","MOSFTE3",5.11
"20260301095700","MOSFTE3",4.59
"20260301095800","MOSFTE3",5.11
"20260301095900","MOSFTE3",4.78
"20260301100000","MOSFTE3",5.24
"20260301100100","MOSFTE3",4.78
"20260301100200","MOSFTE3",5.03
"20260301100300","MOSFTE3",5.24
"20260301100400","MOSFTE3",5.40
"20260301100500","MOSFTE3",5.29
"20260301100600","MOSFTE3",5.36
"20260301100700","MOSFTE3",5.17
"20260301100800","MOSFTE3",5.64
"20260301100900","MOSFTE3",5.58
"20260301101000","MOSFTE3",5.00
"20260301101100","MOSFTE3",5.97
"20260301101200","MOSFTE3",5.26
"20260301101300","MOSFTE3",5.83
"20260301101400","MOSFTE3",5.52
"20260301101500","MOSFTE3",5.07
"20260301101600","MOSFTE3",5.60
"20260301101700","MOSFTE3",5.36
"20260301101800","MOSFTE3",6.01
"20260301101900","MOSFTE3",6.18
"20260301102000","MOSFTE3",5.96
"20260301102100","MOSFTE3",5.30
"20260301102200","MOSFTE3",5.69
"20260301102300","MOSFTE3",5.40
"20260301102400","MOSFTE3",5.77
"20260301102500","MOSFTE3",6.15
"20260301102600","MOSFTE3",5.54
"20260301102700","MOSFTE3",6.08
"20260301102800","MOSFTE3",6.42
"20260301102900","MOSFTE3",5.71
"20260301103000","MOSFTE3",6.19
"20260301103100","MOSFTE3",6.36
"20260301103200","MOSFTE3",6.05
"20260301103300","MOSFTE3",5.92
"20260301103400","MOSFTE3",5.35
"20260301103500","MOSFTE3",6.46
"20260301103600","MOSFTE3",6.19
"20260301103700","MOSFTE3",6.29
"20260301103800","MOSFTE3",6.25
"20260301103900","MOSFTE3",6.76
"20260301104000","MOSFTE3",6.19
"20260301104100","MOSFTE3",6.29
"20260301104200","MOSFTE3",6.53
"20260301104300","MOSFTE3",6.52
"20260301104400","MOSFTE3",6.90
"20260301104500","MOSFTE3",6.38
"20260301104600","MOSFTE3",6.66
"20260301104700","MOSFTE3",6.33
"20260301104800","MOSFTE3",6.56
"20260301104900","MOSFTE3",6.48
"20260301105000","MOSFTE3",7.34
"20260301105100","MOSFTE3",7.22
"20260301105200","MOSFTE3",6.88
"20260301105300","MOSFTE3",7.10
"20260301105400","MOSFTE3",6.89
"20260301105500","MOSFTE3",7.02
"20260301105600","MOSFTE3",6.71
"20260301105700","MOSFTE3",6.68
"20260301105800","MOSFTE3",7.24
"20260301105900","MOSFTE3",6.74
"20260301110000","MOSFTE3",6.75
"20260301110100","MOSFTE3",6.82
"20260301110200","MOSFTE3",7.20
"20260301110300","MOSFTE3",7.30
"20260301110400","MOSFTE3",7.12
"20260301110500","MOSFTE3",7.52
"20260301110600","MOSFTE3",7.06
"20260301110700","MOSFTE3",7.28
"20260301110800","MOSFTE3",7.50
"20260301110900","MOSFTE3",7.23
"20260301111000","MOSFTE3",7.09
"20260301111100","MOSFTE3",7.58
"20260301111200","MOSFTE3",7.50
"20260301111300","MOSFTE3",7.53
"20260301111400","MOSFTE3",7.23
"20260301111500","MOSFTE3",7.54
"20260301111600","MOSFTE3",7.87
"20260301111700","MOSFTE3",7.46
"20260301111800","MOSFTE3",7.08
"20260301111900","MOSFTE3",8.22
"20260301112000","MOSFTE3",8.03
"20260301112100","MOSFTE3",7.74
"20260301112200","MOSFTE3",7.93
"20260301112300","MOSFTE3",7.96
"20260301112400","MOSFTE3",7.82
"20260301112500","MOSFTE3",7.90
"20260301112600","MOSFTE3",7.35
"20260301112700","MOSFTE3",8.32
"20260301112800","MOSFTE3",8.18
"20260301112900","MOSFTE3",8.01
"20260301113000","MOSFTE3",7.83
"20260301113100","MOSFTE3",8.03
"20260301113200","MOSFTE3",7.86
"20260301113300","MOSFTE3",8.31
"20260301113400","MOSFTE3",8.13
"20260301113500","MOSFTE3",7.88
"20260301113600","MOSFTE3",7.78
"20260301113700","MOSFTE3",7.89
"20260301113800","MOSFTE3",8.38
"20260301113900","MOSFTE3",8.48
"20260301114000","MOSFTE3",8.38
"20260301114100","MOSFTE3",8.22
"20260301114200","MOSFTE3",8.68
"20260301114300","MOSFTE3",8.58
"20260301114400","MOSFTE3",8.14
"20260301114500","MOSFTE3",8.60
"20260301114600","MOSFTE3",8.30
"20260301114700","MOSFTE3",8.28
"20260301114800","MOSFTE3",9.02
"20260301114900","MOSFTE3",8.45
"20260301115000","MOSFTE3",8.99
"20260301115100","MOSFTE3",8.16
"20260301115200","MOSFTE3",8.82
"20260301115300","MOSFTE3",9.17
"20260301115400","MOSFTE3",8.31
"20260301115500","MOSFTE3",8.17
"20260301115600","MOSFTE3",8.91
"20260301115700","MOSFTE3",8.80
"20260301115800","MOSFTE3",8.51
"20260301115900","MOSFTE3",8.82
"20260301120000","MOSFTE3",8.86
"20260301120100","MOSFTE3",8.68
"20260301120200","MOSFTE3",8.98
"20260301120300","MOSFTE3",9.21
"20260301120400","MOSFTE3",8.85
"20260301120500","MOSFTE3",8.94
"20260301120600","MOSFTE3",9.05
"20260301120700","MOSFTE3",8.83
"20260301120800","MOSFTE3",8.98
"20260301120900","MOSFTE3",8.52
"20260301121000","MOSFTE3",9.12
"20260301121100","MOSFTE3",9.40
"20260301121200","MOSFTE3",9.11
"20260301121300","MOSFTE3",9.47
"20260301121400","MOSFTE3",9.04
"20260301121500","MOSFTE3",9.21
"20260301121600","MOSFTE3",9.23
"20260301121700","MOSFTE3",9.18
"20260301121800","MOSFTE3",9.36
"20260301121900","MOSFTE3",8.98
"20260301122000","MOSFTE3",9.61
"20260301122100","MOSFTE3",9.38
"20260301122200","MOSFTE3",9.20
"20260301122300","MOSFTE3",9.13
"20260301122400","MOSFTE3",9.03
"20260301122500","MOSFTE3",9.27
"20260301122600","MOSFTE3",9.62
"20260301122700","MOSFTE3",9.01
"20260301122800","MOSFTE3",9.73
"20260301122900","MOSFTE3",9.59
"20260301123000","MOSFTE3",9.79
"20260301123100","MOSFTE3",9.73
"20260301123200","MOSFTE3",9.82
"20260301123300","MOSFTE3",9.20
"20260301123400","MOSFTE3",9.62
"20260301123500","MOSFTE3",9.76
"20260301123600","MOSFTE3",9.56
"20260301123700","MOSFTE3",9.70
"20260301123800","MOSFTE3",9.70
"20260301123900","MOSFTE3",9.94
"20260301124000","MOSFTE3",9.69
"20260301124100","MOSFTE3",9.70
"20260301124200","MOSFTE3",9.42
"20260301124300","MOSFTE3",9.49
"20260301124400","MOSFTE3",9.47
"20260301124500","MOSFTE3",9.14
"20260301124600","MOSFTE3",9.87
"20260301124700","MOSFTE3",9.54
"20260301124800","MOSFTE3",9.50
"20260301124900","MOSFTE3",9.72
"20260301125000","MOSFTE3",9.76
"20260301125100","MOSFTE3",9.84
"20260301125200","MOSFTE3",9.65
"20260301125300","MOSFTE3",9.56
"20260301125400","MOSFTE3",9.56
"20260301125500","MOSFTE3",10.00
"20260301125600","MOSFTE3",9.74
"20260301125700","MOSFTE3",10.00
"20260301125800","MOSFTE3",10.00
"20260301125900","MOSFTE3",9.89
"20260301130000","MOSFTE3",10.00
"20260301130100","MOSFTE3",9.45
"20260301130200","MOSFTE3",9.85
"20260301130300","MOSFTE3",10.00
"20260301130400","MOSFTE3",10.00
"20260301130500","MOSFTE3",9.93
"20260301130600","MOSFTE3",9.85
"20260301130700","MOSFTE3",10.00
"20260301130800","MOSFTE3",9.48
"20260301130900","MOSFTE3",9.65
"20260301131000","MOSFTE3",9.87
"20260301131100","MOSFTE3",9.62
"20260301131200","MOSFTE3",9.62
"20260301131300","MOSFTE3",9.69
"20260301131400","MOSFTE3",10.00
"20260301131500","MOSFTE3",10.00
"20260301131600","MOSFTE3",9.46
"20260301131700","MOSFTE3",10.00
"20260301131800","MOSFTE3",10.00
"20260301131900","MOSFTE3",10.00
"20260301132000","MOSFTE3",10.00
"20260301132100","MOSFTE3",10.00
"20260301132200","MOSFTE3",10.00
"20260301132300","MOSFTE3",9.82
"20260301132400","MOSFTE3",9.80
"20260301132500","MOSFTE3",9.51
"20260301132600","MOSFTE3",10.00
"20260301132700","MOSFTE3",10.00
"20260301132800","MOSFTE3",10.00
"20260301132900","MOSFTE3",10.00
"20260301133000","MOSFTE3",10.00
"20260301133100","MOSFTE3",10.00
"20260301133200","MOSFTE3",9.83
"20260301133300","MOSFTE3",10.00
"20260301133400","MOSFTE3",10.00
"20260301133500","MOSFTE3",10.00
"20260301133600","MOSFTE3",9.85
"20260301133700","MOSFTE3",10.00
"20260301133800","MOSFTE3",10.00
"20260301133900","MOSFTE3",9.53
"20260301134000","MOSFTE3",9.72
"20260301134100","MOSFTE3",10.00
"20260301134200","MOSFTE3",9.98
"20260301134300","MOSFTE3",10.00
"20260301134400","MOSFTE3",9.86
"20260301134500","MOSFTE3",10.00
"20260301134600","MOSFTE3",10.00
"20260301134700","MOSFTE3",9.78
"20260301134800","MOSFTE3",10.00
"20260301134900","MOSFTE3",10.00
"20260301135000","MOSFTE3",9.93
"20260301135100","MOSFTE3",9.88
"20260301135200","MOSFTE3",10.00
"20260301135300","MOSFTE3",10.00
"20260301135400","MOSFTE3",10.00
"20260301135500","MOSFTE3",9.96
"20260301135600","MOSFTE3",10.00
"20260301135700","MOSFTE3",9.85
"20260301135800","MOSFTE3",9.51
"20260301135900","MOSFTE3",10.00
"20260301140000","MOSFTE3",9.87
"20260301140100","MOSFTE3",9.81
"20260301140200","MOSFTE3",9.73
"20260301140300","MOSFTE3",9.47
"20260301140400","MOSFTE3",9.71
"20260301140500","MOSFTE3",9.48
"20260301140600","MOSFTE3",9.83
"20260301140700","MOSFTE3",9.73
"20260301140800","MOSFTE3",9.95
"20260301140900","MOSFTE3",10.00
"20260301141000","MOSFTE3",9.46
"20260301141100","MOSFTE3",9.90
"20260301141200","MOSFTE3",9.67
"20260301141300","MOSFTE3",9.28
"20260301141400","MOSFTE3",10.00
"20260301141500","MOSFTE3",10.00
"20260301141600","MOSFTE3",9.75
"20260301141700","MOSFTE3",9.59
"20260301141800","MOSFTE3",9.34
"20260301141900","MOSFTE3",9.61
"20260301142000","MOSFTE3",9.59
"20260301142100","MOSFTE3",9.75
"20260301142200","MOSFTE3",9.59
"20260301142300","MOSFTE3",9.45
"20260301142400","MOSFTE3",9.86
"20260301142500","MOSFTE3",9.69
"20260301142600","MOSFTE3",9.07
"20260301142700","MOSFTE3",9.04
"20260301142800","MOSFTE3",9.68
"20260301142900","MOSFTE3",9.48
"20260301143000","MOSFTE3",9.26
"20260301143100","MOSFTE3",9.40
"20260301143200","MOSFTE3",9.60
"20260301143300","MOSFTE3",9.76
"20260301143400","MOSFTE3",8.81
"20260301143500","MOSFTE3",9.67
"20260301143600","MOSFTE3",9.32
"20260301143700","MOSFTE3",9.41
"20260301143800","MOSFTE3",9.60
"20260301143900","MOSFTE3",9.21
"20260301144000","MOSFTE3",9.45
"20260301144100","MOSFTE3",9.09
"20260301144200","MOSFTE3",9.30
"20260301144300","MOSFTE3",9.15
"20260301144400","MOSFTE3",9.24
"20260301144500","MOSFTE3",9.29
"20260301144600","MOSFTE3",8.58
"20260301144700","MOSFTE3",9.40
"20260301144800","MOSFTE3",8.63
"20260301144900","MOSFTE3",9.17
"20260301145000","MOSFTE3",9.26
"20260301145100","MOSFTE3",8.73
"20260301145200","MOSFTE3",9.35
"20260301145300","MOSFTE3",8.94
"20260301145400","MOSFTE3",8.93
"20260301145500","MOSFTE3",9.24
"20260301145600","MOSFTE3",8.80
"20260301145700","MOSFTE3",9.04
"20260301145800","MOSFTE3",8.88
"20260301145900","MOSFTE3",8.51
"20260301150000","MOSFTE3",8.80
"20260301150100","MOSFTE3",8.94
"20260301150200","MOSFTE3",8.83
"20260301150300","MOSFTE3",8.89
"20260301150400","MOSFTE3",8.52
"20260301150500","MOSFTE3",9.02
"20260301150600","MOSFTE3",8.63
"20260301150700","MOSFTE3",8.66
"20260301150800","MOSFTE3",8.70
"20260301150900","MOSFTE3",8.23
"20260301151000","MOSFTE3",8.29
"20260301151100","MOSFTE3",8.58
"20260301151200","MOSFTE3",8.38
"20260301151300","MOSFTE3",8.12
"20260301151400","MOSFTE3",8.71
"20260301151500","MOSFTE3",7.78
"20260301151600","MOSFTE3",8.25
"20260301151700","MOSFTE3",8.07
"20260301151800","MOSFTE3",8.75
"20260301151900","MOSFTE3",7.82
"20260301152000","MOSFTE3",8.29
"20260301152100","MOSFTE3",8.19
"20260301152200","MOSFTE3",8.23
"20260301152300","MOSFTE3",8.54
"20260301152400","MOSFTE3",7.90
"20260301152500","MOSFTE3",8.01
"20260301152600","MOSFTE3",8.25
"20260301152700","MOSFTE3",7.73
"20260301152800","MOSFTE3",7.72
"20260301152900","MOSFTE3",8.07
"20260301153000","MOSFTE3",8.18
"20260301153100","MOSFTE3",8.04
"20260301153200","MOSFTE3",7.69
"20260301153300","MOSFTE3",8.20
"20260301153400","MOSFTE3",7.91
"20260301153500","MOSFTE3",8.06
"20260301153600","MOSFTE3",7.71
"20260301153700","MOSFTE3",7.41
"20260301153800","MOSFTE3",8.19
"20260301153900","MOSFTE3",7.58
"20260301154000","MOSFTE3",7.91
"20260301154100","MOSFTE3",7.54
"20260301154200","MOSFTE3",7.68
"20260301154300","MOSFTE3",7.63
"20260301154400","MOSFTE3",8.29
"20260301154500","MOSFTE3",7.81
"20260301154600","MOSFTE3",7.90
"20260301154700","MOSFTE3",7.38
"20260301154800","MOSFTE3",7.06
"20260301154900","MOSFTE3",7.31
"20260301155000","MOSFTE3",7.41
"20260301155100","MOSFTE3",7.68
"20260301155200","MOSFTE3",7.30
"20260301155300","MOSFTE3",7.39
"20260301155400","MOSFTE3",7.08
"20260301155500","MOSFTE3",7.29
"20260301155600","MOSFTE3",7.23
"20260301155700","MOSFTE3",7.29
"20260301155800","MOSFTE3",6.91
"20260301155900","MOSFTE3",7.10
"20260301160000","MOSFTE3",6.66
"20260301160100","MOSFTE3",7.21
"20260301160200","MOSFTE3",7.26
"20260301160300","MOSFTE3",6.99
"20260301160400","MOSFTE3",6.91
"20260301160500","MOSFTE3",6.86
"20260301160600","MOSFTE3",7.09
"20260301160700","MOSFTE3",7.02
"20260301160800","MOSFTE3",6.50
"20260301160900","MOSFTE3",7.23
"20260301161000","MOSFTE3",6.40
"20260301161100","MOSFTE3",6.40
"20260301161200","MOSFTE3",6.94
"20260301161300","MOSFTE3",7.09
"20260301161400","MOSFTE3",6.45
"20260301161500","MOSFTE3",6.73
"20260301161600","MOSFTE3",6.52
"20260301161700","MOSFTE3",6.45
"20260301161800","MOSFTE3",6.49
"20260301161900","MOSFTE3",6.20
"20260301162000","MOSFTE3",6.44
"20260301162100","MOSFTE3",6.82
"20260301162200","MOSFTE3",6.44
"20260301162300","MOSFTE3",6.64
"20260301162400","MOSFTE3",6.79
"20260301162500","MOSFTE3",5.84
"20260301162600","MOSFTE3",6.24
"20260301162700","MOSFTE3",6.45
"20260301162800","MOSFTE3",5.57
"20260301162900","MOSFTE3",6.35
"20260301163000","MOSFTE3",6.26
"20260301163100","MOSFTE3",5.91
"20260301163200","MOSFTE3",5.96
"20260301163300","MOSFTE3",5.54
"20260301163400","MOSFTE3",5.92
"20260301163500","MOSFTE3",5.43
"20260301163600","MOSFTE3",5.71
"20260301163700","MOSFTE3",5.58
"20260301163800","MOSFTE3",5.39
"20260301163900","MOSFTE3",5.79
"20260301164000","MOSFTE3",5.39
"20260301164100","MOSFTE3",6.01
"20260301164200","MOSFTE3",5.96
"20260301164300","MOSFTE3",6.43
"20260301164400","MOSFTE3",5.58
"20260301164500","MOSFTE3",5.36
"20260301164600","MOSFTE3",5.53
"20260301164700","MOSFTE3",5.65
"20260301164800","MOSFTE3",5.90
"20260301164900","MOSFTE3",5.64
"20260301165000","MOSFTE3",4.97
"20260301165100","MOSFTE3",5.46
"20260301165200","MOSFTE3",5.28
"20260301165300","MOSFTE3",5.44
"20260301165400","MOSFTE3",5.53
"20260301165500","MOSFTE3",4.87
"20260301165600","MOSFTE3",5.89
"20260301165700","MOSFTE3",5.60
"20260301165800","MOSFTE3",5.19
"20260301165900","MOSFTE3",4.89
"20260301170000","MOSFTE3",5.29
"20260301170100","MOSFTE3",5.07
"20260301170200","MOSFTE3",5.10
"20260301170300","MOSFTE3",5.11
"20260301170400","MOSFTE3",4.60
"20260301170500","MOSFTE3",5.11
"20260301170600","MOSFTE3",4.84
"20260301170700","MOSFTE3",5.28
"20260301170800","MOSFTE3",5.46
"20260301170900","MOSFTE3",4.85
"20260301171000","MOSFTE3",4.90
"20260301171100","MOSFTE3",4.77
"20260301171200","MOSFTE3",4.72
"20260301171300","MOSFTE3",4.55
"20260301171400","MOSFTE3",4.71
