"datahora","objeto","valor"
"20260301061400","MOSFTE10",0.60
"20260301061500","MOSFTE10",0.64
"20260301061600","MOSFTE10",0.40
"20260301061700","MOSFTE10",0.67
"20260301061800","MOSFTE10",0.55
"20260301061900","MOSFTE10",0.50
"20260301062000","MOSFTE10",0.65
"20260301062100","MOSFTE10",0.70
"20260301062200","MOSFTE10",0.71
"20260301062300","MOSFTE10",0.31
"20260301062400","MOSFTE10",0.63
"20260301062500","MOSFTE10",0.78
"20260301062600","MOSFTE10",0.80
"20260301062700","MOSFTE10",0.76
"20260301062800","MOSFTE10",0.89
"20260301062900","MOSFTE10",0.55
"20260301063000","MOSFTE10",0.63
"20260301063100","MOSFTE10",0.63
"20260301063200","MOSFTE10",0.63
"20260301063300","MOSFTE10",0.75
"20260301063400","MOSFTE10",0.32
"20260301063500","MOSFTE10",0.73
"20260301063600","MOSFTE10",0.71
"20260301063700","MOSFTE10",0.23
"20260301063800","MOSFTE10",0.86
"20260301063900","MOSFTE10",0.71
"20260301064000","MOSFTE10",0.77
"20260301064100","MOSFTE10",0.98
"20260301064200","MOSFTE10",0.16
"20260301064300","MOSFTE10",0.55
"20260301064400","MOSFTE10",0.92
"20260301064500","MOSFTE10",1.16
"20260301064600","MOSFTE10",1.22
"20260301064700","MOSFTE10",0.85
"20260301064800","MOSFTE10",0.67
"20260301064900","MOSFTE10",0.97
"20260301065000","MOSFTE10",0.52
"20260301065100","MOSFTE10",0.69
"20260301065200","MOSFTE10",0.76
"20260301065300","MOSFTE10",1.36
"20260301065400","MOSFTE10",1.38
"20260301065500","MOSFTE10",0.48
"20260301065600","MOSFTE10",1.09
"20260301065700","MOSFTE10",0.77
"20260301065800","MOSFTE10",0.59
"20260301065900","MOSFTE10",0.77
"20260301070000","MOSFTE10",0.72
"20260301070100","MOSFTE10",0.86
"20260301070200","MOSFTE10",1.16
"20260301070300","MOSFTE10",1.35
"20260301070400","MOSFTE10",1.18
"20260301070500","MOSFTE10",1.12
"20260301070600","MOSFTE10",1.32
"20260301070700","MOSFTE10",0.93
"20260301070800","MOSFTE10",0.99
"20260301070900","MOSFTE10",1.26
"20260301071000","MOSFTE10",1.23
"20260301071100","MOSFTE10",0.77
"20260301071200","MOSFTE10",1.47
"20260301071300","MOSFTE10",1.00
"20260301071400","MOSFTE10",1.03
"20260301071500","MOSFTE10",1.21
"20260301071600","MOSFTE10",1.18
"20260301071700","MOSFTE10",1.29
"20260301071800","MOSFTE10",1.42
"20260301071900","MOSFTE10",1.62
"20260301072000","MOSFTE10",1.18
"20260301072100","MOSFTE10",1.52
"20260301072200","MOSFTE10",1.16
"20260301072300","MOSFTE10",1.04
"20260301072400","MOSFTE10",1.50
"20260301072500","MOSFTE10",1.07
"20260301072600","MOSFTE10",0.79
"20260301072700","MOSFTE10",1.00
"20260301072800","MOSFTE10",1.19
"20260301072900","MOSFTE10",0.88
"20260301073000","MOSFTE10",1.18
"20260301073100","MOSFTE10",1.18
"20260301073200","MOSFTE10",1.21
"20260301073300","MOSFTE10",0.95
"20260301073400","MOSFTE10",1.33
"20260301073500","MOSFTE10",1.51
"20260301073600","MOSFTE10",1.76
"20260301073700","MOSFTE10",1.18
"20260301073800","MOSFTE10",1.54
"20260301073900","MOSFTE10",1.75
"20260301074000","MOSFTE10",1.76
"20260301074100","MOSFTE10",1.25
"20260301074200","MOSFTE10",1.82
"20260301074300","MOSFTE10",1.61
"20260301074400","MOSFTE10",1.51
"20260301074500","MOSFTE10",1.45
"20260301074600","MOSFTE10",1.22
"20260301074700","MOSFTE10",1.95
"20260301074800","MOSFTE10",1.64
"20260301074900","MOSFTE10",1.63
"20260301075000","MOSFTE10",1.83
"20260301075100","MOSFTE10",1.56
"20260301075200","MOSFTE10",1.70
"20260301075300","MOSFTE10",1.49
"20260301075400","MOSFTE10",2.00
"20260301075500","MOSFTE10",1.45
"20260301075600","MOSFTE10",2.00
"20260301075700","MOSFTE10",1.75
"20260301075800","MOSFTE10",1.76
"20260301075900","MOSFTE10",1.82
"20260301080000","MOSFTE10",2.14
"20260301080100","MOSFTE10",1.68
"20260301080200","MOSFTE10",1.99
"20260301080300","MOSFTE10",2.33
"20260301080400","MOSFTE10",2.03
"20260301080500","MOSFTE10",1.88
"20260301080600","MOSFTE10",1.45
"20260301080700","MOSFTE10",1.56
"20260301080800","MOSFTE10",1.68
"20260301080900","MOSFTE10",1.55
"20260301081000","MOSFTE10",1.91
"20260301081100","MOSFTE10",2.07
"20260301081200","MOSFTE10",2.02
"20260301081300","MOSFTE10",2.30
"20260301081400","MOSFTE10",2.15
"20260301081500","MOSFTE10",2.51
"20260301081600","MOSFTE10",2.32
"20260301081700","MOSFTE10",2.58
"20260301081800","MOSFTE10",2.49
"20260301081900","MOSFTE10",2.11
"20260301082000","MOSFTE10",2.52
"20260301082100","MOSFTE10",2.15
"20260301082200","MOSFTE10",2.31
"20260301082300","MOSFTE10",2.33
"20260301082400","MOSFTE10",2.80
"20260301082500","MOSFTE10",2.71
"20260301082600","MOSFTE10",2.35
"20260301082700","MOSFTE10",2.34
"20260301082800","MOSFTE10",2.58
"20260301082900","MOSFTE10",2.36
"20260301083000","MOSFTE10",2.17
"20260301083100","MOSFTE10",2.74
"20260301083200","MOSFTE10",2.72
"20260301083300","MOSFTE10",2.70
"20260301083400","MOSFTE10",2.48
"20260301083500","MOSFTE10",2.32
"20260301083600","MOSFTE10",2.68
"20260301083700","MOSFTE10",2.66
"20260301083800","MOSFTE10",3.06
"20260301083900","MOSFTE10",2.58
"20260301084000","MOSFTE10",3.02
"20260301084100","MOSFTE10",2.50
"20260301084200","MOSFTE10",2.73
"20260301084300","MOSFTE10",3.09
"20260301084400","MOSFTE10",3.12
"20260301084500","MOSFTE10",2.81
"20260301084600","MOSFTE10",3.52
"20260301084700","MOSFTE10",3.08
"20260301084800","MOSFTE10",2.79
"20260301084900","MOSFTE10",3.30
"20260301085000","MOSFTE10",3.51
"20260301085100","MOSFTE10",3.08
"20260301085200","MOSFTE10",3.15
"20260301085300","MOSFTE10",3.16
"20260301085400","MOSFTE10",2.92
"20260301085500","MOSFTE10",3.31
"20260301085600","MOSFTE10",3.14
"20260301085700","MOSFTE10",3.38
"20260301085800","MOSFTE10",3.36
"20260301085900","MOSFTE10",3.70
"20260301090000","MOSFTE10",3.08
"20260301090100","MOSFTE10",3.21
"20260301090200","MOSFTE10",3.36
"20260301090300","MOSFTE10",3.00
"20260301090400","MOSFTE10",3.29
"20260301090500","MOSFTE10",3.48
"20260301090600","MOSFTE10",3.57
"20260301090700","MOSFTE10",3.93
"20260301090800","MOSFTE10",3.40
"20260301090900","MOSFTE10",3.58
"20260301091000","MOSFTE10",3.66
"20260301091100","MOSFTE10",3.54
"20260301091200","MOSFTE10",3.17
"20260301091300","MOSFTE10",3.47
"20260301091400","MOSFTE10",3.50
"20260301091500","MOSFTE10",3.53
"20260301091600","MOSFTE10",4.29
"20260301091700","MOSFTE10",3.45
"20260301091800","MOSFTE10",3.61
"20260301091900","MOSFTE10",3.32
"20260301092000","MOSFTE10",3.95
"20260301092100","MOSFTE10",3.79
"20260301092200","MOSFTE10",3.73
"20260301092300","MOSFTE10",3.64
"20260301092400","MOSFTE10",4.27
"20260301092500","MOSFTE10",4.81
"20260301092600","MOSFTE10",3.64
"20260301092700","MOSFTE10",4.15
"20260301092800","MOSFTE10",3.95
"20260301092900","MOSFTE10",3.60
"20260301093000","MOSFTE10",3.85
"20260301093100","MOSFTE10",4.12
"20260301093200","MOSFTE10",4.18
"20260301093300","MOSFTE10",4.49
"20260301093400","MOSFTE10",4.02
"20260301093500","MOSFTE10",4.09
"20260301093600","MOSFTE10",4.50
"20260301093700","MOSFTE10",4.10
"20260301093800","MOSFTE10",4.49
"20260301093900","MOSFTE10",4.46
"20260301094000","MOSFTE10",4.19
"20260301094100","MOSFTE10",4.31
"20260301094200","MOSFTE10",4.77
"20260301094300","MOSFTE10",4.57
"20260301094400","MOSFTE10",4.27
"20260301094500","MOSFTE10",5.03
"20260301094600","MOSFTE10",4.57
"20260301094700","MOSFTE10",4.76
"20260301094800","MOSFTE10",5.01
"20260301094900","MOSFTE10",4.87
"20260301095000","MOSFTE10",4.53
"20260301095100","MOSFTE10",4.51
"20260301095200","MOSFTE10",4.52
"20260301095300","MOSFTE10",4.93
"20260301095400","MOSFTE10",4.79
"20260301095500","MOSFTE10",4.55
"20260301095600","MOSFTE10",4.69
"20260301095700","MOSFTE10",4.51
"20260301095800","MOSFTE10",4.70
"20260301095900","MOSFTE10",5.11
"20260301100000","MOSFTE10",5.26
"20260301100100","MOSFTE10",5.24
"20260301100200","MOSFTE10",4.99
"20260301100300","MOSFTE10",5.09
"20260301100400","MOSFTE10",5.12
"20260301100500","MOSFTE10",5.33
"20260301100600","MOSFTE10",5.05
"20260301100700","MOSFTE10",5.19
"20260301100800","MOSFTE10",5.02
"20260301100900","MOSFTE10",5.05
"20260301101000","MOSFTE10",5.51
"20260301101100","MOSFTE10",5.37
"20260301101200","MOSFTE10",5.46
"20260301101300","MOSFTE10",5.44
"20260301101400","MOSFTE10",5.36
"20260301101500","MOSFTE10",5.58
"20260301101600","MOSFTE10",5.09
"20260301101700","MOSFTE10",5.39
"20260301101800","MOSFTE10",5.40
"20260301101900","MOSFTE10",5.47
"20260301102000","MOSFTE10",5.52
"20260301102100","MOSFTE10",5.88
"20260301102200","MOSFTE10",5.59
"20260301102300","MOSFTE10",5.98
"20260301102400","MOSFTE10",5.94
"20260301102500","MOSFTE10",6.01
"20260301102600","MOSFTE10",6.10
"20260301102700","MOSFTE10",6.07
"20260301102800","MOSFTE10",6.13
"20260301102900","MOSFTE10",6.07
"20260301103000","MOSFTE10",6.21
"20260301103100","MOSFTE10",5.98
"20260301103200","MOSFTE10",5.91
"20260301103300","MOSFTE10",6.48
"20260301103400","MOSFTE10",6.42
"20260301103500","MOSFTE10",6.12
"20260301103600","MOSFTE10",6.30
"20260301103700","MOSFTE10",6.37
"20260301103800","MOSFTE10",6.57
"20260301103900","MOSFTE10",6.50
"20260301104000","MOSFTE10",6.54
"20260301104100","MOSFTE10",6.23
"20260301104200","MOSFTE10",6.25
"20260301104300","MOSFTE10",6.59
"20260301104400","MOSFTE10",6.33
"20260301104500","MOSFTE10",6.70
"20260301104600","MOSFTE10",6.54
"20260301104700","MOSFTE10",6.96
"20260301104800","MOSFTE10",6.66
"20260301104900","MOSFTE10",6.32
"20260301105000","MOSFTE10",6.19
"20260301105100","MOSFTE10",6.89
"20260301105200","MOSFTE10",7.16
"20260301105300","MOSFTE10",6.92
"20260301105400","MOSFTE10",6.88
"20260301105500","MOSFTE10",6.75
"20260301105600","MOSFTE10",7.10
"20260301105700","MOSFTE10",6.92
"20260301105800","MOSFTE10",7.22
"20260301105900","MOSFTE10",7.41
"20260301110000","MOSFTE10",7.31
"20260301110100","MOSFTE10",7.36
"20260301110200","MOSFTE10",7.37
"20260301110300","MOSFTE10",7.15
"20260301110400","MOSFTE10",7.47
"20260301110500","MOSFTE10",7.07
"20260301110600","MOSFTE10",7.32
"20260301110700","MOSFTE10",7.10
"20260301110800","MOSFTE10",7.37
"20260301110900","MOSFTE10",7.36
"20260301111000","MOSFTE10",7.14
"20260301111100","MOSFTE10",7.36
"20260301111200","MOSFTE10",7.15
"20260301111300","MOSFTE10",7.25
"20260301111400","MOSFTE10",7.38
"20260301111500","MOSFTE10",7.28
"20260301111600","MOSFTE10",7.57
"20260301111700","MOSFTE10",7.45
"20260301111800","MOSFTE10",7.59
"20260301111900","MOSFTE10",7.97
"20260301112000","MOSFTE10",7.37
"20260301112100","MOSFTE10",8.02
"20260301112200","MOSFTE10",7.96
"20260301112300","MOSFTE10",7.75
"20260301112400","MOSFTE10",8.17
"20260301112500","MOSFTE10",8.04
"20260301112600","MOSFTE10",7.90
"20260301112700","MOSFTE10",7.77
"20260301112800","MOSFTE10",7.69
"20260301112900","MOSFTE10",8.27
"20260301113000","MOSFTE10",8.18
"20260301113100","MOSFTE10",7.72
"20260301113200","MOSFTE10",8.04
"20260301113300","MOSFTE10",8.34
"20260301113400","MOSFTE10",7.95
"20260301113500","MOSFTE10",7.93
"20260301113600","MOSFTE10",8.32
"20260301113700","MOSFTE10",8.14
"20260301113800","MOSFTE10",8.56
"20260301113900","MOSFTE10",8.35
"20260301114000","MOSFTE10",8.04
"20260301114100","MOSFTE10",8.20
"20260301114200","MOSFTE10",7.75
"20260301114300","MOSFTE10",8.33
"20260301114400","MOSFTE10",8.53
"20260301114500","MOSFTE10",8.31
"20260301114600","MOSFTE10",8.35
"20260301114700","MOSFTE10",9.05
"20260301114800","MOSFTE10",8.20
"20260301114900","MOSFTE10",8.40
"20260301115000","MOSFTE10",8.77
"20260301115100","MOSFTE10",8.54
"20260301115200","MOSFTE10",8.48
"20260301115300","MOSFTE10",8.84
"20260301115400","MOSFTE10",9.04
"20260301115500","MOSFTE10",8.88
"20260301115600","MOSFTE10",9.00
"20260301115700","MOSFTE10",8.50
"20260301115800","MOSFTE10",8.51
"20260301115900","MOSFTE10",8.81
"20260301120000","MOSFTE10",9.42
"20260301120100","MOSFTE10",8.89
"20260301120200","MOSFTE10",9.36
"20260301120300","MOSFTE10",8.89
"20260301120400","MOSFTE10",8.91
"20260301120500","MOSFTE10",9.24
"20260301120600","MOSFTE10",9.36
"20260301120700","MOSFTE10",8.93
"20260301120800","MOSFTE10",8.76
"20260301120900","MOSFTE10",9.01
"20260301121000","MOSFTE10",9.58
"20260301121100","MOSFTE10",9.07
"20260301121200","MOSFTE10",9.08
"20260301121300","MOSFTE10",9.02
"20260301121400","MOSFTE10",9.17
"20260301121500","MOSFTE10",9.19
"20260301121600","MOSFTE10",9.23
"20260301121700","MOSFTE10",9.71
"20260301121800","MOSFTE10",8.68
"20260301121900","MOSFTE10",9.43
"20260301122000","MOSFTE10",9.47
"20260301122100","MOSFTE10",9.37
"20260301122200","MOSFTE10",8.95
"20260301122300","MOSFTE10",9.40
"20260301122400","MOSFTE10",8.93
"20260301122500","MOSFTE10",9.39
"20260301122600","MOSFTE10",9.93
"20260301122700","MOSFTE10",9.09
"20260301122800","MOSFTE10",9.65
"20260301122900","MOSFTE10",9.63
"20260301123000","MOSFTE10",9.79
"20260301123100","MOSFTE10",9.69
"20260301123200","MOSFTE10",9.22
"20260301123300","MOSFTE10",9.25
"20260301123400","MOSFTE10",9.24
"20260301123500","MOSFTE10",9.44
"20260301123600","MOSFTE10",9.53
"20260301123700","MOSFTE10",9.80
"20260301123800","MOSFTE10",9.68
"20260301123900","MOSFTE10",9.66
"20260301124000","MOSFTE10",9.73
"20260301124100","MOSFTE10",9.89
"20260301124200","MOSFTE10",9.83
"20260301124300","MOSFTE10",9.81
"20260301124400","MOSFTE10",9.43
"20260301124500","MOSFTE10",9.49
"20260301124600","MOSFTE10",9.86
"20260301124700","MOSFTE10",9.83
"20260301124800","MOSFTE10",9.87
"20260301124900","MOSFTE10",9.44
"20260301125000","MOSFTE10",9.62
"20260301125100","MOSFTE10",9.80
"20260301125200","MOSFTE10",9.52
"20260301125300","MOSFTE10",9.81
"20260301125400","MOSFTE10",9.52
"20260301125500","MOSFTE10",10.00
"20260301125600","MOSFTE10",9.79
"20260301125700","MOSFTE10",10.00
"20260301125800","MOSFTE10",10.00
"20260301125900","MOSFTE10",9.79
"20260301130000","MOSFTE10",10.00
"20260301130100","MOSFTE10",9.87
"20260301130200","MOSFTE10",9.52
"20260301130300","MOSFTE10",9.92
"20260301130400","MOSFTE10",10.00
"20260301130500","MOSFTE10",9.98
"20260301130600","MOSFTE10",9.80
"20260301130700","MOSFTE10",10.00
"20260301130800","MOSFTE10",9.95
"20260301130900","MOSFTE10",9.92
"20260301131000","MOSFTE10",10.00
"20260301131100","MOSFTE10",9.56
"20260301131200","MOSFTE10",9.99
"20260301131300","MOSFTE10",10.00
"20260301131400","MOSFTE10",10.00
"20260301131500","MOSFTE10",10.00
"20260301131600","MOSFTE10",10.00
"20260301131700","MOSFTE10",10.00
"20260301131800","MOSFTE10",9.91
"20260301131900","MOSFTE10",10.00
"20260301132000","MOSFTE10",10.00
"20260301132100","MOSFTE10",10.00
"20260301132200","MOSFTE10",10.00
"20260301132300","MOSFTE10",9.73
"20260301132400","MOSFTE10",10.00
"20260301132500","MOSFTE10",9.82
"20260301132600","MOSFTE10",9.61
"20260301132700","MOSFTE10",10.00
"20260301132800","MOSFTE10",10.00
"20260301132900","MOSFTE10",10.00
"20260301133000","MOSFTE10",9.59
"20260301133100","MOSFTE10",10.00
"20260301133200","MOSFTE10",10.00
"20260301133300","MOSFTE10",9.80
"20260301133400","MOSFTE10",10.00
"20260301133500","MOSFTE10",9.48
"20260301133600","MOSFTE10",10.00
"20260301133700","MOSFTE10",9.92
"20260301133800","MOSFTE10",10.00
"20260301133900","MOSFTE10",9.93
"20260301134000","MOSFTE10",10.00
"20260301134100","MOSFTE10",9.96
"20260301134200","MOSFTE10",10.00
"20260301134300","MOSFTE10",9.85
"20260301134400","MOSFTE10",9.79
"20260301134500","MOSFTE10",10.00
"20260301134600","MOSFTE10",9.67
"20260301134700","MOSFTE10",10.00
"20260301134800","MOSFTE10",9.77
"20260301134900","MOSFTE10",9.78
"20260301135000","MOSFTE10",9.99
"20260301135100","MOSFTE10",10.00
"20260301135200","MOSFTE10",10.00
"20260301135300","MOSFTE10",9.83
"20260301135400","MOSFTE10",9.75
"20260301135500","MOSFTE10",9.79
"20260301135600","MOSFTE10",9.91
"20260301135700","MOSFTE10",9.61
"20260301135800","MOSFTE10",9.89
"20260301135900","MOSFTE10",10.00
"20260301140000","MOSFTE10",9.76
"20260301140100","MOSFTE10",9.60
"20260301140200","MOSFTE10",10.00
"20260301140300","MOSFTE10",9.83
"20260301140400","MOSFTE10",9.89
"20260301140500","MOSFTE10",10.00
"20260301140600","MOSFTE10",9.68
"20260301140700","MOSFTE10",9.31
"20260301140800","MOSFTE10",9.76
"20260301140900","MOSFTE10",9.78
"20260301141000","MOSFTE10",9.71
"20260301141100","MOSFTE10",9.47
"20260301141200","MOSFTE10",10.00
"20260301141300","MOSFTE10",9.45
"20260301141400","MOSFTE10",9.04
"20260301141500","MOSFTE10",9.94
"20260301141600","MOSFTE10",9.64
"20260301141700","MOSFTE10",9.61
"20260301141800","MOSFTE10",9.55
"20260301141900","MOSFTE10",9.90
"20260301142000","MOSFTE10",9.72
"20260301142100","MOSFTE10",9.56
"20260301142200","MOSFTE10",9.90
"20260301142300","MOSFTE10",9.59
"20260301142400","MOSFTE10",9.95
"20260301142500","MOSFTE10",9.35
"20260301142600","MOSFTE10",9.64
"20260301142700","MOSFTE10",9.58
"20260301142800","MOSFTE10",9.48
"20260301142900","MOSFTE10",9.91
"20260301143000","MOSFTE10",9.54
"20260301143100","MOSFTE10",9.29
"20260301143200","MOSFTE10",9.45
"20260301143300","MOSFTE10",9.68
"20260301143400","MOSFTE10",9.01
"20260301143500","MOSFTE10",9.18
"20260301143600","MOSFTE10",9.28
"20260301143700","MOSFTE10",9.28
"20260301143800","MOSFTE10",9.29
"20260301143900","MOSFTE10",9.18
"20260301144000","MOSFTE10",9.31
"20260301144100","MOSFTE10",9.03
"20260301144200","MOSFTE10",9.27
"20260301144300","MOSFTE10",8.83
"20260301144400","MOSFTE10",9.01
"20260301144500","MOSFTE10",8.79
"20260301144600","MOSFTE10",9.54
"20260301144700","MOSFTE10",9.12
"20260301144800","MOSFTE10",8.97
"20260301144900","MOSFTE10",8.57
"20260301145000","MOSFTE10",9.08
"20260301145100","MOSFTE10",8.92
"20260301145200","MOSFTE10",9.06
"20260301145300","MOSFTE10",8.50
"20260301145400","MOSFTE10",9.19
"20260301145500","MOSFTE10",8.96
"20260301145600","MOSFTE10",9.12
"20260301145700","MOSFTE10",9.27
"20260301145800","MOSFTE10",8.71
"20260301145900","MOSFTE10",9.20
"20260301150000","MOSFTE10",8.59
"20260301150100","MOSFTE10",8.66
"20260301150200","MOSFTE10",8.54
"20260301150300","MOSFTE10",8.36
"20260301150400","MOSFTE10",8.77
"20260301150500","MOSFTE10",9.37
"20260301150600","MOSFTE10",8.45
"20260301150700","MOSFTE10",8.79
"20260301150800","MOSFTE10",8.61
"20260301150900","MOSFTE10",8.61
"20260301151000","MOSFTE10",8.24
"20260301151100","MOSFTE10",8.76
"20260301151200","MOSFTE10",8.54
"20260301151300","MOSFTE10",9.00
"20260301151400","MOSFTE10",8.67
"20260301151500","MOSFTE10",8.07
"20260301151600","MOSFTE10",8.15
"20260301151700","MOSFTE10",8.44
"20260301151800","MOSFTE10",8.13
"20260301151900","MOSFTE10",8.46
"20260301152000","MOSFTE10",7.97
"20260301152100","MOSFTE10",8.52
"20260301152200","MOSFTE10",8.39
"20260301152300","MOSFTE10",8.61
"20260301152400","MOSFTE10",8.26
"20260301152500","MOSFTE10",8.24
"20260301152600","MOSFTE10",8.03
"20260301152700","MOSFTE10",8.15
"20260301152800","MOSFTE10",8.36
"20260301152900","MOSFTE10",7.92
"20260301153000","MOSFTE10",8.03
"20260301153100","MOSFTE10",7.91
"20260301153200","MOSFTE10",7.92
"20260301153300","MOSFTE10",8.03
"20260301153400","MOSFTE10",7.89
"20260301153500","MOSFTE10",7.74
"20260301153600","MOSFTE10",8.01
"20260301153700","MOSFTE10",7.69
"20260301153800","MOSFTE10",7.66
"20260301153900","MOSFTE10",7.99
"20260301154000","MOSFTE10",7.78
"20260301154100","MOSFTE10",7.53
"20260301154200","MOSFTE10",7.47
"20260301154300","MOSFTE10",7.53
"20260301154400","MOSFTE10",7.71
"20260301154500","MOSFTE10",7.32
"20260301154600","MOSFTE10",7.69
"20260301154700","MOSFTE10",7.22
"20260301154800","MOSFTE10",7.49
"20260301154900","MOSFTE10",7.21
"20260301155000","MOSFTE10",7.23
"20260301155100","MOSFTE10",7.14
"20260301155200","MOSFTE10",7.54
"20260301155300","MOSFTE10",7.70
"20260301155400","MOSFTE10",7.89
"20260301155500","MOSFTE10",7.44
"20260301155600","MOSFTE10",7.47
"20260301155700","MOSFTE10",7.26
"20260301155800","MOSFTE10",6.71
"20260301155900","MOSFTE10",6.82
"20260301160000","MOSFTE10",7.00
"20260301160100","MOSFTE10",7.08
"20260301160200","MOSFTE10",6.89
"20260301160300","MOSFTE10",6.79
"20260301160400","MOSFTE10",6.42
"20260301160500","MOSFTE10",6.77
"20260301160600","MOSFTE10",7.06
"20260301160700","MOSFTE10",6.54
"20260301160800","MOSFTE10",7.04
"20260301160900","MOSFTE10",7.25
"20260301161000","MOSFTE10",6.88
"20260301161100","MOSFTE10",6.55
"20260301161200","MOSFTE10",6.45
"20260301161300","MOSFTE10",7.05
"20260301161400","MOSFTE10",6.28
"20260301161500","MOSFTE10",6.63
"20260301161600","MOSFTE10",6.43
"20260301161700","MOSFTE10",6.17
"20260301161800","MOSFTE10",6.32
"20260301161900","MOSFTE10",6.65
"20260301162000","MOSFTE10",6.45
"20260301162100","MOSFTE10",6.21
"20260301162200","MOSFTE10",6.19
"20260301162300","MOSFTE10",6.08
"20260301162400","MOSFTE10",5.94
"20260301162500","MOSFTE10",6.31
"20260301162600","MOSFTE10",5.98
"20260301162700","MOSFTE10",5.86
"20260301162800","MOSFTE10",6.36
"20260301162900","MOSFTE10",5.96
"20260301163000","MOSFTE10",5.93
"20260301163100","MOSFTE10",6.56
"20260301163200","MOSFTE10",6.15
"20260301163300","MOSFTE10",5.47
"20260301163400","MOSFTE10",5.84
"20260301163500","MOSFTE10",5.87
"20260301163600","MOSFTE10",6.12
"20260301163700","MOSFTE10",5.62
"20260301163800","MOSFTE10",5.97
"20260301163900","MOSFTE10",5.40
"20260301164000","MOSFTE10",5.64
"20260301164100","MOSFTE10",5.77
"20260301164200","MOSFTE10",5.69
"20260301164300","MOSFTE10",5.76
"20260301164400","MOSFTE10",5.57
"20260301164500","MOSFTE10",5.81
"20260301164600","MOSFTE10",5.49
"20260301164700","MOSFTE10",5.50
"20260301164800","MOSFTE10",5.97
"20260301164900","MOSFTE10",5.14
"20260301165000","MOSFTE10",5.71
"20260301165100","MOSFTE10",5.52
"20260301165200","MOSFTE10",5.12
"20260301165300","MOSFTE10",5.08
"20260301165400","MOSFTE10",5.58
"20260301165500","MOSFTE10",5.03
"20260301165600","MOSFTE10",5.16
"20260301165700","MOSFTE10",5.47
"20260301165800","MOSFTE10",4.98
"20260301165900","MOSFTE10",4.85
"20260301170000","MOSFTE10",4.88
"20260301170100","MOSFTE10",5.32
"20260301170200","MOSFTE10",5.11
"20260301170300","MOSFTE10",5.26
"20260301170400","MOSFTE10",4.55
"20260301170500","MOSFTE10",4.75
"20260301170600","MOSFTE10",4.93
"20260301170700","MOSFTE10",4.77
"20260301170800","MOSFTE10",4.43
"20260301170900","MOSFTE10",4.31
"20260301171000","MOSFTE10",4.73
"20260301171100","MOSFTE10",4.37
"20260301171200","MOSFTE10",4.89
"20260301171300","MOSFTE10",4.66
"20260301171400","MOSFTE10",4.61
