"datahora","objeto","valor"
"20260301072800","MOSFTE4",1.19
"20260301072900","MOSFTE4",0.79
"20260301073000","MOSFTE4",1.15
"20260301073100","MOSFTE4",1.21
"20260301073200","MOSFTE4",1.51
"20260301073300","MOSFTE4",1.84
"20260301073400","MOSFTE4",1.55
"20260301073500","MOSFTE4",1.13
"20260301073600","MOSFTE4",1.13
"20260301073700","MOSFTE4",1.23
"20260301073800","MOSFTE4",0.90
"20260301073900","MOSFTE4",1.30
"20260301074000","MOSFTE4",1.22
"20260301074100","MOSFTE4",1.47
"20260301074200","MOSFTE4",1.44
"20260301074300","MOSFTE4",1.76
"20260301074400","MOSFTE4",1.14
"20260301074500","MOSFTE4",1.40
"20260301074600","MOSFTE4",1.37
"20260301074700","MOSFTE4",1.65
"20260301074800","MOSFTE4",1.47
"20260301074900","MOSFTE4",1.42
"20260301075000","MOSFTE4",1.24
"20260301075100","MOSFTE4",1.82
"20260301075200","MOSFTE4",1.73
"20260301075300","MOSFTE4",1.99
"20260301075400","MOSFTE4",1.63
"20260301075500","MOSFTE4",1.90
"20260301075600","MOSFTE4",1.82
"20260301075700","MOSFTE4",1.96
"20260301075800","MOSFTE4",1.31
"20260301075900","MOSFTE4",1.38
"20260301080000","MOSFTE4",1.99
"20260301080100","MOSFTE4",1.92
"20260301080200","MOSFTE4",1.46
"20260301080300","MOSFTE4",2.06
"20260301080400","MOSFTE4",2.37
"20260301080500","MOSFTE4",1.64
"20260301080600","MOSFTE4",1.99
"20260301080700","MOSFTE4",1.92
"20260301080800","MOSFTE4",2.21
"20260301080900","MOSFTE4",2.10
"20260301081000","MOSFTE4",2.24
"20260301081100","MOSFTE4",2.58
"20260301081200","MOSFTE4",2.58
"20260301081300","MOSFTE4",2.21
"20260301081400","MOSFTE4",1.91
"20260301081500","MOSFTE4",2.12
"20260301081600","MOSFTE4",2.17
"20260301081700","MOSFTE4",2.24
"20260301081800","MOSFTE4",2.27
"20260301081900","MOSFTE4",2.27
"20260301082000","MOSFTE4",2.15
"20260301082100","MOSFTE4",2.21
"20260301082200","MOSFTE4",2.15
"20260301082300","MOSFTE4",2.70
"20260301082400","MOSFTE4",2.58
"20260301082500","MOSFTE4",2.44
"20260301082600","MOSFTE4",2.49
"20260301082700","MOSFTE4",2.85
"20260301082800","MOSFTE4",2.41
"20260301082900","MOSFTE4",2.00
"20260301083000","MOSFTE4",2.22
"20260301083100","MOSFTE4",2.30
"20260301083200","MOSFTE4",2.48
"20260301083300","MOSFTE4",2.57
"20260301083400","MOSFTE4",2.32
"20260301083500","MOSFTE4",2.80
"20260301083600","MOSFTE4",2.46
"20260301083700","MOSFTE4",3.21
"20260301083800","MOSFTE4",2.61
"20260301083900","MOSFTE4",2.93
"20260301084000","MOSFTE4",2.66
"20260301084100","MOSFTE4",2.75
"20260301084200","MOSFTE4",2.42
"20260301084300","MOSFTE4",2.57
"20260301084400","MOSFTE4",2.69
"20260301084500","MOSFTE4",2.80
"20260301084600","MOSFTE4",3.03
"20260301084700","MOSFTE4",3.03
"20260301084800","MOSFTE4",3.12
"20260301084900","MOSFTE4",3.39
"20260301085000","MOSFTE4",3.05
"20260301085100","MOSFTE4",2.49
"20260301085200","MOSFTE4",2.65
"20260301085300","MOSFTE4",2.73
"20260301085400","MOSFTE4",3.20
"20260301085500","MOSFTE4",2.92
"20260301085600","MOSFTE4",2.87
"20260301085700","MOSFTE4",3.31
"20260301085800","MOSFTE4",3.35
"20260301085900","MOSFTE4",3.44
"20260301090000","MOSFTE4",3.76
"20260301090100","MOSFTE4",3.20
"20260301090200","MOSFTE4",3.81
"20260301090300","MOSFTE4",3.20
"20260301090400","MOSFTE4",3.28
"20260301090500","MOSFTE4",3.21
"20260301090600","MOSFTE4",3.38
"20260301090700","MOSFTE4",3.39
"20260301090800","MOSFTE4",3.52
"20260301090900","MOSFTE4",3.31
"20260301091000","MOSFTE4",3.40
"20260301091100","MOSFTE4",3.55
"20260301091200","MOSFTE4",3.50
"20260301091300","MOSFTE4",3.64
"20260301091400","MOSFTE4",3.44
"20260301091500","MOSFTE4",3.10
"20260301091600","MOSFTE4",3.87
"20260301091700","MOSFTE4",3.94
"20260301091800","MOSFTE4",3.89
"20260301091900","MOSFTE4",3.71
"20260301092000","MOSFTE4",3.91
"20260301092100","MOSFTE4",3.69
"20260301092200","MOSFTE4",3.65
"20260301092300","MOSFTE4",3.78
"20260301092400","MOSFTE4",3.65
"20260301092500","MOSFTE4",3.97
"20260301092600","MOSFTE4",4.32
"20260301092700","MOSFTE4",3.99
"20260301092800","MOSFTE4",3.54
"20260301092900","MOSFTE4",3.76
"20260301093000","MOSFTE4",3.87
"20260301093100","MOSFTE4",4.07
"20260301093200","MOSFTE4",4.32
"20260301093300","MOSFTE4",3.84
"20260301093400","MOSFTE4",4.20
"20260301093500","MOSFTE4",4.22
"20260301093600","MOSFTE4",4.28
"20260301093700","MOSFTE4",3.78
"20260301093800","MOSFTE4",4.44
"20260301093900","MOSFTE4",4.23
"20260301094000","MOSFTE4",4.32
"20260301094100","MOSFTE4",4.57
"20260301094200","MOSFTE4",4.46
"20260301094300","MOSFTE4",4.08
"20260301094400","MOSFTE4",4.38
"20260301094500","MOSFTE4",4.80
"20260301094600","MOSFTE4",4.42
"20260301094700","MOSFTE4",4.53
"20260301094800","MOSFTE4",4.89
"20260301094900","MOSFTE4",4.38
"20260301095000","MOSFTE4",4.83
"20260301095100","MOSFTE4",4.59
"20260301095200","MOSFTE4",5.27
"20260301095300","MOSFTE4",4.65
"20260301095400","MOSFTE4",5.00
"20260301095500","MOSFTE4",4.89
"20260301095600","MOSFTE4",4.22
"20260301095700","MOSFTE4",5.02
"20260301095800","MOSFTE4",4.95
"20260301095900","MOSFTE4",5.53
"20260301100000","MOSFTE4",5.40
"20260301100100","MOSFTE4",5.43
"20260301100200","MOSFTE4",5.15
"20260301100300","MOSFTE4",5.36
"20260301100400","MOSFTE4",5.34
"20260301100500","MOSFTE4",5.45
"20260301100600","MOSFTE4",5.67
"20260301100700","MOSFTE4",5.26
"20260301100800","MOSFTE4",5.59
"20260301100900","MOSFTE4",5.90
"20260301101000","MOSFTE4",5.84
"20260301101100","MOSFTE4",4.89
"20260301101200","MOSFTE4",5.09
"20260301101300","MOSFTE4",4.95
"20260301101400","MOSFTE4",5.97
"20260301101500","MOSFTE4",5.70
"20260301101600","MOSFTE4",5.46
"20260301101700","MOSFTE4",5.87
"20260301101800","MOSFTE4",5.70
"20260301101900","MOSFTE4",5.66
"20260301102000","MOSFTE4",5.91
"20260301102100","MOSFTE4",5.69
"20260301102200","MOSFTE4",5.74
"20260301102300","MOSFTE4",5.68
"20260301102400","MOSFTE4",5.69
"20260301102500","MOSFTE4",5.51
"20260301102600","MOSFTE4",6.21
"20260301102700","MOSFTE4",5.74
"20260301102800","MOSFTE4",6.64
"20260301102900","MOSFTE4",5.98
"20260301103000","MOSFTE4",6.29
"20260301103100","MOSFTE4",6.32
"20260301103200","MOSFTE4",6.35
"20260301103300","MOSFTE4",6.67
"20260301103400","MOSFTE4",6.47
"20260301103500","MOSFTE4",6.14
"20260301103600","MOSFTE4",6.71
"20260301103700","MOSFTE4",6.30
"20260301103800","MOSFTE4",6.66
"20260301103900","MOSFTE4",5.96
"20260301104000","MOSFTE4",6.61
"20260301104100","MOSFTE4",6.35
"20260301104200","MOSFTE4",6.76
"20260301104300","MOSFTE4",6.37
"20260301104400","MOSFTE4",6.42
"20260301104500","MOSFTE4",6.33
"20260301104600","MOSFTE4",7.00
"20260301104700","MOSFTE4",6.60
"20260301104800","MOSFTE4",6.71
"20260301104900","MOSFTE4",6.74
"20260301105000","MOSFTE4",6.26
"20260301105100","MOSFTE4",6.67
"20260301105200","MOSFTE4",6.44
"20260301105300","MOSFTE4",7.01
"20260301105400","MOSFTE4",6.98
"20260301105500","MOSFTE4",6.43
"20260301105600","MOSFTE4",6.98
"20260301105700","MOSFTE4",7.36
"20260301105800","MOSFTE4",6.74
"20260301105900","MOSFTE4",7.11
"20260301110000","MOSFTE4",6.84
"20260301110100","MOSFTE4",7.11
"20260301110200","MOSFTE4",6.48
"20260301110300","MOSFTE4",7.52
"20260301110400","MOSFTE4",6.90
"20260301110500","MOSFTE4",7.00
"20260301110600","MOSFTE4",7.24
"20260301110700","MOSFTE4",7.70
"20260301110800","MOSFTE4",7.23
"20260301110900","MOSFTE4",8.11
"20260301111000","MOSFTE4",7.34
"20260301111100","MOSFTE4",7.41
"20260301111200","MOSFTE4",7.71
"20260301111300","MOSFTE4",7.43
"20260301111400","MOSFTE4",7.00
"20260301111500","MOSFTE4",7.28
"20260301111600","MOSFTE4",7.72
"20260301111700","MOSFTE4",7.98
"20260301111800","MOSFTE4",7.50
"20260301111900","MOSFTE4",7.44
"20260301112000","MOSFTE4",7.66
"20260301112100","MOSFTE4",8.11
"20260301112200","MOSFTE4",8.20
"20260301112300","MOSFTE4",7.63
"20260301112400","MOSFTE4",7.70
"20260301112500","MOSFTE4",7.90
"20260301112600","MOSFTE4",8.37
"20260301112700","MOSFTE4",8.05
"20260301112800","MOSFTE4",7.77
"20260301112900","MOSFTE4",7.79
"20260301113000","MOSFTE4",8.00
"20260301113100","MOSFTE4",8.25
"20260301113200","MOSFTE4",8.38
"20260301113300","MOSFTE4",7.69
"20260301113400","MOSFTE4",8.10
"20260301113500","MOSFTE4",8.05
"20260301113600","MOSFTE4",7.78
"20260301113700","MOSFTE4",8.50
"20260301113800","MOSFTE4",8.75
"20260301113900","MOSFTE4",8.57
"20260301114000","MOSFTE4",8.87
"20260301114100","MOSFTE4",8.17
"20260301114200","MOSFTE4",8.51
"20260301114300","MOSFTE4",8.56
"20260301114400","MOSFTE4",8.02
"20260301114500","MOSFTE4",8.12
"20260301114600","MOSFTE4",8.70
"20260301114700","MOSFTE4",8.35
"20260301114800","MOSFTE4",8.58
"20260301114900","MOSFTE4",8.54
"20260301115000","MOSFTE4",8.01
"20260301115100","MOSFTE4",8.49
"20260301115200","MOSFTE4",8.15
"20260301115300","MOSFTE4",8.90
"20260301115400","MOSFTE4",8.67
"20260301115500","MOSFTE4",8.86
"20260301115600","MOSFTE4",9.26
"20260301115700","MOSFTE4",8.79
"20260301115800","MOSFTE4",8.81
"20260301115900","MOSFTE4",8.95
"20260301120000","MOSFTE4",8.60
"20260301120100","MOSFTE4",8.68
"20260301120200","MOSFTE4",8.72
"20260301120300","MOSFTE4",8.67
"20260301120400","MOSFTE4",8.60
"20260301120500","MOSFTE4",9.01
"20260301120600","MOSFTE4",8.85
"20260301120700","MOSFTE4",9.08
"20260301120800","MOSFTE4",9.23
"20260301120900","MOSFTE4",8.98
"20260301121000","MOSFTE4",8.94
"20260301121100","MOSFTE4",9.40
"20260301121200","MOSFTE4",9.02
"20260301121300","MOSFTE4",9.45
"20260301121400","MOSFTE4",9.18
"20260301121500","MOSFTE4",9.20
"20260301121600","MOSFTE4",9.36
"20260301121700","MOSFTE4",9.60
"20260301121800","MOSFTE4",9.28
"20260301121900","MOSFTE4",9.89
"20260301122000","MOSFTE4",9.38
"20260301122100","MOSFTE4",9.02
"20260301122200","MOSFTE4",9.60
"20260301122300","MOSFTE4",9.39
"20260301122400","MOSFTE4",8.91
"20260301122500","MOSFTE4",8.96
"20260301122600","MOSFTE4",9.69
"20260301122700","MOSFTE4",9.35
"20260301122800","MOSFTE4",9.18
"20260301122900","MOSFTE4",9.33
"20260301123000","MOSFTE4",9.63
"20260301123100","MOSFTE4",9.27
"20260301123200","MOSFTE4",9.32
"20260301123300","MOSFTE4",9.40
"20260301123400","MOSFTE4",9.48
"20260301123500","MOSFTE4",9.65
"20260301123600","MOSFTE4",9.46
"20260301123700","MOSFTE4",9.18
"20260301123800","MOSFTE4",9.66
"20260301123900","MOSFTE4",9.84
"20260301124000","MOSFTE4",9.56
"20260301124100","MOSFTE4",9.74
"20260301124200","MOSFTE4",10.00
"20260301124300","MOSFTE4",9.42
"20260301124400","MOSFTE4",9.40
"20260301124500","MOSFTE4",9.85
"20260301124600","MOSFTE4",9.31
"20260301124700","MOSFTE4",9.39
"20260301124800","MOSFTE4",9.42
"20260301124900","MOSFTE4",9.55
"20260301125000","MOSFTE4",9.69
"20260301125100","MOSFTE4",9.79
"20260301125200","MOSFTE4",9.70
"20260301125300","MOSFTE4",9.97
"20260301125400","MOSFTE4",9.73
"20260301125500","MOSFTE4",9.69
"20260301125600","MOSFTE4",9.55
"20260301125700","MOSFTE4",9.81
"20260301125800","MOSFTE4",9.86
"20260301125900","MOSFTE4",10.00
"20260301130000","MOSFTE4",9.98
"20260301130100","MOSFTE4",9.98
"20260301130200","MOSFTE4",10.00
"20260301130300","MOSFTE4",9.77
"20260301130400","MOSFTE4",10.00
"20260301130500","MOSFTE4",10.00
"20260301130600","MOSFTE4",10.00
"20260301130700","MOSFTE4",9.81
"20260301130800","MOSFTE4",9.64
"20260301130900","MOSFTE4",9.73
"20260301131000","MOSFTE4",9.87
"20260301131100","MOSFTE4",9.42
"20260301131200","MOSFTE4",9.82
"20260301131300","MOSFTE4",9.48
"20260301131400","MOSFTE4",10.00
"20260301131500","MOSFTE4",9.91
"20260301131600","MOSFTE4",9.50
"20260301131700","MOSFTE4",9.88
"20260301131800","MOSFTE4",9.99
"20260301131900","MOSFTE4",9.84
"20260301132000","MOSFTE4",9.94
"20260301132100","MOSFTE4",10.00
"20260301132200","MOSFTE4",10.00
"20260301132300","MOSFTE4",10.00
"20260301132400","MOSFTE4",9.84
"20260301132500","MOSFTE4",10.00
"20260301132600","MOSFTE4",10.00
"20260301132700","MOSFTE4",10.00
"20260301132800","MOSFTE4",10.00
"20260301132900","MOSFTE4",9.59
"20260301133000","MOSFTE4",10.00
"20260301133100","MOSFTE4",10.00
"20260301133200","MOSFTE4",10.00
"20260301133300","MOSFTE4",9.71
"20260301133400","MOSFTE4",10.00
"20260301133500","MOSFTE4",10.00
"20260301133600","MOSFTE4",9.73
"20260301133700","MOSFTE4",10.00
"20260301133800","MOSFTE4",9.92
"20260301133900","MOSFTE4",9.86
"20260301134000","MOSFTE4",10.00
"20260301134100","MOSFTE4",9.87
"20260301134200","MOSFTE4",10.00
"20260301134300","MOSFTE4",10.00
"20260301134400","MOSFTE4",9.69
"20260301134500","MOSFTE4",10.00
"20260301134600","MOSFTE4",9.93
"20260301134700","MOSFTE4",9.78
"20260301134800","MOSFTE4",9.80
"20260301134900","MOSFTE4",9.83
"20260301135000","MOSFTE4",9.96
"20260301135100","MOSFTE4",9.88
"20260301135200","MOSFTE4",10.00
"20260301135300","MOSFTE4",10.00
"20260301135400","MOSFTE4",10.00
"20260301135500","MOSFTE4",10.00
"20260301135600","MOSFTE4",10.00
"20260301135700","MOSFTE4",10.00
"20260301135800","MOSFTE4",9.56
"20260301135900","MOSFTE4",9.88
"20260301140000","MOSFTE4",10.00
"20260301140100","MOSFTE4",9.55
"20260301140200","MOSFTE4",10.00
"20260301140300","MOSFTE4",9.99
"20260301140400","MOSFTE4",10.00
"20260301140500","MOSFTE4",9.52
"20260301140600","MOSFTE4",9.80
"20260301140700","MOSFTE4",9.65
"20260301140800","MOSFTE4",9.86
"20260301140900","MOSFTE4",9.79
"20260301141000","MOSFTE4",10.00
"20260301141100","MOSFTE4",9.64
"20260301141200","MOSFTE4",9.64
"20260301141300","MOSFTE4",9.65
"20260301141400","MOSFTE4",9.53
"20260301141500","MOSFTE4",9.99
"20260301141600","MOSFTE4",9.54
"20260301141700","MOSFTE4",9.34
"20260301141800","MOSFTE4",9.90
"20260301141900","MOSFTE4",9.71
"20260301142000","MOSFTE4",9.62
"20260301142100","MOSFTE4",9.81
"20260301142200","MOSFTE4",9.97
"20260301142300","MOSFTE4",9.68
"20260301142400","MOSFTE4",9.41
"20260301142500","MOSFTE4",9.04
"20260301142600","MOSFTE4",9.25
"20260301142700","MOSFTE4",9.37
"20260301142800","MOSFTE4",9.66
"20260301142900","MOSFTE4",9.45
"20260301143000","MOSFTE4",9.70
"20260301143100","MOSFTE4",9.76
"20260301143200","MOSFTE4",9.33
"20260301143300","MOSFTE4",9.39
"20260301143400","MOSFTE4",9.86
"20260301143500","MOSFTE4",9.69
"20260301143600","MOSFTE4",9.71
"20260301143700","MOSFTE4",8.98
"20260301143800","MOSFTE4",9.41
"20260301143900","MOSFTE4",9.41
"20260301144000","MOSFTE4",9.19
"20260301144100","MOSFTE4",8.84
"20260301144200","MOSFTE4",8.99
"20260301144300","MOSFTE4",9.02
"20260301144400","MOSFTE4",9.38
"20260301144500","MOSFTE4",9.25
"20260301144600","MOSFTE4",9.49
"20260301144700","MOSFTE4",9.33
"20260301144800","MOSFTE4",8.88
"20260301144900","MOSFTE4",9.33
"20260301145000","MOSFTE4",8.63
"20260301145100","MOSFTE4",8.91
"20260301145200","MOSFTE4",8.86
"20260301145300","MOSFTE4",9.19
"20260301145400","MOSFTE4",8.94
"20260301145500","MOSFTE4",9.06
"20260301145600","MOSFTE4",8.96
"20260301145700","MOSFTE4",8.83
"20260301145800","MOSFTE4",8.60
"20260301145900","MOSFTE4",9.11
"20260301150000","MOSFTE4",9.01
"20260301150100","MOSFTE4",8.79
"20260301150200","MOSFTE4",8.38
"20260301150300","MOSFTE4",9.23
"20260301150400","MOSFTE4",9.09
"20260301150500","MOSFTE4",8.74
"20260301150600","MOSFTE4",8.68
"20260301150700","MOSFTE4",9.11
"20260301150800","MOSFTE4",8.16
"20260301150900","MOSFTE4",8.85
"20260301151000","MOSFTE4",8.65
"20260301151100","MOSFTE4",8.57
"20260301151200","MOSFTE4",8.41
"20260301151300","MOSFTE4",8.32
"20260301151400","MOSFTE4",8.40
"20260301151500","MOSFTE4",8.39
"20260301151600","MOSFTE4",8.67
"20260301151700","MOSFTE4",8.23
"20260301151800","MOSFTE4",8.20
"20260301151900","MOSFTE4",8.05
"20260301152000","MOSFTE4",8.36
"20260301152100","MOSFTE4",7.97
"20260301152200","MOSFTE4",7.89
"20260301152300","MOSFTE4",7.93
"20260301152400","MOSFTE4",8.21
"20260301152500","MOSFTE4",8.12
"20260301152600","MOSFTE4",8.25
"20260301152700","MOSFTE4",8.29
"20260301152800","MOSFTE4",8.15
"20260301152900","MOSFTE4",8.50
"20260301153000","MOSFTE4",7.81
"20260301153100","MOSFTE4",8.42
"20260301153200","MOSFTE4",7.97
"20260301153300","MOSFTE4",8.12
"20260301153400","MOSFTE4",7.86
"20260301153500","MOSFTE4",8.16
"20260301153600","MOSFTE4",7.76
"20260301153700","MOSFTE4",7.64
"20260301153800","MOSFTE4",7.55
"20260301153900","MOSFTE4",7.55
"20260301154000","MOSFTE4",7.47
"20260301154100","MOSFTE4",8.07
"20260301154200","MOSFTE4",8.00
"20260301154300","MOSFTE4",7.90
"20260301154400","MOSFTE4",7.41
"20260301154500","MOSFTE4",7.78
"20260301154600","MOSFTE4",7.69
"20260301154700","MOSFTE4",7.35
"20260301154800","MOSFTE4",7.63
"20260301154900","MOSFTE4",7.27
"20260301155000","MOSFTE4",7.62
"20260301155100","MOSFTE4",7.19
"20260301155200","MOSFTE4",7.51
"20260301155300","MOSFTE4",7.40
"20260301155400","MOSFTE4",6.81
"20260301155500","MOSFTE4",7.05
"20260301155600","MOSFTE4",6.52
"20260301155700","MOSFTE4",7.35
"20260301155800","MOSFTE4",7.01
"20260301155900","MOSFTE4",6.79
"20260301160000","MOSFTE4",7.03
"20260301160100","MOSFTE4",7.14
"20260301160200","MOSFTE4",7.19
"20260301160300","MOSFTE4",6.83
"20260301160400","MOSFTE4",7.31
"20260301160500","MOSFTE4",6.73
"20260301160600","MOSFTE4",7.30
"20260301160700","MOSFTE4",6.90
"20260301160800","MOSFTE4",6.82
"20260301160900","MOSFTE4",7.03
"20260301161000","MOSFTE4",6.68
"20260301161100","MOSFTE4",7.06
"20260301161200","MOSFTE4",6.68
"20260301161300","MOSFTE4",6.88
"20260301161400","MOSFTE4",6.30
"20260301161500","MOSFTE4",6.26
"20260301161600","MOSFTE4",6.68
"20260301161700","MOSFTE4",6.38
"20260301161800","MOSFTE4",6.26
"20260301161900","MOSFTE4",6.33
"20260301162000","MOSFTE4",6.37
"20260301162100","MOSFTE4",6.94
"20260301162200","MOSFTE4",6.49
"20260301162300","MOSFTE4",5.97
"20260301162400","MOSFTE4",5.93
"20260301162500","MOSFTE4",5.95
"20260301162600","MOSFTE4",6.24
"20260301162700","MOSFTE4",5.95
"20260301162800","MOSFTE4",5.87
"20260301162900","MOSFTE4",5.96
"20260301163000","MOSFTE4",5.97
"20260301163100","MOSFTE4",6.11
"20260301163200","MOSFTE4",6.02
"20260301163300","MOSFTE4",6.38
"20260301163400","MOSFTE4",5.92
"20260301163500","MOSFTE4",6.08
"20260301163600","MOSFTE4",5.80
"20260301163700","MOSFTE4",6.06
"20260301163800","MOSFTE4",6.28
"20260301163900","MOSFTE4",5.99
"20260301164000","MOSFTE4",5.13
"20260301164100","MOSFTE4",5.78
"20260301164200","MOSFTE4",5.88
"20260301164300","MOSFTE4",5.73
"20260301164400","MOSFTE4",5.57
"20260301164500","MOSFTE4",5.73
"20260301164600","MOSFTE4",5.69
"20260301164700","MOSFTE4",5.47
"20260301164800","MOSFTE4",5.26
"20260301164900","MOSFTE4",5.53
"20260301165000","MOSFTE4",5.60
"20260301165100","MOSFTE4",5.24
"20260301165200","MOSFTE4",5.32
"20260301165300","MOSFTE4",4.77
"20260301165400","MOSFTE4",5.38
"20260301165500","MOSFTE4",5.43
"20260301165600","MOSFTE4",4.97
"20260301165700","MOSFTE4",5.48
"20260301165800","MOSFTE4",5.07
"20260301165900","MOSFTE4",4.69
"20260301170000","MOSFTE4",5.25
"20260301170100","MOSFTE4",5.34
"20260301170200","MOSFTE4",4.90
"20260301170300","MOSFTE4",4.91
"20260301170400","MOSFTE4",4.92
"20260301170500","MOSFTE4",5.17
"20260301170600","MOSFTE4",4.99
"20260301170700","MOSFTE4",4.95
"20260301170800","MOSFTE4",5.15
"20260301170900","MOSFTE4",4.28
"20260301171000","MOSFTE4",5.07
"20260301171100","MOSFTE4",4.96
"20260301171200","MOSFTE4",5.09
"20260301171300","MOSFTE4",4.54
"20260301171400","MOSFTE4",4.34
