"datahora","objeto","valor"
"20260301121600","MOSFTE16",8.95
"20260301121700","MOSFTE16",9.86
"20260301121800","MOSFTE16",8.88
"20260301121900","MOSFTE16",9.38
"20260301122000","MOSFTE16",8.98
"20260301122100","MOSFTE16",9.21
"20260301122200","MOSFTE16",9.09
"20260301122300","MOSFTE16",8.86
"20260301122400","MOSFTE16",9.47
"20260301122500","MOSFTE16",9.36
"20260301122600","MOSFTE16",9.58
"20260301122700","MOSFTE16",9.62
"20260301122800","MOSFTE16",9.46
"20260301122900","MOSFTE16",9.34
"20260301123000","MOSFTE16",9.89
"20260301123100","MOSFTE16",9.18
"20260301123200","MOSFTE16",9.81
"20260301123300","MOSFTE16",9.40
"20260301123400","MOSFTE16",9.40
"20260301123500","MOSFTE16",9.61
"20260301123600","MOSFTE16",9.26
"20260301123700","MOSFTE16",9.72
"20260301123800","MOSFTE16",9.32
"20260301123900","MOSFTE16",9.14
"20260301124000","MOSFTE16",9.69
"20260301124100","MOSFTE16",9.56
"20260301124200","MOSFTE16",9.93
"20260301124300","MOSFTE16",9.70
"20260301124400","MOSFTE16",9.60
"20260301124500","MOSFTE16",9.51
"20260301124600","MOSFTE16",10.00
"20260301124700","MOSFTE16",9.56
"20260301124800","MOSFTE16",9.77
"20260301124900","MOSFTE16",9.91
"20260301125000","MOSFTE16",9.40
"20260301125100","MOSFTE16",9.91
"20260301125200","MOSFTE16",10.00
"20260301125300","MOSFTE16",9.47
"20260301125400","MOSFTE16",9.58
"20260301125500","MOSFTE16",9.43
"20260301125600","MOSFTE16",9.89
"20260301125700","MOSFTE16",9.62
"20260301125800","MOSFTE16",9.94
"20260301125900","MOSFTE16",10.00
"20260301130000","MOSFTE16",9.71
"20260301130100","MOSFTE16",9.56
"20260301130200","MOSFTE16",9.76
"20260301130300","MOSFTE16",10.00
"20260301130400","MOSFTE16",9.86
"20260301130500","MOSFTE16",9.79
"20260301130600","MOSFTE16",9.98
"20260301130700","MOSFTE16",10.00
"20260301130800","MOSFTE16",9.98
"20260301130900","MOSFTE16",9.84
"20260301131000","MOSFTE16",9.77
"20260301131100","MOSFTE16",9.74
"20260301131200","MOSFTE16",9.85
"20260301131300","MOSFTE16",10.00
"20260301131400","MOSFTE16",9.86
"20260301131500","MOSFTE16",10.00
"20260301131600","MOSFTE16",9.87
"20260301131700","MOSFTE16",9.79
"20260301131800","MOSFTE16",10.00
"20260301131900","MOSFTE16",9.87
"20260301132000","MOSFTE16",10.00
"20260301132100","MOSFTE16",9.78
"20260301132200","MOSFTE16",9.96
"20260301132300","MOSFTE16",9.67
"20260301132400","MOSFTE16",9.58
"20260301132500","MOSFTE16",10.00
"20260301132600","MOSFTE16",10.00
"20260301132700","MOSFTE16",10.00
"20260301132800","MOSFTE16",10.00
"20260301132900","MOSFTE16",9.63
"20260301133000","MOSFTE16",10.00
"20260301133100","MOSFTE16",9.84
"20260301133200","MOSFTE16",9.67
"20260301133300","MOSFTE16",9.71
"20260301133400","MOSFTE16",10.00
"20260301133500","MOSFTE16",10.00
"20260301133600","MOSFTE16",9.75
"20260301133700","MOSFTE16",10.00
"20260301133800","MOSFTE16",10.00
"20260301133900","MOSFTE16",9.85
"20260301134000","MOSFTE16",10.00
"20260301134100","MOSFTE16",10.00
"20260301134200","MOSFTE16",9.98
"20260301134300","MOSFTE16",10.00
"20260301134400","MOSFTE16",9.79
"20260301134500","MOSFTE16",9.66
"20260301134600","MOSFTE16",10.00
"20260301134700","MOSFTE16",9.54
"20260301134800","MOSFTE16",9.85
"20260301134900","MOSFTE16",10.00
"20260301135000","MOSFTE16",10.00
"20260301135100","MOSFTE16",9.76
"20260301135200","MOSFTE16",9.77
"20260301135300","MOSFTE16",9.51
"20260301135400","MOSFTE16",10.00
"20260301135500","MOSFTE16",10.00
"20260301135600","MOSFTE16",10.00
"20260301135700","MOSFTE16",9.90
"20260301135800","MOSFTE16",9.97
"20260301135900","MOSFTE16",9.81
"20260301140000","MOSFTE16",9.61
"20260301140100","MOSFTE16",10.00
"20260301140200","MOSFTE16",9.67
"20260301140300","MOSFTE16",10.00
"20260301140400","MOSFTE16",9.75
"20260301140500","MOSFTE16",9.49
"20260301140600","MOSFTE16",9.86
"20260301140700","MOSFTE16",9.70
"20260301140800","MOSFTE16",9.84
"20260301140900","MOSFTE16",9.47
"20260301141000","MOSFTE16",9.82
"20260301141100","MOSFTE16",10.00
"20260301141200","MOSFTE16",9.88
"20260301141300","MOSFTE16",10.00
"20260301141400","MOSFTE16",10.00
"20260301141500","MOSFTE16",9.79
"20260301141600","MOSFTE16",10.00
"20260301141700","MOSFTE16",9.50
"20260301141800","MOSFTE16",9.54
"20260301141900","MOSFTE16",9.58
"20260301142000","MOSFTE16",9.94
"20260301142100","MOSFTE16",9.51
"20260301142200","MOSFTE16",9.44
"20260301142300","MOSFTE16",9.52
"20260301142400","MOSFTE16",9.26
"20260301142500","MOSFTE16",9.63
"20260301142600","MOSFTE16",9.29
"20260301142700","MOSFTE16",9.37
"20260301142800","MOSFTE16",9.74
"20260301142900","MOSFTE16",9.66
"20260301143000","MOSFTE16",9.78
"20260301143100","MOSFTE16",9.36
"20260301143200","MOSFTE16",8.91
"20260301143300","MOSFTE16",8.94
"20260301143400","MOSFTE16",9.23
"20260301143500","MOSFTE16",9.42
"20260301143600","MOSFTE16",9.56
"20260301143700","MOSFTE16",9.73
"20260301143800","MOSFTE16",8.83
"20260301143900","MOSFTE16",9.19
"20260301144000","MOSFTE16",9.09
"20260301144100","MOSFTE16",9.17
"20260301144200","MOSFTE16",9.27
"20260301144300","MOSFTE16",9.18
"20260301144400","MOSFTE16",9.03
"20260301144500","MOSFTE16",9.00
"20260301144600","MOSFTE16",8.90
"20260301144700","MOSFTE16",8.81
"20260301144800","MOSFTE16",9.20
"20260301144900","MOSFTE16",9.45
"20260301145000","MOSFTE16",9.00
"20260301145100","MOSFTE16",8.87
"20260301145200","MOSFTE16",8.80
"20260301145300","MOSFTE16",8.85
"20260301145400","MOSFTE16",8.91
"20260301145500","MOSFTE16",8.44
"20260301145600","MOSFTE16",9.03
"20260301145700","MOSFTE16",9.21
"20260301145800","MOSFTE16",9.15
"20260301145900","MOSFTE16",8.68
"20260301150000","MOSFTE16",8.88
"20260301150100","MOSFTE16",8.82
"20260301150200","MOSFTE16",8.74
"20260301150300","MOSFTE16",8.34
"20260301150400","MOSFTE16",8.86
"20260301150500","MOSFTE16",9.26
"20260301150600","MOSFTE16",8.93
"20260301150700","MOSFTE16",8.86
"20260301150800","MOSFTE16",8.94
"20260301150900","MOSFTE16",8.51
"20260301151000","MOSFTE16",8.23
"20260301151100","MOSFTE16",8.18
"20260301151200","MOSFTE16",8.19
"20260301151300","MOSFTE16",8.43
"20260301151400","MOSFTE16",8.25
"20260301151500","MOSFTE16",8.82
"20260301151600","MOSFTE16",8.46
"20260301151700","MOSFTE16",7.98
"20260301151800","MOSFTE16",8.26
"20260301151900","MOSFTE16",7.90
"20260301152000","MOSFTE16",8.19
"20260301152100","MOSFTE16",8.34
"20260301152200","MOSFTE16",8.51
"20260301152300","MOSFTE16",7.99
"20260301152400","MOSFTE16",8.11
"20260301152500","MOSFTE16",8.46
"20260301152600","MOSFTE16",8.19
"20260301152700","MOSFTE16",8.21
"20260301152800","MOSFTE16",8.34
"20260301152900","MOSFTE16",8.14
"20260301153000","MOSFTE16",8.29
"20260301153100","MOSFTE16",8.34
"20260301153200","MOSFTE16",7.94
"20260301153300","MOSFTE16",8.06
"20260301153400","MOSFTE16",8.20
"20260301153500","MOSFTE16",8.44
"20260301153600","MOSFTE16",8.04
"20260301153700","MOSFTE16",7.45
"20260301153800","MOSFTE16",8.00
"20260301153900","MOSFTE16",7.77
"20260301154000","MOSFTE16",7.47
"20260301154100","MOSFTE16",7.56
"20260301154200","MOSFTE16",7.86
"20260301154300","MOSFTE16",7.61
"20260301154400","MOSFTE16",7.69
"20260301154500","MOSFTE16",7.68
"20260301154600","MOSFTE16",7.09
"20260301154700","MOSFTE16",7.75
"20260301154800","MOSFTE16",6.95
"20260301154900","MOSFTE16",7.69
"20260301155000","MOSFTE16",7.39
"20260301155100","MOSFTE16",7.40
"20260301155200","MOSFTE16",6.96
"20260301155300","MOSFTE16",7.40
"20260301155400","MOSFTE16",7.45
"20260301155500","MOSFTE16",7.13
"20260301155600","MOSFTE16",7.17
"20260301155700","MOSFTE16",7.53
"20260301155800","MOSFTE16",7.20
"20260301155900","MOSFTE16",6.98
"20260301160000","MOSFTE16",7.34
"20260301160100","MOSFTE16",6.86
"20260301160200","MOSFTE16",6.75
"20260301160300","MOSFTE16",6.91
"20260301160400","MOSFTE16",7.12
"20260301160500","MOSFTE16",6.95
"20260301160600","MOSFTE16",6.58
"20260301160700","MOSFTE16",6.76
"20260301160800","MOSFTE16",6.82
"20260301160900","MOSFTE16",7.00
"20260301161000","MOSFTE16",6.48
"20260301161100","MOSFTE16",6.68
"20260301161200","MOSFTE16",6.80
"20260301161300","MOSFTE16",7.37
"20260301161400","MOSFTE16",6.87
"20260301161500","MOSFTE16",6.43
"20260301161600","MOSFTE16",6.66
"20260301161700","MOSFTE16",6.96
"20260301161800","MOSFTE16",6.40
"20260301161900","MOSFTE16",6.36
"20260301162000","MOSFTE16",6.34
"20260301162100","MOSFTE16",7.05
"20260301162200","MOSFTE16",6.39
"20260301162300","MOSFTE16",6.22
"20260301162400","MOSFTE16",6.10
"20260301162500","MOSFTE16",6.49
"20260301162600","MOSFTE16",6.24
"20260301162700","MOSFTE16",6.84
"20260301162800","MOSFTE16",6.46
"20260301162900","MOSFTE16",5.97
"20260301163000","MOSFTE16",6.30
"20260301163100","MOSFTE16",5.92
"20260301163200","MOSFTE16",5.83
"20260301163300","MOSFTE16",5.88
"20260301163400","MOSFTE16",6.02
"20260301163500","MOSFTE16",5.65
"20260301163600","MOSFTE16",6.29
"20260301163700","MOSFTE16",5.85
"20260301163800","MOSFTE16",5.59
"20260301163900","MOSFTE16",5.93
"20260301164000","MOSFTE16",5.86
"20260301164100","MOSFTE16",5.32
"20260301164200","MOSFTE16",6.00
"20260301164300","MOSFTE16",5.88
"20260301164400","MOSFTE16",5.99
"20260301164500","MOSFTE16",5.32
"20260301164600","MOSFTE16",5.34
"20260301164700","MOSFTE16",5.43
"20260301164800","MOSFTE16",5.61
"20260301164900","MOSFTE16",5.84
"20260301165000","MOSFTE16",5.26
"20260301165100","MOSFTE16",5.14
"20260301165200","MOSFTE16",5.91
"20260301165300","MOSFTE16",5.81
"20260301165400","MOSFTE16",5.40
"20260301165500","MOSFTE16",5.00
"20260301165600","MOSFTE16",5.07
"20260301165700","MOSFTE16",4.96
"20260301165800","MOSFTE16",4.90
"20260301165900","MOSFTE16",5.02
"20260301170000","MOSFTE16",5.10
"20260301170100","MOSFTE16",4.84
"20260301170200","MOSFTE16",5.06
"20260301170300","MOSFTE16",4.97
"20260301170400","MOSFTE16",4.51
"20260301170500","MOSFTE16",4.65
"20260301170600","MOSFTE16",4.75
"20260301170700","MOSFTE16",4.65
"20260301170800","MOSFTE16",4.94
"20260301170900","MOSFTE16",4.89
"20260301171000","MOSFTE16",4.98
"20260301171100","MOSFTE16",4.68
"20260301171200","MOSFTE16",4.50
"20260301171300","MOSFTE16",4.38
"20260301171400","MOSFTE16",4.46
