"datahora","objeto","valor"
"20260301064300","MOSFTE8",0.61
"20260301064400","MOSFTE8",1.17
"20260301064500","MOSFTE8",0.72
"20260301064600","MOSFTE8",0.82
"20260301064700","MOSFTE8",1.12
"20260301064800","MOSFTE8",0.65
"20260301064900","MOSFTE8",0.82
"20260301065000","MOSFTE8",1.20
"20260301065100","MOSFTE8",0.28
"20260301065200","MOSFTE8",1.38
"20260301065300","MOSFTE8",0.73
"20260301065400","MOSFTE8",1.01
"20260301065500","MOSFTE8",0.89
"20260301065600","MOSFTE8",0.95
"20260301065700","MOSFTE8",0.96
"20260301065800","MOSFTE8",0.85
"20260301065900","MOSFTE8",1.11
"20260301070000","MOSFTE8",0.97
"20260301070100","MOSFTE8",1.16
"20260301070200","MOSFTE8",1.11
"20260301070300","MOSFTE8",0.59
"20260301070400","MOSFTE8",1.37
"20260301070500","MOSFTE8",1.24
"20260301070600","MOSFTE8",0.95
"20260301070700","MOSFTE8",1.03
"20260301070800","MOSFTE8",1.11
"20260301070900","MOSFTE8",1.10
"20260301071000","MOSFTE8",1.51
"20260301071100","MOSFTE8",1.27
"20260301071200","MOSFTE8",0.95
"20260301071300","MOSFTE8",1.01
"20260301071400","MOSFTE8",0.96
"20260301071500","MOSFTE8",1.01
"20260301071600","MOSFTE8",1.13
"20260301071700","MOSFTE8",0.67
"20260301071800","MOSFTE8",1.20
"20260301071900","MOSFTE8",1.54
"20260301072000","MOSFTE8",1.33
"20260301072100","MOSFTE8",1.04
"20260301072200","MOSFTE8",1.50
"20260301072300","MOSFTE8",1.20
"20260301072400","MOSFTE8",0.98
"20260301072500","MOSFTE8",1.15
"20260301072600","MOSFTE8",1.02
"20260301072700","MOSFTE8",1.51
"20260301072800","MOSFTE8",1.70
"20260301072900","MOSFTE8",0.90
"20260301073000","MOSFTE8",1.37
"20260301073100","MOSFTE8",0.92
"20260301073200","MOSFTE8",1.83
"20260301073300","MOSFTE8",1.56
"20260301073400","MOSFTE8",1.14
"20260301073500","MOSFTE8",1.65
"20260301073600","MOSFTE8",1.25
"20260301073700","MOSFTE8",1.60
"20260301073800","MOSFTE8",1.70
"20260301073900","MOSFTE8",1.97
"20260301074000","MOSFTE8",1.60
"20260301074100","MOSFTE8",1.56
"20260301074200","MOSFTE8",1.66
"20260301074300","MOSFTE8",1.76
"20260301074400","MOSFTE8",2.04
"20260301074500","MOSFTE8",1.49
"20260301074600","MOSFTE8",1.31
"20260301074700","MOSFTE8",1.67
"20260301074800","MOSFTE8",1.96
"20260301074900","MOSFTE8",2.03
"20260301075000","MOSFTE8",1.50
"20260301075100","MOSFTE8",1.79
"20260301075200","MOSFTE8",1.60
"20260301075300","MOSFTE8",1.59
"20260301075400","MOSFTE8",1.84
"20260301075500","MOSFTE8",1.47
"20260301075600","MOSFTE8",2.03
"20260301075700","MOSFTE8",1.53
"20260301075800","MOSFTE8",1.70
"20260301075900","MOSFTE8",2.04
"20260301080000","MOSFTE8",1.93
"20260301080100","MOSFTE8",2.07
"20260301080200","MOSFTE8",1.82
"20260301080300","MOSFTE8",1.43
"20260301080400","MOSFTE8",1.91
"20260301080500","MOSFTE8",1.32
"20260301080600","MOSFTE8",1.86
"20260301080700","MOSFTE8",1.86
"20260301080800","MOSFTE8",2.27
"20260301080900","MOSFTE8",1.85
"20260301081000","MOSFTE8",2.28
"20260301081100","MOSFTE8",2.21
"20260301081200","MOSFTE8",2.27
"20260301081300","MOSFTE8",2.16
"20260301081400","MOSFTE8",2.14
"20260301081500","MOSFTE8",2.39
"20260301081600","MOSFTE8",2.15
"20260301081700","MOSFTE8",2.21
"20260301081800","MOSFTE8",2.00
"20260301081900","MOSFTE8",2.07
"20260301082000","MOSFTE8",2.09
"20260301082100","MOSFTE8",2.50
"20260301082200","MOSFTE8",2.49
"20260301082300","MOSFTE8",2.49
"20260301082400","MOSFTE8",1.78
"20260301082500","MOSFTE8",2.43
"20260301082600","MOSFTE8",2.44
"20260301082700","MOSFTE8",2.57
"20260301082800","MOSFTE8",2.09
"20260301082900","MOSFTE8",2.20
"20260301083000","MOSFTE8",2.47
"20260301083100","MOSFTE8",2.32
"20260301083200","MOSFTE8",2.29
"20260301083300","MOSFTE8",2.52
"20260301083400","MOSFTE8",2.48
"20260301083500","MOSFTE8",2.23
"20260301083600","MOSFTE8",2.92
"20260301083700","MOSFTE8",2.41
"20260301083800","MOSFTE8",2.81
"20260301083900","MOSFTE8",2.49
"20260301084000","MOSFTE8",2.50
"20260301084100","MOSFTE8",2.53
"20260301084200","MOSFTE8",3.02
"20260301084300","MOSFTE8",2.82
"20260301084400","MOSFTE8",2.97
"20260301084500","MOSFTE8",2.48
"20260301084600","MOSFTE8",2.86
"20260301084700","MOSFTE8",2.74
"20260301084800","MOSFTE8",2.58
"20260301084900","MOSFTE8",3.05
"20260301085000","MOSFTE8",3.29
"20260301085100","MOSFTE8",3.01
"20260301085200","MOSFTE8",2.87
"20260301085300","MOSFTE8",2.70
"20260301085400","MOSFTE8",2.82
"20260301085500","MOSFTE8",3.30
"20260301085600","MOSFTE8",2.94
"20260301085700","MOSFTE8",3.06
"20260301085800","MOSFTE8",2.80
"20260301085900","MOSFTE8",3.37
"20260301090000","MOSFTE8",3.22
"20260301090100","MOSFTE8",3.39
"20260301090200","MOSFTE8",3.06
"20260301090300","MOSFTE8",2.97
"20260301090400","MOSFTE8",3.52
"20260301090500","MOSFTE8",3.32
"20260301090600","MOSFTE8",3.25
"20260301090700","MOSFTE8",3.88
"20260301090800","MOSFTE8",3.57
"20260301090900","MOSFTE8",3.63
"20260301091000","MOSFTE8",3.63
"20260301091100","MOSFTE8",3.19
"20260301091200","MOSFTE8",3.82
"20260301091300","MOSFTE8",3.70
"20260301091400","MOSFTE8",3.76
"20260301091500","MOSFTE8",4.04
"20260301091600","MOSFTE8",3.63
"20260301091700","MOSFTE8",3.99
"20260301091800","MOSFTE8",3.40
"20260301091900","MOSFTE8",3.93
"20260301092000","MOSFTE8",4.19
"20260301092100","MOSFTE8",3.68
"20260301092200","MOSFTE8",3.14
"20260301092300","MOSFTE8",3.82
"20260301092400","MOSFTE8",3.79
"20260301092500","MOSFTE8",4.02
"20260301092600","MOSFTE8",3.70
"20260301092700","MOSFTE8",4.49
"20260301092800","MOSFTE8",3.96
"20260301092900","MOSFTE8",3.87
"20260301093000","MOSFTE8",3.93
"20260301093100","MOSFTE8",3.84
"20260301093200","MOSFTE8",3.97
"20260301093300","MOSFTE8",3.96
"20260301093400","MOSFTE8",4.39
"20260301093500","MOSFTE8",4.27
"20260301093600","MOSFTE8",4.26
"20260301093700","MOSFTE8",4.33
"20260301093800","MOSFTE8",4.72
"20260301093900","MOSFTE8",4.75
"20260301094000","MOSFTE8",5.18
"20260301094100","MOSFTE8",4.52
"20260301094200","MOSFTE8",4.83
"20260301094300","MOSFTE8",4.95
"20260301094400","MOSFTE8",4.25
"20260301094500","MOSFTE8",4.49
"20260301094600","MOSFTE8",4.74
"20260301094700","MOSFTE8",4.81
"20260301094800","MOSFTE8",5.09
"20260301094900","MOSFTE8",4.74
"20260301095000","MOSFTE8",5.06
"20260301095100","MOSFTE8",5.14
"20260301095200","MOSFTE8",4.71
"20260301095300","MOSFTE8",5.02
"20260301095400","MOSFTE8",4.85
"20260301095500","MOSFTE8",5.33
"20260301095600","MOSFTE8",4.92
"20260301095700","MOSFTE8",4.52
"20260301095800","MOSFTE8",5.32
"20260301095900","MOSFTE8",5.33
"20260301100000","MOSFTE8",5.15
"20260301100100","MOSFTE8",5.37
"20260301100200","MOSFTE8",5.42
"20260301100300","MOSFTE8",5.23
"20260301100400","MOSFTE8",5.49
"20260301100500","MOSFTE8",5.59
"20260301100600","MOSFTE8",5.06
"20260301100700","MOSFTE8",5.17
"20260301100800","MOSFTE8",4.93
"20260301100900","MOSFTE8",5.06
"20260301101000","MOSFTE8",5.34
"20260301101100","MOSFTE8",5.44
"20260301101200","MOSFTE8",5.08
"20260301101300","MOSFTE8",5.73
"20260301101400","MOSFTE8",5.86
"20260301101500","MOSFTE8",5.31
"20260301101600","MOSFTE8",5.73
"20260301101700","MOSFTE8",5.92
"20260301101800","MOSFTE8",5.78
"20260301101900","MOSFTE8",5.42
"20260301102000","MOSFTE8",6.13
"20260301102100","MOSFTE8",5.52
"20260301102200","MOSFTE8",5.83
"20260301102300","MOSFTE8",5.87
"20260301102400","MOSFTE8",5.94
"20260301102500","MOSFTE8",5.29
"20260301102600","MOSFTE8",5.95
"20260301102700","MOSFTE8",5.80
"20260301102800","MOSFTE8",5.92
"20260301102900","MOSFTE8",5.57
"20260301103000","MOSFTE8",6.11
"20260301103100","MOSFTE8",6.41
"20260301103200","MOSFTE8",6.04
"20260301103300","MOSFTE8",6.29
"20260301103400","MOSFTE8",6.36
"20260301103500","MOSFTE8",6.06
"20260301103600","MOSFTE8",5.80
"20260301103700","MOSFTE8",6.31
"20260301103800","MOSFTE8",6.46
"20260301103900","MOSFTE8",6.02
"20260301104000","MOSFTE8",6.21
"20260301104100","MOSFTE8",6.57
"20260301104200","MOSFTE8",6.08
"20260301104300","MOSFTE8",6.32
"20260301104400","MOSFTE8",6.72
"20260301104500","MOSFTE8",6.61
"20260301104600","MOSFTE8",6.44
"20260301104700","MOSFTE8",6.57
"20260301104800","MOSFTE8",6.29
"20260301104900","MOSFTE8",6.71
"20260301105000","MOSFTE8",6.96
"20260301105100","MOSFTE8",6.72
"20260301105200","MOSFTE8",6.69
"20260301105300","MOSFTE8",6.67
"20260301105400","MOSFTE8",6.96
"20260301105500","MOSFTE8",6.55
"20260301105600","MOSFTE8",6.62
"20260301105700","MOSFTE8",7.21
"20260301105800","MOSFTE8",7.30
"20260301105900","MOSFTE8",7.29
"20260301110000","MOSFTE8",7.14
"20260301110100","MOSFTE8",7.02
"20260301110200","MOSFTE8",7.12
"20260301110300","MOSFTE8",6.87
"20260301110400","MOSFTE8",7.34
"20260301110500","MOSFTE8",7.01
"20260301110600","MOSFTE8",7.26
"20260301110700","MOSFTE8",7.65
"20260301110800","MOSFTE8",7.15
"20260301110900","MOSFTE8",7.16
"20260301111000","MOSFTE8",7.01
"20260301111100","MOSFTE8",7.52
"20260301111200","MOSFTE8",7.37
"20260301111300","MOSFTE8",7.17
"20260301111400","MOSFTE8",7.61
"20260301111500","MOSFTE8",7.38
"20260301111600","MOSFTE8",7.75
"20260301111700","MOSFTE8",7.57
"20260301111800","MOSFTE8",7.72
"20260301111900","MOSFTE8",8.16
"20260301112000","MOSFTE8",7.48
"20260301112100","MOSFTE8",8.14
"20260301112200","MOSFTE8",7.94
"20260301112300","MOSFTE8",7.91
"20260301112400","MOSFTE8",7.77
"20260301112500","MOSFTE8",8.02
"20260301112600","MOSFTE8",7.78
"20260301112700","MOSFTE8",8.09
"20260301112800","MOSFTE8",7.85
"20260301112900","MOSFTE8",8.30
"20260301113000","MOSFTE8",8.03
"20260301113100","MOSFTE8",8.42
"20260301113200","MOSFTE8",8.06
"20260301113300","MOSFTE8",8.11
"20260301113400","MOSFTE8",7.87
"20260301113500","MOSFTE8",7.73
"20260301113600","MOSFTE8",7.97
"20260301113700","MOSFTE8",8.12
"20260301113800","MOSFTE8",8.48
"20260301113900","MOSFTE8",8.41
"20260301114000","MOSFTE8",8.46
"20260301114100","MOSFTE8",8.18
"20260301114200","MOSFTE8",8.47
"20260301114300","MOSFTE8",8.59
"20260301114400","MOSFTE8",8.33
"20260301114500","MOSFTE8",8.59
"20260301114600","MOSFTE8",8.43
"20260301114700","MOSFTE8",8.44
"20260301114800","MOSFTE8",7.92
"20260301114900","MOSFTE8",8.85
"20260301115000","MOSFTE8",8.45
"20260301115100","MOSFTE8",8.48
"20260301115200","MOSFTE8",9.07
"20260301115300","MOSFTE8",8.85
"20260301115400","MOSFTE8",8.14
"20260301115500","MOSFTE8",9.10
"20260301115600","MOSFTE8",8.88
"20260301115700","MOSFTE8",8.91
"20260301115800","MOSFTE8",8.79
"20260301115900","MOSFTE8",8.69
"20260301120000","MOSFTE8",8.71
"20260301120100","MOSFTE8",9.27
"20260301120200","MOSFTE8",9.13
"20260301120300","MOSFTE8",8.71
"20260301120400","MOSFTE8",8.99
"20260301120500","MOSFTE8",8.89
"20260301120600","MOSFTE8",9.10
"20260301120700","MOSFTE8",9.09
"20260301120800","MOSFTE8",9.10
"20260301120900","MOSFTE8",9.20
"20260301121000","MOSFTE8",9.60
"20260301121100","MOSFTE8",9.05
"20260301121200","MOSFTE8",9.10
"20260301121300","MOSFTE8",9.42
"20260301121400","MOSFTE8",8.87
"20260301121500","MOSFTE8",9.06
"20260301121600","MOSFTE8",9.45
"20260301121700","MOSFTE8",9.23
"20260301121800","MOSFTE8",9.17
"20260301121900","MOSFTE8",9.30
"20260301122000","MOSFTE8",9.19
"20260301122100","MOSFTE8",8.71
"20260301122200","MOSFTE8",9.51
"20260301122300","MOSFTE8",9.48
"20260301122400","MOSFTE8",9.16
"20260301122500","MOSFTE8",9.57
"20260301122600","MOSFTE8",10.00
"20260301122700","MOSFTE8",9.29
"20260301122800","MOSFTE8",9.03
"20260301122900","MOSFTE8",9.32
"20260301123000","MOSFTE8",9.44
"20260301123100","MOSFTE8",9.31
"20260301123200","MOSFTE8",9.44
"20260301123300","MOSFTE8",9.26
"20260301123400","MOSFTE8",9.66
"20260301123500","MOSFTE8",9.66
"20260301123600","MOSFTE8",10.00
"20260301123700","MOSFTE8",9.19
"20260301123800","MOSFTE8",9.61
"20260301123900","MOSFTE8",9.48
"20260301124000","MOSFTE8",10.00
"20260301124100","MOSFTE8",9.80
"20260301124200","MOSFTE8",9.57
"20260301124300","MOSFTE8",9.82
"20260301124400","MOSFTE8",9.87
"20260301124500","MOSFTE8",9.85
"20260301124600","MOSFTE8",10.00
"20260301124700","MOSFTE8",9.89
"20260301124800","MOSFTE8",9.85
"20260301124900","MOSFTE8",10.00
"20260301125000","MOSFTE8",9.34
"20260301125100","MOSFTE8",9.59
"20260301125200","MOSFTE8",9.41
"20260301125300","MOSFTE8",10.00
"20260301125400","MOSFTE8",10.00
"20260301125500","MOSFTE8",9.49
"20260301125600","MOSFTE8",9.70
"20260301125700","MOSFTE8",9.17
"20260301125800","MOSFTE8",9.98
"20260301125900","MOSFTE8",9.48
"20260301130000","MOSFTE8",10.00
"20260301130100","MOSFTE8",9.88
"20260301130200","MOSFTE8",9.88
"20260301130300","MOSFTE8",9.97
"20260301130400","MOSFTE8",9.72
"20260301130500","MOSFTE8",9.79
"20260301130600","MOSFTE8",10.00
"20260301130700","MOSFTE8",10.00
"20260301130800","MOSFTE8",10.00
"20260301130900","MOSFTE8",10.00
"20260301131000","MOSFTE8",10.00
"20260301131100","MOSFTE8",9.46
"20260301131200","MOSFTE8",9.79
"20260301131300","MOSFTE8",9.85
"20260301131400","MOSFTE8",9.82
"20260301131500","MOSFTE8",9.78
"20260301131600","MOSFTE8",9.79
"20260301131700","MOSFTE8",10.00
"20260301131800","MOSFTE8",10.00
"20260301131900","MOSFTE8",9.95
"20260301132000","MOSFTE8",9.65
"20260301132100","MOSFTE8",9.90
"20260301132200","MOSFTE8",9.73
"20260301132300","MOSFTE8",9.69
"20260301132400","MOSFTE8",9.58
"20260301132500","MOSFTE8",10.00
"20260301132600","MOSFTE8",9.81
"20260301132700","MOSFTE8",9.96
"20260301132800","MOSFTE8",10.00
"20260301132900","MOSFTE8",9.95
"20260301133000","MOSFTE8",10.00
"20260301133100","MOSFTE8",10.00
"20260301133200","MOSFTE8",9.69
"20260301133300","MOSFTE8",10.00
"20260301133400","MOSFTE8",9.91
"20260301133500","MOSFTE8",10.00
"20260301133600","MOSFTE8",10.00
"20260301133700","MOSFTE8",9.99
"20260301133800","MOSFTE8",9.91
"20260301133900","MOSFTE8",10.00
"20260301134000","MOSFTE8",9.84
"20260301134100","MOSFTE8",9.61
"20260301134200","MOSFTE8",10.00
"20260301134300","MOSFTE8",9.86
"20260301134400","MOSFTE8",9.96
"20260301134500","MOSFTE8",9.87
"20260301134600","MOSFTE8",9.55
"20260301134700","MOSFTE8",10.00
"20260301134800","MOSFTE8",9.60
"20260301134900","MOSFTE8",9.91
"20260301135000","MOSFTE8",9.92
"20260301135100","MOSFTE8",10.00
"20260301135200","MOSFTE8",10.00
"20260301135300","MOSFTE8",10.00
"20260301135400","MOSFTE8",9.94
"20260301135500","MOSFTE8",9.89
"20260301135600","MOSFTE8",9.48
"20260301135700","MOSFTE8",9.61
"20260301135800","MOSFTE8",10.00
"20260301135900","MOSFTE8",9.71
"20260301140000","MOSFTE8",9.65
"20260301140100","MOSFTE8",10.00
"20260301140200","MOSFTE8",9.75
"20260301140300","MOSFTE8",10.00
"20260301140400","MOSFTE8",9.91
"20260301140500","MOSFTE8",9.69
"20260301140600","MOSFTE8",9.95
"20260301140700","MOSFTE8",9.67
"20260301140800","MOSFTE8",9.33
"20260301140900","MOSFTE8",9.34
"20260301141000","MOSFTE8",9.82
"20260301141100","MOSFTE8",9.44
"20260301141200","MOSFTE8",9.81
"20260301141300","MOSFTE8",10.00
"20260301141400","MOSFTE8",9.60
"20260301141500","MOSFTE8",9.98
"20260301141600","MOSFTE8",9.68
"20260301141700","MOSFTE8",10.00
"20260301141800","MOSFTE8",9.45
"20260301141900","MOSFTE8",9.60
"20260301142000","MOSFTE8",9.81
"20260301142100","MOSFTE8",9.90
"20260301142200","MOSFTE8",9.87
"20260301142300","MOSFTE8",9.28
"20260301142400","MOSFTE8",9.74
"20260301142500","MOSFTE8",9.18
"20260301142600","MOSFTE8",9.80
"20260301142700","MOSFTE8",9.48
"20260301142800","MOSFTE8",9.55
"20260301142900","MOSFTE8",9.70
"20260301143000","MOSFTE8",9.45
"20260301143100","MOSFTE8",9.34
"20260301143200","MOSFTE8",9.16
"20260301143300","MOSFTE8",9.42
"20260301143400","MOSFTE8",8.98
"20260301143500","MOSFTE8",9.86
"20260301143600","MOSFTE8",9.25
"20260301143700","MOSFTE8",9.73
"20260301143800","MOSFTE8",9.36
"20260301143900","MOSFTE8",9.49
"20260301144000","MOSFTE8",9.16
"20260301144100","MOSFTE8",9.06
"20260301144200","MOSFTE8",9.39
"20260301144300","MOSFTE8",9.34
"20260301144400","MOSFTE8",9.12
"20260301144500","MOSFTE8",8.99
"20260301144600","MOSFTE8",9.46
"20260301144700","MOSFTE8",8.86
"20260301144800","MOSFTE8",9.18
"20260301144900","MOSFTE8",8.83
"20260301145000","MOSFTE8",8.43
"20260301145100","MOSFTE8",8.96
"20260301145200","MOSFTE8",9.21
"20260301145300","MOSFTE8",8.98
"20260301145400","MOSFTE8",8.74
"20260301145500","MOSFTE8",8.71
"20260301145600","MOSFTE8",9.13
"20260301145700","MOSFTE8",9.07
"20260301145800","MOSFTE8",9.15
"20260301145900","MOSFTE8",9.24
"20260301150000","MOSFTE8",9.16
"20260301150100","MOSFTE8",9.15
"20260301150200","MOSFTE8",9.18
"20260301150300","MOSFTE8",8.87
"20260301150400","MOSFTE8",8.50
"20260301150500","MOSFTE8",8.64
"20260301150600","MOSFTE8",8.63
"20260301150700","MOSFTE8",8.44
"20260301150800","MOSFTE8",8.78
"20260301150900","MOSFTE8",8.63
"20260301151000","MOSFTE8",8.33
"20260301151100","MOSFTE8",8.49
"20260301151200","MOSFTE8",8.88
"20260301151300","MOSFTE8",8.57
"20260301151400","MOSFTE8",8.45
"20260301151500","MOSFTE8",8.31
"20260301151600","MOSFTE8",8.30
"20260301151700","MOSFTE8",8.46
"20260301151800","MOSFTE8",8.47
"20260301151900","MOSFTE8",8.16
"20260301152000","MOSFTE8",8.59
"20260301152100","MOSFTE8",8.23
"20260301152200","MOSFTE8",8.44
"20260301152300","MOSFTE8",8.11
"20260301152400","MOSFTE8",8.51
"20260301152500","MOSFTE8",8.46
"20260301152600","MOSFTE8",8.45
"20260301152700","MOSFTE8",8.01
"20260301152800","MOSFTE8",7.86
"20260301152900","MOSFTE8",7.87
"20260301153000","MOSFTE8",8.60
"20260301153100","MOSFTE8",8.03
"20260301153200","MOSFTE8",7.52
"20260301153300","MOSFTE8",7.54
"20260301153400","MOSFTE8",7.61
"20260301153500","MOSFTE8",7.91
"20260301153600","MOSFTE8",8.07
"20260301153700","MOSFTE8",7.96
"20260301153800","MOSFTE8",7.90
"20260301153900","MOSFTE8",7.77
"20260301154000","MOSFTE8",7.89
"20260301154100","MOSFTE8",7.71
"20260301154200","MOSFTE8",7.53
"20260301154300","MOSFTE8",7.68
"20260301154400","MOSFTE8",7.92
"20260301154500","MOSFTE8",7.67
"20260301154600","MOSFTE8",7.75
"20260301154700","MOSFTE8",7.49
"20260301154800","MOSFTE8",7.31
"20260301154900","MOSFTE8",7.51
"20260301155000","MOSFTE8",7.23
"20260301155100","MOSFTE8",7.56
"20260301155200","MOSFTE8",7.22
"20260301155300","MOSFTE8",7.32
"20260301155400","MOSFTE8",7.15
"20260301155500","MOSFTE8",7.35
"20260301155600","MOSFTE8",7.38
"20260301155700","MOSFTE8",7.20
"20260301155800","MOSFTE8",6.89
"20260301155900","MOSFTE8",7.04
"20260301160000","MOSFTE8",6.88
"20260301160100","MOSFTE8",6.76
"20260301160200","MOSFTE8",7.11
"20260301160300","MOSFTE8",6.67
"20260301160400","MOSFTE8",6.85
"20260301160500","MOSFTE8",6.70
"20260301160600","MOSFTE8",6.85
"20260301160700","MOSFTE8",7.04
"20260301160800","MOSFTE8",6.54
"20260301160900","MOSFTE8",6.62
"20260301161000","MOSFTE8",6.38
"20260301161100","MOSFTE8",6.99
"20260301161200","MOSFTE8",6.12
"20260301161300","MOSFTE8",6.87
"20260301161400","MOSFTE8",6.35
"20260301161500","MOSFTE8",6.37
"20260301161600","MOSFTE8",6.65
"20260301161700","MOSFTE8",6.48
"20260301161800","MOSFTE8",6.42
"20260301161900","MOSFTE8",6.52
"20260301162000","MOSFTE8",6.71
"20260301162100","MOSFTE8",6.58
"20260301162200","MOSFTE8",6.19
"20260301162300","MOSFTE8",6.25
"20260301162400","MOSFTE8",6.41
"20260301162500","MOSFTE8",6.01
"20260301162600","MOSFTE8",6.06
"20260301162700","MOSFTE8",6.30
"20260301162800","MOSFTE8",6.74
"20260301162900","MOSFTE8",6.16
"20260301163000","MOSFTE8",6.37
"20260301163100","MOSFTE8",6.31
"20260301163200","MOSFTE8",5.60
"20260301163300","MOSFTE8",5.93
"20260301163400","MOSFTE8",5.66
"20260301163500","MOSFTE8",5.98
"20260301163600","MOSFTE8",5.69
"20260301163700","MOSFTE8",5.74
"20260301163800","MOSFTE8",5.97
"20260301163900","MOSFTE8",6.04
"20260301164000","MOSFTE8",5.45
"20260301164100","MOSFTE8",5.28
"20260301164200","MOSFTE8",5.76
"20260301164300","MOSFTE8",5.57
"20260301164400","MOSFTE8",5.33
"20260301164500","MOSFTE8",5.77
"20260301164600","MOSFTE8",5.59
"20260301164700","MOSFTE8",5.34
"20260301164800","MOSFTE8",5.65
"20260301164900","MOSFTE8",5.37
"20260301165000","MOSFTE8",5.07
"20260301165100","MOSFTE8",5.05
"20260301165200","MOSFTE8",5.42
"20260301165300","MOSFTE8",5.40
"20260301165400","MOSFTE8",5.79
"20260301165500","MOSFTE8",5.44
"20260301165600","MOSFTE8",4.90
"20260301165700","MOSFTE8",5.35
"20260301165800","MOSFTE8",5.51
"20260301165900","MOSFTE8",4.99
"20260301170000","MOSFTE8",4.78
"20260301170100","MOSFTE8",4.99
"20260301170200","MOSFTE8",5.24
"20260301170300","MOSFTE8",4.82
"20260301170400","MOSFTE8",4.59
"20260301170500","MOSFTE8",4.72
"20260301170600","MOSFTE8",4.82
"20260301170700","MOSFTE8",5.01
"20260301170800","MOSFTE8",4.56
"20260301170900","MOSFTE8",5.01
"20260301171000","MOSFTE8",4.44
"20260301171100","MOSFTE8",4.93
"20260301171200","MOSFTE8",4.82
"20260301171300","MOSFTE8",4.73
"20260301171400","MOSFTE8",4.54
