"datahora","objeto","valor","watts"
"20260301020000","SCDC2",0.21,2.57
"20260301020100","SCDC2",0.00,0.00
"20260301020200","SCDC2",0.34,4.08
"20260301020300","SCDC2",0.13,1.56
"20260301020400","SCDC2",0.29,3.48
"20260301020500","SCDC2",0.11,1.28
"20260301020600","SCDC2",0.00,0.00
"20260301020700","SCDC2",0.04,0.51
"20260301020800","SCDC2",0.00,0.00
"20260301020900","SCDC2",0.40,4.82
"20260301021000","SCDC2",0.54,6.51
"20260301021100","SCDC2",0.47,5.63
"20260301021200","SCDC2",0.46,5.52
"20260301021300","SCDC2",0.09,1.08
"20260301021400","SCDC2",0.00,0.00
"20260301021500","SCDC2",0.34,4.10
"20260301021600","SCDC2",0.49,5.90
"20260301021700","SCDC2",0.29,3.54
"20260301021800","SCDC2",0.13,1.52
"20260301021900","SCDC2",0.14,1.71
"20260301022000","SCDC2",0.00,0.00
"20260301022100","SCDC2",0.00,0.00
"20260301022200","SCDC2",0.54,6.53
"20260301022300","SCDC2",0.00,0.00
"20260301022400","SCDC2",0.11,1.29
"20260301022500","SCDC2",0.14,1.70
"20260301022600","SCDC2",0.21,2.50
"20260301022700","SCDC2",0.42,5.02
"20260301022800","SCDC2",0.37,4.47
"20260301022900","SCDC2",0.00,0.00
"20260301023000","SCDC2",0.00,0.00
"20260301023100","SCDC2",0.63,7.56
"20260301023200","SCDC2",0.19,2.26
"20260301023300","SCDC2",0.24,2.92
"20260301023400","SCDC2",0.37,4.44
"20260301023500","SCDC2",0.51,6.12
"20260301023600","SCDC2",0.34,4.08
"20260301023700","SCDC2",0.00,0.00
"20260301023800","SCDC2",0.29,3.42
"20260301023900","SCDC2",0.00,0.00
"20260301024000","SCDC2",0.89,10.64
"20260301024100","SCDC2",0.62,7.42
"20260301024200","SCDC2",0.65,7.79
"20260301024300","SCDC2",0.73,8.74
"20260301024400","SCDC2",0.10,1.16
"20260301024500","SCDC2",0.01,0.17
"20260301024600","SCDC2",0.40,4.78
"20260301024700","SCDC2",0.48,5.76
"20260301024800","SCDC2",0.00,0.01
"20260301024900","SCDC2",0.50,6.05
"20260301025000","SCDC2",0.35,4.19
"20260301025100","SCDC2",0.54,6.49
"20260301025200","SCDC2",0.00,0.00
"20260301025300","SCDC2",0.05,0.65
"20260301025400","SCDC2",0.38,4.50
"20260301025500","SCDC2",0.11,1.35
"20260301025600","SCDC2",0.42,5.10
"20260301025700","SCDC2",0.57,6.83
"20260301025800","SCDC2",0.39,4.70
"20260301025900","SCDC2",0.00,0.00
"20260301030000","SCDC2",0.72,8.69
"20260301030100","SCDC2",0.03,0.33
"20260301030200","SCDC2",0.00,0.00
"20260301030300","SCDC2",0.28,3.37
"20260301030400","SCDC2",0.00,0.00
"20260301030500","SCDC2",0.88,10.52
"20260301030600","SCDC2",0.00,0.04
"20260301030700","SCDC2",0.25,3.00
"20260301030800","SCDC2",0.39,4.66
"20260301030900","SCDC2",0.56,6.78
"20260301031000","SCDC2",0.38,4.59
"20260301031100","SCDC2",0.60,7.20
"20260301031200","SCDC2",0.48,5.71
"20260301031300","SCDC2",0.17,2.06
"20260301031400","SCDC2",0.51,6.06
"20260301031500","SCDC2",0.64,7.74
"20260301031600","SCDC2",0.24,2.91
"20260301031700","SCDC2",0.80,9.56
"20260301031800","SCDC2",0.65,7.76
"20260301031900","SCDC2",0.52,6.23
"20260301032000","SCDC2",1.02,12.19
"20260301032100","SCDC2",0.28,3.36
"20260301032200","SCDC2",0.56,6.69
"20260301032300","SCDC2",0.63,7.59
"20260301032400","SCDC2",0.21,2.57
"20260301032500","SCDC2",0.22,2.66
"20260301032600","SCDC2",0.67,8.08
"20260301032700","SCDC2",0.20,2.34
"20260301032800","SCDC2",0.00,0.02
"20260301032900","SCDC2",0.99,11.88
"20260301033000","SCDC2",0.31,3.69
"20260301033100","SCDC2",0.15,1.81
"20260301033200","SCDC2",0.45,5.46
"20260301033300","SCDC2",1.22,14.58
"20260301033400","SCDC2",0.00,0.00
"20260301033500","SCDC2",0.54,6.50
"20260301033600","SCDC2",1.12,13.41
"20260301033700","SCDC2",0.51,6.10
"20260301033800","SCDC2",0.86,10.32
"20260301033900","SCDC2",0.56,6.71
"20260301034000","SCDC2",0.49,5.88
"20260301034100","SCDC2",0.42,5.04
"20260301034200","SCDC2",0.51,6.12
"20260301034300","SCDC2",0.18,2.11
"20260301034400","SCDC2",0.00,0.00
"20260301034500","SCDC2",0.53,6.39
"20260301034600","SCDC2",0.83,9.95
"20260301034700","SCDC2",0.50,6.04
"20260301034800","SCDC2",0.64,7.68
"20260301034900","SCDC2",0.45,5.45
"20260301035000","SCDC2",1.32,15.82
"20260301035100","SCDC2",0.00,0.00
"20260301035200","SCDC2",0.57,6.90
"20260301035300","SCDC2",0.36,4.35
"20260301035400","SCDC2",0.63,7.62
"20260301035500","SCDC2",0.31,3.67
"20260301035600","SCDC2",0.64,7.70
"20260301035700","SCDC2",1.40,16.75
"20260301035800","SCDC2",0.30,3.58
"20260301035900","SCDC2",0.52,6.28
"20260301040000","SCDC2",0.23,2.72
"20260301040100","SCDC2",0.99,11.83
"20260301040200","SCDC2",0.64,7.71
"20260301040300","SCDC2",0.72,8.67
"20260301040400","SCDC2",0.29,3.52
"20260301040500","SCDC2",0.86,10.30
"20260301040600","SCDC2",0.83,9.96
"20260301040700","SCDC2",0.69,8.33
"20260301040800","SCDC2",0.83,9.93
"20260301040900","SCDC2",1.10,13.24
"20260301041000","SCDC2",0.52,6.27
"20260301041100","SCDC2",0.95,11.44
"20260301041200","SCDC2",0.24,2.88
"20260301041300","SCDC2",0.86,10.31
"20260301041400","SCDC2",0.98,11.70
"20260301041500","SCDC2",0.66,7.89
"20260301041600","SCDC2",0.66,7.88
"20260301041700","SCDC2",0.05,0.61
"20260301041800","SCDC2",0.40,4.80
"20260301041900","SCDC2",0.50,6.06
"20260301042000","SCDC2",0.74,8.83
"20260301042100","SCDC2",0.78,9.37
"20260301042200","SCDC2",0.41,4.94
"20260301042300","SCDC2",0.55,6.63
"20260301042400","SCDC2",0.34,4.13
"20260301042500","SCDC2",0.54,6.43
"20260301042600","SCDC2",0.58,6.92
"20260301042700","SCDC2",0.93,11.10
"20260301042800","SCDC2",1.31,15.75
"20260301042900","SCDC2",1.00,12.00
"20260301043000","SCDC2",0.72,8.69
"20260301043100","SCDC2",0.64,7.66
"20260301043200","SCDC2",1.09,13.05
"20260301043300","SCDC2",0.99,11.90
"20260301043400","SCDC2",0.89,10.70
"20260301043500","SCDC2",1.42,17.08
"20260301043600","SCDC2",0.82,9.85
"20260301043700","SCDC2",0.78,9.33
"20260301043800","SCDC2",1.22,14.63
"20260301043900","SCDC2",0.81,9.73
"20260301044000","SCDC2",1.41,16.96
"20260301044100","SCDC2",0.81,9.74
"20260301044200","SCDC2",0.79,9.54
"20260301044300","SCDC2",1.07,12.87
"20260301044400","SCDC2",0.92,11.09
"20260301044500","SCDC2",1.40,16.74
"20260301044600","SCDC2",1.12,13.45
"20260301044700","SCDC2",0.34,4.04
"20260301044800","SCDC2",1.03,12.38
"20260301044900","SCDC2",0.49,5.90
"20260301045000","SCDC2",0.38,4.61
"20260301045100","SCDC2",0.96,11.55
"20260301045200","SCDC2",0.77,9.18
"20260301045300","SCDC2",1.35,16.21
"20260301045400","SCDC2",0.42,5.05
"20260301045500","SCDC2",0.87,10.45
"20260301045600","SCDC2",1.13,13.55
"20260301045700","SCDC2",0.97,11.69
"20260301045800","SCDC2",1.21,14.50
"20260301045900","SCDC2",1.14,13.65
"20260301050000","SCDC2",0.86,10.34
"20260301050100","SCDC2",1.01,12.08
"20260301050200","SCDC2",0.74,8.85
"20260301050300","SCDC2",1.70,20.35
"20260301050400","SCDC2",0.55,6.56
"20260301050500","SCDC2",0.58,6.99
"20260301050600","SCDC2",1.34,16.13
"20260301050700","SCDC2",1.14,13.65
"20260301050800","SCDC2",1.06,12.69
"20260301050900","SCDC2",0.94,11.25
"20260301051000","SCDC2",0.91,10.97
"20260301051100","SCDC2",0.98,11.78
"20260301051200","SCDC2",1.33,16.00
"20260301051300","SCDC2",0.93,11.22
"20260301051400","SCDC2",1.17,14.03
"20260301051500","SCDC2",1.26,15.09
"20260301051600","SCDC2",0.65,7.75
"20260301051700","SCDC2",1.01,12.17
"20260301051800","SCDC2",1.79,21.47
"20260301051900","SCDC2",0.50,5.98
"20260301052000","SCDC2",1.27,15.27
"20260301052100","SCDC2",1.27,15.29
"20260301052200","SCDC2",0.83,9.95
"20260301052300","SCDC2",1.51,18.11
"20260301052400","SCDC2",0.64,7.71
"20260301052500","SCDC2",1.33,15.90
"20260301052600","SCDC2",1.92,23.00
"20260301052700","SCDC2",1.63,19.59
"20260301052800","SCDC2",1.44,17.26
"20260301052900","SCDC2",0.47,5.62
"20260301053000","SCDC2",1.36,16.35
"20260301053100","SCDC2",0.80,9.57
"20260301053200","SCDC2",1.42,17.04
"20260301053300","SCDC2",1.73,20.81
"20260301053400","SCDC2",1.81,21.74
"20260301053500","SCDC2",1.52,18.21
"20260301053600","SCDC2",1.62,19.43
"20260301053700","SCDC2",0.94,11.24
"20260301053800","SCDC2",0.91,10.86
"20260301053900","SCDC2",1.62,19.46
"20260301054000","SCDC2",1.48,17.79
"20260301054100","SCDC2",1.25,15.00
"20260301054200","SCDC2",2.05,24.65
"20260301054300","SCDC2",2.08,25.00
"20260301054400","SCDC2",1.42,17.06
"20260301054500","SCDC2",1.24,14.88
"20260301054600","SCDC2",2.23,26.72
"20260301054700","SCDC2",1.33,15.93
"20260301054800","SCDC2",1.83,22.02
"20260301054900","SCDC2",1.63,19.54
"20260301055000","SCDC2",1.43,17.13
"20260301055100","SCDC2",1.25,14.94
"20260301055200","SCDC2",1.61,19.28
"20260301055300","SCDC2",1.84,22.11
"20260301055400","SCDC2",1.45,17.35
"20260301055500","SCDC2",0.97,11.68
"20260301055600","SCDC2",2.63,31.53
"20260301055700","SCDC2",1.48,17.72
"20260301055800","SCDC2",1.84,22.10
"20260301055900","SCDC2",2.24,26.90
"20260301060000","SCDC2",1.25,15.01
"20260301060100","SCDC2",1.75,21.00
"20260301060200","SCDC2",1.34,16.12
"20260301060300","SCDC2",1.88,22.50
"20260301060400","SCDC2",1.66,19.95
"20260301060500","SCDC2",1.62,19.50
"20260301060600","SCDC2",1.91,22.88
"20260301060700","SCDC2",1.91,22.91
"20260301060800","SCDC2",1.87,22.44
"20260301060900","SCDC2",1.93,23.21
"20260301061000","SCDC2",2.87,34.44
"20260301061100","SCDC2",2.14,25.70
"20260301061200","SCDC2",1.87,22.46
"20260301061300","SCDC2",2.32,27.79
"20260301061400","SCDC2",1.75,20.97
"20260301061500","SCDC2",1.96,23.58
"20260301061600","SCDC2",1.94,23.33
"20260301061700","SCDC2",1.07,12.82
"20260301061800","SCDC2",1.98,23.78
"20260301061900","SCDC2",1.67,20.00
"20260301062000","SCDC2",1.82,21.80
"20260301062100","SCDC2",1.93,23.18
"20260301062200","SCDC2",1.43,17.10
"20260301062300","SCDC2",1.50,17.98
"20260301062400","SCDC2",1.88,22.51
"20260301062500","SCDC2",1.88,22.57
"20260301062600","SCDC2",2.40,28.85
"20260301062700","SCDC2",2.28,27.35
"20260301062800","SCDC2",2.50,30.02
"20260301062900","SCDC2",2.21,26.47
"20260301063000","SCDC2",2.43,29.19
"20260301063100","SCDC2",2.70,32.37
"20260301063200","SCDC2",2.81,33.73
"20260301063300","SCDC2",2.12,25.45
"20260301063400","SCDC2",2.47,29.58
"20260301063500","SCDC2",1.97,23.62
"20260301063600","SCDC2",2.38,28.53
"20260301063700","SCDC2",2.01,24.08
"20260301063800","SCDC2",2.16,25.91
"20260301063900","SCDC2",1.47,17.58
"20260301064000","SCDC2",1.90,22.76
"20260301064100","SCDC2",2.48,29.74
"20260301064200","SCDC2",2.16,25.91
"20260301064300","SCDC2",2.42,28.99
"20260301064400","SCDC2",2.52,30.25
"20260301064500","SCDC2",2.62,31.42
"20260301064600","SCDC2",2.12,25.42
"20260301064700","SCDC2",3.06,36.75
"20260301064800","SCDC2",2.22,26.68
"20260301064900","SCDC2",2.43,29.19
"20260301065000","SCDC2",2.43,29.20
"20260301065100","SCDC2",2.26,27.10
"20260301065200","SCDC2",2.73,32.79
"20260301065300","SCDC2",2.52,30.18
"20260301065400","SCDC2",2.23,26.79
"20260301065500","SCDC2",3.08,37.02
"20260301065600","SCDC2",2.97,35.69
"20260301065700","SCDC2",2.88,34.56
"20260301065800","SCDC2",2.66,31.93
"20260301065900","SCDC2",2.61,31.32
"20260301070000","SCDC2",2.11,25.29
"20260301070100","SCDC2",3.10,37.22
"20260301070200","SCDC2",2.28,27.35
"20260301070300","SCDC2",2.81,33.76
"20260301070400","SCDC2",3.11,37.28
"20260301070500","SCDC2",3.41,40.94
"20260301070600","SCDC2",3.27,39.24
"20260301070700","SCDC2",2.54,30.45
"20260301070800","SCDC2",2.49,29.83
"20260301070900","SCDC2",3.28,39.34
"20260301071000","SCDC2",3.02,36.26
"20260301071100","SCDC2",2.25,26.98
"20260301071200","SCDC2",3.74,44.87
"20260301071300","SCDC2",2.85,34.16
"20260301071400","SCDC2",3.11,37.26
"20260301071500","SCDC2",3.17,37.99
"20260301071600","SCDC2",2.56,30.77
"20260301071700","SCDC2",3.33,39.99
"20260301071800","SCDC2",2.70,32.45
"20260301071900","SCDC2",2.54,30.43
"20260301072000","SCDC2",3.32,39.85
"20260301072100","SCDC2",2.26,27.13
"20260301072200","SCDC2",2.92,35.01
"20260301072300","SCDC2",3.45,41.36
"20260301072400","SCDC2",3.45,41.43
"20260301072500","SCDC2",3.46,41.55
"20260301072600","SCDC2",3.57,42.83
"20260301072700","SCDC2",2.74,32.84
"20260301072800","SCDC2",3.33,40.01
"20260301072900","SCDC2",3.23,38.72
"20260301073000","SCDC2",3.05,36.63
"20260301073100","SCDC2",3.02,36.26
"20260301073200","SCDC2",3.50,41.98
"20260301073300","SCDC2",3.39,40.63
"20260301073400","SCDC2",3.16,37.89
"20260301073500","SCDC2",3.31,39.74
"20260301073600","SCDC2",3.43,41.11
"20260301073700","SCDC2",3.81,45.72
"20260301073800","SCDC2",3.48,41.73
"20260301073900","SCDC2",3.10,37.14
"20260301074000","SCDC2",3.15,37.76
"20260301074100","SCDC2",3.50,42.03
"20260301074200","SCDC2",3.63,43.51
"20260301074300","SCDC2",3.39,40.72
"20260301074400","SCDC2",3.61,43.30
"20260301074500","SCDC2",3.63,43.56
"20260301074600","SCDC2",3.30,39.54
"20260301074700","SCDC2",3.82,45.83
"20260301074800","SCDC2",3.73,44.81
"20260301074900","SCDC2",3.76,45.15
"20260301075000","SCDC2",3.40,40.81
"20260301075100","SCDC2",3.36,40.31
"20260301075200","SCDC2",3.97,47.69
"20260301075300","SCDC2",3.95,47.38
"20260301075400","SCDC2",3.91,46.93
"20260301075500","SCDC2",3.73,44.79
"20260301075600","SCDC2",3.28,39.31
"20260301075700","SCDC2",3.81,45.70
"20260301075800","SCDC2",3.91,46.91
"20260301075900","SCDC2",3.95,47.40
"20260301080000","SCDC2",3.53,42.37
"20260301080100","SCDC2",3.57,42.89
"20260301080200","SCDC2",3.46,41.58
"20260301080300","SCDC2",4.07,48.83
"20260301080400","SCDC2",3.81,45.67
"20260301080500","SCDC2",4.42,53.03
"20260301080600","SCDC2",3.88,46.58
"20260301080700","SCDC2",3.84,46.09
"20260301080800","SCDC2",3.92,47.06
"20260301080900","SCDC2",4.05,48.63
"20260301081000","SCDC2",3.84,46.07
"20260301081100","SCDC2",4.04,48.50
"20260301081200","SCDC2",4.15,49.75
"20260301081300","SCDC2",4.23,50.82
"20260301081400","SCDC2",4.20,50.38
"20260301081500","SCDC2",4.61,55.37
"20260301081600","SCDC2",4.56,54.67
"20260301081700","SCDC2",4.68,56.16
"20260301081800","SCDC2",4.34,52.12
"20260301081900","SCDC2",4.39,52.72
"20260301082000","SCDC2",4.19,50.25
"20260301082100","SCDC2",3.80,45.62
"20260301082200","SCDC2",4.37,52.39
"20260301082300","SCDC2",4.05,48.64
"20260301082400","SCDC2",4.49,53.90
"20260301082500","SCDC2",5.01,60.16
"20260301082600","SCDC2",5.06,60.68
"20260301082700","SCDC2",4.61,55.28
"20260301082800","SCDC2",4.71,56.51
"20260301082900","SCDC2",4.84,58.02
"20260301083000","SCDC2",4.34,52.05
"20260301083100","SCDC2",4.45,53.41
"20260301083200","SCDC2",4.83,57.90
"20260301083300","SCDC2",4.81,57.71
"20260301083400","SCDC2",4.45,53.39
"20260301083500","SCDC2",4.57,54.84
"20260301083600","SCDC2",4.99,59.84
"20260301083700","SCDC2",4.60,55.26
"20260301083800","SCDC2",4.97,59.70
"20260301083900","SCDC2",4.62,55.49
"20260301084000","SCDC2",4.77,57.28
"20260301084100","SCDC2",4.80,57.62
"20260301084200","SCDC2",4.40,52.84
"20260301084300","SCDC2",5.02,60.25
"20260301084400","SCDC2",5.03,60.38
"20260301084500","SCDC2",5.24,62.84
"20260301084600","SCDC2",5.07,60.87
"20260301084700","SCDC2",5.55,66.61
"20260301084800","SCDC2",4.69,56.31
"20260301084900","SCDC2",4.44,53.25
"20260301085000","SCDC2",5.04,60.47
"20260301085100","SCDC2",5.04,60.50
"20260301085200","SCDC2",4.74,56.94
"20260301085300","SCDC2",4.85,58.19
"20260301085400","SCDC2",4.85,58.21
"20260301085500","SCDC2",5.24,62.92
"20260301085600","SCDC2",5.58,66.95
"20260301085700","SCDC2",4.81,57.78
"20260301085800","SCDC2",5.51,66.17
"20260301085900","SCDC2",5.35,64.21
"20260301090000","SCDC2",4.82,57.86
"20260301090100","SCDC2",6.26,75.13
"20260301090200","SCDC2",5.03,60.39
"20260301090300","SCDC2",5.85,70.15
"20260301090400","SCDC2",5.38,64.60
"20260301090500","SCDC2",5.20,62.37
"20260301090600","SCDC2",4.80,57.66
"20260301090700","SCDC2",5.11,61.32
"20260301090800","SCDC2",4.95,59.35
"20260301090900","SCDC2",5.11,61.31
"20260301091000","SCDC2",5.66,67.94
"20260301091100","SCDC2",5.09,61.13
"20260301091200","SCDC2",5.47,65.67
"20260301091300","SCDC2",4.90,58.78
"20260301091400","SCDC2",5.49,65.86
"20260301091500","SCDC2",5.32,63.89
"20260301091600","SCDC2",5.56,66.73
"20260301091700","SCDC2",6.24,74.91
"20260301091800","SCDC2",5.77,69.27
"20260301091900","SCDC2",6.07,72.90
"20260301092000","SCDC2",6.03,72.41
"20260301092100","SCDC2",5.98,71.78
"20260301092200","SCDC2",5.98,71.73
"20260301092300","SCDC2",6.00,72.05
"20260301092400","SCDC2",5.97,71.64
"20260301092500","SCDC2",5.42,65.05
"20260301092600","SCDC2",6.10,73.19
"20260301092700","SCDC2",6.28,75.35
"20260301092800","SCDC2",5.78,69.36
"20260301092900","SCDC2",5.81,69.75
"20260301093000","SCDC2",6.25,75.04
"20260301093100","SCDC2",6.18,74.18
"20260301093200","SCDC2",6.28,75.40
"20260301093300","SCDC2",5.41,64.96
"20260301093400","SCDC2",6.31,75.69
"20260301093500","SCDC2",6.24,74.87
"20260301093600","SCDC2",6.77,81.18
"20260301093700","SCDC2",5.45,65.37
"20260301093800","SCDC2",6.19,74.28
"20260301093900","SCDC2",6.43,77.17
"20260301094000","SCDC2",6.45,77.36
"20260301094100","SCDC2",6.45,77.46
"20260301094200","SCDC2",5.89,70.66
"20260301094300","SCDC2",6.15,73.83
"20260301094400","SCDC2",6.65,79.76
"20260301094500","SCDC2",6.43,77.15
"20260301094600","SCDC2",5.84,70.09
"20260301094700","SCDC2",6.28,75.33
"20260301094800","SCDC2",6.16,73.92
"20260301094900","SCDC2",6.17,74.09
"20260301095000","SCDC2",6.76,81.15
"20260301095100","SCDC2",7.24,86.90
"20260301095200","SCDC2",6.44,77.30
"20260301095300","SCDC2",6.96,83.57
"20260301095400","SCDC2",6.88,82.50
"20260301095500","SCDC2",6.25,74.99
"20260301095600","SCDC2",6.10,73.20
"20260301095700","SCDC2",7.29,87.49
"20260301095800","SCDC2",6.81,81.71
"20260301095900","SCDC2",6.97,83.63
"20260301100000","SCDC2",6.91,82.94
"20260301100100","SCDC2",6.62,79.46
"20260301100200","SCDC2",7.09,85.05
"20260301100300","SCDC2",6.98,83.77
"20260301100400","SCDC2",6.71,80.53
"20260301100500","SCDC2",7.30,87.65
"20260301100600","SCDC2",8.01,96.09
"20260301100700","SCDC2",7.38,88.59
"20260301100800","SCDC2",7.08,84.94
"20260301100900","SCDC2",6.95,83.41
"20260301101000","SCDC2",6.61,79.31
"20260301101100","SCDC2",7.85,94.23
"20260301101200","SCDC2",7.12,85.42
"20260301101300","SCDC2",7.27,87.23
"20260301101400","SCDC2",7.10,85.24
"20260301101500","SCDC2",6.87,82.47
"20260301101600","SCDC2",7.44,89.26
"20260301101700","SCDC2",7.07,84.90
"20260301101800","SCDC2",7.40,88.79
"20260301101900","SCDC2",7.51,90.15
"20260301102000","SCDC2",7.48,89.80
"20260301102100","SCDC2",7.34,88.06
"20260301102200","SCDC2",7.20,86.42
"20260301102300","SCDC2",7.37,88.48
"20260301102400","SCDC2",7.01,84.11
"20260301102500","SCDC2",7.49,89.85
"20260301102600","SCDC2",7.44,89.30
"20260301102700","SCDC2",7.30,87.59
"20260301102800","SCDC2",7.28,87.42
"20260301102900","SCDC2",6.63,79.56
"20260301103000","SCDC2",7.48,89.71
"20260301103100","SCDC2",7.46,89.53
"20260301103200","SCDC2",7.75,92.96
"20260301103300","SCDC2",7.69,92.26
"20260301103400","SCDC2",7.62,91.44
"20260301103500","SCDC2",8.33,100.01
"20260301103600","SCDC2",8.44,101.24
"20260301103700","SCDC2",7.22,86.65
"20260301103800","SCDC2",7.96,95.49
"20260301103900","SCDC2",7.47,89.62
"20260301104000","SCDC2",7.29,87.47
"20260301104100","SCDC2",7.75,92.97
"20260301104200","SCDC2",7.66,91.87
"20260301104300","SCDC2",7.39,88.68
"20260301104400","SCDC2",7.43,89.20
"20260301104500","SCDC2",7.85,94.22
"20260301104600","SCDC2",7.86,94.30
"20260301104700","SCDC2",8.04,96.51
"20260301104800","SCDC2",7.90,94.79
"20260301104900","SCDC2",7.46,89.53
"20260301105000","SCDC2",8.19,98.29
"20260301105100","SCDC2",7.11,85.27
"20260301105200","SCDC2",8.52,102.25
"20260301105300","SCDC2",8.58,102.98
"20260301105400","SCDC2",7.97,95.68
"20260301105500","SCDC2",7.91,94.95
"20260301105600","SCDC2",7.59,91.14
"20260301105700","SCDC2",8.47,101.60
"20260301105800","SCDC2",8.50,102.05
"20260301105900","SCDC2",7.94,95.30
"20260301110000","SCDC2",7.93,95.17
"20260301110100","SCDC2",8.43,101.13
"20260301110200","SCDC2",8.39,100.68
"20260301110300","SCDC2",8.30,99.62
"20260301110400","SCDC2",8.80,105.65
