"datahora","objeto","valor","watts"
"20260301005400","SCDC4",0.00,0.00
"20260301005500","SCDC4",0.00,0.00
"20260301005600","SCDC4",0.43,5.16
"20260301005700","SCDC4",0.22,2.59
"20260301005800","SCDC4",0.00,0.00
"20260301005900","SCDC4",0.16,1.97
"20260301010000","SCDC4",0.00,0.00
"20260301010100","SCDC4",0.00,0.00
"20260301010200","SCDC4",0.00,0.00
"20260301010300","SCDC4",0.00,0.00
"20260301010400","SCDC4",0.15,1.85
"20260301010500","SCDC4",0.69,8.25
"20260301010600","SCDC4",0.36,4.37
"20260301010700","SCDC4",0.49,5.93
"20260301010800","SCDC4",0.00,0.00
"20260301010900","SCDC4",0.15,1.79
"20260301011000","SCDC4",0.00,0.00
"20260301011100","SCDC4",0.00,0.00
"20260301011200","SCDC4",0.00,0.00
"20260301011300","SCDC4",0.33,3.96
"20260301011400","SCDC4",0.25,3.05
"20260301011500","SCDC4",0.00,0.00
"20260301011600","SCDC4",0.18,2.21
"20260301011700","SCDC4",0.00,0.00
"20260301011800","SCDC4",0.00,0.00
"20260301011900","SCDC4",0.13,1.51
"20260301012000","SCDC4",0.00,0.00
"20260301012100","SCDC4",0.55,6.62
"20260301012200","SCDC4",0.09,1.03
"20260301012300","SCDC4",0.53,6.32
"20260301012400","SCDC4",0.11,1.30
"20260301012500","SCDC4",0.28,3.42
"20260301012600","SCDC4",0.20,2.45
"20260301012700","SCDC4",0.65,7.83
"20260301012800","SCDC4",0.00,0.00
"20260301012900","SCDC4",0.10,1.24
"20260301013000","SCDC4",0.00,0.00
"20260301013100","SCDC4",0.00,0.00
"20260301013200","SCDC4",0.72,8.61
"20260301013300","SCDC4",0.34,4.03
"20260301013400","SCDC4",0.28,3.32
"20260301013500","SCDC4",0.46,5.47
"20260301013600","SCDC4",0.00,0.00
"20260301013700","SCDC4",0.15,1.75
"20260301013800","SCDC4",0.00,0.00
"20260301013900","SCDC4",0.11,1.29
"20260301014000","SCDC4",0.42,5.04
"20260301014100","SCDC4",0.33,3.99
"20260301014200","SCDC4",0.31,3.66
"20260301014300","SCDC4",0.07,0.84
"20260301014400","SCDC4",0.86,10.35
"20260301014500","SCDC4",0.50,5.96
"20260301014600","SCDC4",0.09,1.11
"20260301014700","SCDC4",0.50,5.99
"20260301014800","SCDC4",0.13,1.62
"20260301014900","SCDC4",0.12,1.47
"20260301015000","SCDC4",0.02,0.28
"20260301015100","SCDC4",0.00,0.00
"20260301015200","SCDC4",0.40,4.79
"20260301015300","SCDC4",0.00,0.00
"20260301015400","SCDC4",0.14,1.66
"20260301015500","SCDC4",0.50,6.03
"20260301015600","SCDC4",0.00,0.00
"20260301015700","SCDC4",0.00,0.00
"20260301015800","SCDC4",0.39,4.72
"20260301015900","SCDC4",0.46,5.49
"20260301020000","SCDC4",0.06,0.68
"20260301020100","SCDC4",0.08,0.91
"20260301020200","SCDC4",0.75,9.03
"20260301020300","SCDC4",0.29,3.53
"20260301020400","SCDC4",0.65,7.84
"20260301020500","SCDC4",0.45,5.35
"20260301020600","SCDC4",0.32,3.89
"20260301020700","SCDC4",0.50,6.00
"20260301020800","SCDC4",0.17,1.98
"20260301020900","SCDC4",0.00,0.00
"20260301021000","SCDC4",0.00,0.00
"20260301021100","SCDC4",0.64,7.65
"20260301021200","SCDC4",0.00,0.00
"20260301021300","SCDC4",0.33,3.96
"20260301021400","SCDC4",0.04,0.44
"20260301021500","SCDC4",0.67,8.06
"20260301021600","SCDC4",0.00,0.00
"20260301021700","SCDC4",0.27,3.26
"20260301021800","SCDC4",0.00,0.00
"20260301021900","SCDC4",0.00,0.00
"20260301022000","SCDC4",0.25,3.04
"20260301022100","SCDC4",0.52,6.28
"20260301022200","SCDC4",0.23,2.82
"20260301022300","SCDC4",0.37,4.45
"20260301022400","SCDC4",0.18,2.13
"20260301022500","SCDC4",0.08,0.95
"20260301022600","SCDC4",0.27,3.22
"20260301022700","SCDC4",0.16,1.96
"20260301022800","SCDC4",0.00,0.00
"20260301022900","SCDC4",0.49,5.89
"20260301023000","SCDC4",0.34,4.05
"20260301023100","SCDC4",0.00,0.00
"20260301023200","SCDC4",1.14,13.70
"20260301023300","SCDC4",0.90,10.85
"20260301023400","SCDC4",0.63,7.60
"20260301023500","SCDC4",0.50,6.05
"20260301023600","SCDC4",0.05,0.55
"20260301023700","SCDC4",0.28,3.31
"20260301023800","SCDC4",0.46,5.54
"20260301023900","SCDC4",0.40,4.75
"20260301024000","SCDC4",0.16,1.92
"20260301024100","SCDC4",0.55,6.65
"20260301024200","SCDC4",0.39,4.66
"20260301024300","SCDC4",0.20,2.42
"20260301024400","SCDC4",0.00,0.00
"20260301024500","SCDC4",1.13,13.59
"20260301024600","SCDC4",0.77,9.19
"20260301024700","SCDC4",0.00,0.00
"20260301024800","SCDC4",0.27,3.20
"20260301024900","SCDC4",0.56,6.69
"20260301025000","SCDC4",0.17,2.10
"20260301025100","SCDC4",0.00,0.00
"20260301025200","SCDC4",0.52,6.19
"20260301025300","SCDC4",0.45,5.42
"20260301025400","SCDC4",0.00,0.00
"20260301025500","SCDC4",0.53,6.39
"20260301025600","SCDC4",0.71,8.47
"20260301025700","SCDC4",0.08,0.98
"20260301025800","SCDC4",0.52,6.23
"20260301025900","SCDC4",0.78,9.35
"20260301030000","SCDC4",0.63,7.58
"20260301030100","SCDC4",0.47,5.64
"20260301030200","SCDC4",0.46,5.46
"20260301030300","SCDC4",0.22,2.65
"20260301030400","SCDC4",0.00,0.00
"20260301030500","SCDC4",0.36,4.36
"20260301030600","SCDC4",0.62,7.50
"20260301030700","SCDC4",0.13,1.51
"20260301030800","SCDC4",0.00,0.00
"20260301030900","SCDC4",0.59,7.12
"20260301031000","SCDC4",0.00,0.00
"20260301031100","SCDC4",0.00,0.04
"20260301031200","SCDC4",0.16,1.89
"20260301031300","SCDC4",0.90,10.79
"20260301031400","SCDC4",0.32,3.81
"20260301031500","SCDC4",0.08,0.94
"20260301031600","SCDC4",0.14,1.63
"20260301031700","SCDC4",0.14,1.63
"20260301031800","SCDC4",0.72,8.61
"20260301031900","SCDC4",0.47,5.61
"20260301032000","SCDC4",0.03,0.35
"20260301032100","SCDC4",0.00,0.00
"20260301032200","SCDC4",1.01,12.14
"20260301032300","SCDC4",0.37,4.48
"20260301032400","SCDC4",0.00,0.00
"20260301032500","SCDC4",0.00,0.00
"20260301032600","SCDC4",0.36,4.33
"20260301032700","SCDC4",0.63,7.62
"20260301032800","SCDC4",0.12,1.40
"20260301032900","SCDC4",0.42,5.09
"20260301033000","SCDC4",0.32,3.84
"20260301033100","SCDC4",0.00,0.00
"20260301033200","SCDC4",1.01,12.10
"20260301033300","SCDC4",0.44,5.24
"20260301033400","SCDC4",0.43,5.20
"20260301033500","SCDC4",0.40,4.78
"20260301033600","SCDC4",0.32,3.89
"20260301033700","SCDC4",0.80,9.60
"20260301033800","SCDC4",0.44,5.32
"20260301033900","SCDC4",0.48,5.76
"20260301034000","SCDC4",0.04,0.43
"20260301034100","SCDC4",0.26,3.10
"20260301034200","SCDC4",0.00,0.00
"20260301034300","SCDC4",0.69,8.27
"20260301034400","SCDC4",0.32,3.79
"20260301034500","SCDC4",0.06,0.70
"20260301034600","SCDC4",0.52,6.29
"20260301034700","SCDC4",0.87,10.46
"20260301034800","SCDC4",0.83,10.01
"20260301034900","SCDC4",0.56,6.72
"20260301035000","SCDC4",0.08,0.95
"20260301035100","SCDC4",0.00,0.00
"20260301035200","SCDC4",0.03,0.40
"20260301035300","SCDC4",0.43,5.13
"20260301035400","SCDC4",0.00,0.00
"20260301035500","SCDC4",0.15,1.77
"20260301035600","SCDC4",0.54,6.50
"20260301035700","SCDC4",0.70,8.39
"20260301035800","SCDC4",0.83,9.98
"20260301035900","SCDC4",0.06,0.68
"20260301040000","SCDC4",0.47,5.68
"20260301040100","SCDC4",0.76,9.11
"20260301040200","SCDC4",1.07,12.79
"20260301040300","SCDC4",0.63,7.60
"20260301040400","SCDC4",0.57,6.81
"20260301040500","SCDC4",0.82,9.82
"20260301040600","SCDC4",0.00,0.00
"20260301040700","SCDC4",0.68,8.13
"20260301040800","SCDC4",1.17,14.10
"20260301040900","SCDC4",0.54,6.44
"20260301041000","SCDC4",0.80,9.65
"20260301041100","SCDC4",0.51,6.11
"20260301041200","SCDC4",1.00,12.05
"20260301041300","SCDC4",0.95,11.38
"20260301041400","SCDC4",0.77,9.21
"20260301041500","SCDC4",1.09,13.02
"20260301041600","SCDC4",1.32,15.84
"20260301041700","SCDC4",1.01,12.15
"20260301041800","SCDC4",0.27,3.27
"20260301041900","SCDC4",1.45,17.43
"20260301042000","SCDC4",0.60,7.22
"20260301042100","SCDC4",0.49,5.89
"20260301042200","SCDC4",0.56,6.71
"20260301042300","SCDC4",0.64,7.66
"20260301042400","SCDC4",1.05,12.59
"20260301042500","SCDC4",1.25,14.96
"20260301042600","SCDC4",0.87,10.47
"20260301042700","SCDC4",0.79,9.43
"20260301042800","SCDC4",0.94,11.27
"20260301042900","SCDC4",0.63,7.54
"20260301043000","SCDC4",0.80,9.61
"20260301043100","SCDC4",0.79,9.48
"20260301043200","SCDC4",0.99,11.89
"20260301043300","SCDC4",1.52,18.26
"20260301043400","SCDC4",0.68,8.14
"20260301043500","SCDC4",0.93,11.16
"20260301043600","SCDC4",0.89,10.69
"20260301043700","SCDC4",0.66,7.93
"20260301043800","SCDC4",1.56,18.76
"20260301043900","SCDC4",0.71,8.49
"20260301044000","SCDC4",0.98,11.71
"20260301044100","SCDC4",1.00,12.02
"20260301044200","SCDC4",1.71,20.53
"20260301044300","SCDC4",0.86,10.36
"20260301044400","SCDC4",0.46,5.48
"20260301044500","SCDC4",0.75,9.06
"20260301044600","SCDC4",0.95,11.40
"20260301044700","SCDC4",1.26,15.13
"20260301044800","SCDC4",1.10,13.18
"20260301044900","SCDC4",0.34,4.03
"20260301045000","SCDC4",0.88,10.58
"20260301045100","SCDC4",1.11,13.35
"20260301045200","SCDC4",1.17,14.07
"20260301045300","SCDC4",0.40,4.80
"20260301045400","SCDC4",0.83,9.97
"20260301045500","SCDC4",1.10,13.25
"20260301045600","SCDC4",0.99,11.90
"20260301045700","SCDC4",1.27,15.23
"20260301045800","SCDC4",1.41,16.95
"20260301045900","SCDC4",0.76,9.16
"20260301050000","SCDC4",1.40,16.75
"20260301050100","SCDC4",0.93,11.13
"20260301050200","SCDC4",0.49,5.84
"20260301050300","SCDC4",1.24,14.87
"20260301050400","SCDC4",1.11,13.33
"20260301050500","SCDC4",1.41,16.90
"20260301050600","SCDC4",1.28,15.36
"20260301050700","SCDC4",0.86,10.33
"20260301050800","SCDC4",1.22,14.69
"20260301050900","SCDC4",1.44,17.30
"20260301051000","SCDC4",0.93,11.21
"20260301051100","SCDC4",1.55,18.63
"20260301051200","SCDC4",1.36,16.29
"20260301051300","SCDC4",1.67,20.02
"20260301051400","SCDC4",1.11,13.35
"20260301051500","SCDC4",1.32,15.79
"20260301051600","SCDC4",1.65,19.77
"20260301051700","SCDC4",1.16,13.90
"20260301051800","SCDC4",1.27,15.22
"20260301051900","SCDC4",0.77,9.19
"20260301052000","SCDC4",1.37,16.40
"20260301052100","SCDC4",1.97,23.65
"20260301052200","SCDC4",0.78,9.33
"20260301052300","SCDC4",1.72,20.63
"20260301052400","SCDC4",1.08,12.93
"20260301052500","SCDC4",1.17,14.00
"20260301052600","SCDC4",1.45,17.44
"20260301052700","SCDC4",1.22,14.69
"20260301052800","SCDC4",1.48,17.81
"20260301052900","SCDC4",2.17,26.03
"20260301053000","SCDC4",1.06,12.74
"20260301053100","SCDC4",1.69,20.30
"20260301053200","SCDC4",1.57,18.87
"20260301053300","SCDC4",1.25,15.00
"20260301053400","SCDC4",1.80,21.61
"20260301053500","SCDC4",1.33,15.99
"20260301053600","SCDC4",1.20,14.35
"20260301053700","SCDC4",1.55,18.61
"20260301053800","SCDC4",1.79,21.53
"20260301053900","SCDC4",1.50,17.96
"20260301054000","SCDC4",1.53,18.40
"20260301054100","SCDC4",1.31,15.67
"20260301054200","SCDC4",1.19,14.24
"20260301054300","SCDC4",2.13,25.58
"20260301054400","SCDC4",1.52,18.26
"20260301054500","SCDC4",1.70,20.45
"20260301054600","SCDC4",2.01,24.12
"20260301054700","SCDC4",1.27,15.20
"20260301054800","SCDC4",2.20,26.41
"20260301054900","SCDC4",1.80,21.54
"20260301055000","SCDC4",2.03,24.38
"20260301055100","SCDC4",1.80,21.64
"20260301055200","SCDC4",1.57,18.86
"20260301055300","SCDC4",1.70,20.37
"20260301055400","SCDC4",1.28,15.41
"20260301055500","SCDC4",2.16,25.90
"20260301055600","SCDC4",2.25,26.95
"20260301055700","SCDC4",1.86,22.33
"20260301055800","SCDC4",1.81,21.73
"20260301055900","SCDC4",2.52,30.21
"20260301060000","SCDC4",1.42,17.07
"20260301060100","SCDC4",1.71,20.47
"20260301060200","SCDC4",1.76,21.11
"20260301060300","SCDC4",1.87,22.45
"20260301060400","SCDC4",1.94,23.33
"20260301060500","SCDC4",1.43,17.14
"20260301060600","SCDC4",1.66,19.91
"20260301060700","SCDC4",1.47,17.63
"20260301060800","SCDC4",1.09,13.12
"20260301060900","SCDC4",1.83,21.93
"20260301061000","SCDC4",1.93,23.12
"20260301061100","SCDC4",2.04,24.51
"20260301061200","SCDC4",2.43,29.21
"20260301061300","SCDC4",2.03,24.34
"20260301061400","SCDC4",2.58,30.92
"20260301061500","SCDC4",2.03,24.30
"20260301061600","SCDC4",2.25,27.01
"20260301061700","SCDC4",1.32,15.82
"20260301061800","SCDC4",2.09,25.07
"20260301061900","SCDC4",1.71,20.52
"20260301062000","SCDC4",1.73,20.74
"20260301062100","SCDC4",2.36,28.32
"20260301062200","SCDC4",2.61,31.37
"20260301062300","SCDC4",2.45,29.35
"20260301062400","SCDC4",1.78,21.33
"20260301062500","SCDC4",1.89,22.64
"20260301062600","SCDC4",2.10,25.25
"20260301062700","SCDC4",2.14,25.70
"20260301062800","SCDC4",1.85,22.26
"20260301062900","SCDC4",2.56,30.67
"20260301063000","SCDC4",2.51,30.06
"20260301063100","SCDC4",2.29,27.52
"20260301063200","SCDC4",2.12,25.50
"20260301063300","SCDC4",2.56,30.70
"20260301063400","SCDC4",1.80,21.55
"20260301063500","SCDC4",1.76,21.11
"20260301063600","SCDC4",2.32,27.88
"20260301063700","SCDC4",1.94,23.26
"20260301063800","SCDC4",2.34,28.07
"20260301063900","SCDC4",2.07,24.84
"20260301064000","SCDC4",2.11,25.34
"20260301064100","SCDC4",1.61,19.31
"20260301064200","SCDC4",2.84,34.09
"20260301064300","SCDC4",2.05,24.61
"20260301064400","SCDC4",1.69,20.32
"20260301064500","SCDC4",2.44,29.27
"20260301064600","SCDC4",1.73,20.82
"20260301064700","SCDC4",2.17,26.08
"20260301064800","SCDC4",2.35,28.20
"20260301064900","SCDC4",2.22,26.59
"20260301065000","SCDC4",2.91,34.96
"20260301065100","SCDC4",2.33,27.99
"20260301065200","SCDC4",2.32,27.88
"20260301065300","SCDC4",2.55,30.64
"20260301065400","SCDC4",2.93,35.14
"20260301065500","SCDC4",2.16,25.89
"20260301065600","SCDC4",2.56,30.75
"20260301065700","SCDC4",2.50,30.01
"20260301065800","SCDC4",2.73,32.74
"20260301065900","SCDC4",3.03,36.37
"20260301070000","SCDC4",2.83,33.93
"20260301070100","SCDC4",2.89,34.72
"20260301070200","SCDC4",2.92,35.01
"20260301070300","SCDC4",2.94,35.34
"20260301070400","SCDC4",3.10,37.22
"20260301070500","SCDC4",2.19,26.24
"20260301070600","SCDC4",3.30,39.57
"20260301070700","SCDC4",2.67,32.09
"20260301070800","SCDC4",2.98,35.75
"20260301070900","SCDC4",3.06,36.71
"20260301071000","SCDC4",2.61,31.32
"20260301071100","SCDC4",3.02,36.28
"20260301071200","SCDC4",2.16,25.96
"20260301071300","SCDC4",3.15,37.82
"20260301071400","SCDC4",3.62,43.45
"20260301071500","SCDC4",3.08,36.93
"20260301071600","SCDC4",3.21,38.52
"20260301071700","SCDC4",3.51,42.10
"20260301071800","SCDC4",2.76,33.09
"20260301071900","SCDC4",3.20,38.36
"20260301072000","SCDC4",2.21,26.48
"20260301072100","SCDC4",2.97,35.68
"20260301072200","SCDC4",3.07,36.79
"20260301072300","SCDC4",3.09,37.10
"20260301072400","SCDC4",3.63,43.61
"20260301072500","SCDC4",3.26,39.13
"20260301072600","SCDC4",3.36,40.36
"20260301072700","SCDC4",2.62,31.42
"20260301072800","SCDC4",3.29,39.51
"20260301072900","SCDC4",2.95,35.36
"20260301073000","SCDC4",2.97,35.67
"20260301073100","SCDC4",3.11,37.30
"20260301073200","SCDC4",3.46,41.51
"20260301073300","SCDC4",3.22,38.65
"20260301073400","SCDC4",3.02,36.28
"20260301073500","SCDC4",3.65,43.80
"20260301073600","SCDC4",2.99,35.91
"20260301073700","SCDC4",3.53,42.32
"20260301073800","SCDC4",3.31,39.77
"20260301073900","SCDC4",3.86,46.36
"20260301074000","SCDC4",3.27,39.22
"20260301074100","SCDC4",3.42,41.05
"20260301074200","SCDC4",3.29,39.53
"20260301074300","SCDC4",3.56,42.76
"20260301074400","SCDC4",3.31,39.73
"20260301074500","SCDC4",3.63,43.51
"20260301074600","SCDC4",3.93,47.16
"20260301074700","SCDC4",4.16,49.96
"20260301074800","SCDC4",2.76,33.16
"20260301074900","SCDC4",3.48,41.76
"20260301075000","SCDC4",4.32,51.83
"20260301075100","SCDC4",4.22,50.61
"20260301075200","SCDC4",4.26,51.15
"20260301075300","SCDC4",3.39,40.68
"20260301075400","SCDC4",3.52,42.25
"20260301075500","SCDC4",3.83,45.98
"20260301075600","SCDC4",3.49,41.84
"20260301075700","SCDC4",3.75,45.05
"20260301075800","SCDC4",3.98,47.72
"20260301075900","SCDC4",3.86,46.36
"20260301080000","SCDC4",3.48,41.73
"20260301080100","SCDC4",3.92,47.00
"20260301080200","SCDC4",4.46,53.52
"20260301080300","SCDC4",4.47,53.59
"20260301080400","SCDC4",3.64,43.73
"20260301080500","SCDC4",3.90,46.86
"20260301080600","SCDC4",4.34,52.08
"20260301080700","SCDC4",3.71,44.49
"20260301080800","SCDC4",3.92,46.98
"20260301080900","SCDC4",4.33,51.98
"20260301081000","SCDC4",3.83,46.01
"20260301081100","SCDC4",4.12,49.50
"20260301081200","SCDC4",3.97,47.66
"20260301081300","SCDC4",4.26,51.17
"20260301081400","SCDC4",4.04,48.50
"20260301081500","SCDC4",4.52,54.30
"20260301081600","SCDC4",5.06,60.77
"20260301081700","SCDC4",4.35,52.20
"20260301081800","SCDC4",4.12,49.39
"20260301081900","SCDC4",4.29,51.54
"20260301082000","SCDC4",4.35,52.16
"20260301082100","SCDC4",4.36,52.37
"20260301082200","SCDC4",4.28,51.33
"20260301082300","SCDC4",4.46,53.52
"20260301082400","SCDC4",4.67,56.01
"20260301082500","SCDC4",4.26,51.16
"20260301082600","SCDC4",4.27,51.26
"20260301082700","SCDC4",4.50,54.05
"20260301082800","SCDC4",4.31,51.66
"20260301082900","SCDC4",4.49,53.88
"20260301083000","SCDC4",4.02,48.22
"20260301083100","SCDC4",4.42,53.01
"20260301083200","SCDC4",4.86,58.29
"20260301083300","SCDC4",4.35,52.21
"20260301083400","SCDC4",4.39,52.68
"20260301083500","SCDC4",4.83,58.01
"20260301083600","SCDC4",5.27,63.26
"20260301083700","SCDC4",5.47,65.62
"20260301083800","SCDC4",5.47,65.66
"20260301083900","SCDC4",4.49,53.82
"20260301084000","SCDC4",4.54,54.47
"20260301084100","SCDC4",4.46,53.52
"20260301084200","SCDC4",4.90,58.81
"20260301084300","SCDC4",5.33,63.97
"20260301084400","SCDC4",4.76,57.10
"20260301084500","SCDC4",4.99,59.88
"20260301084600","SCDC4",4.83,57.94
"20260301084700","SCDC4",5.04,60.52
"20260301084800","SCDC4",4.86,58.34
"20260301084900","SCDC4",4.86,58.34
"20260301085000","SCDC4",4.63,55.50
"20260301085100","SCDC4",5.64,67.71
"20260301085200","SCDC4",6.02,72.22
"20260301085300","SCDC4",5.18,62.16
"20260301085400","SCDC4",5.45,65.35
"20260301085500","SCDC4",4.95,59.39
"20260301085600","SCDC4",5.11,61.27
"20260301085700","SCDC4",4.81,57.70
"20260301085800","SCDC4",5.09,61.13
"20260301085900","SCDC4",5.32,63.79
"20260301090000","SCDC4",5.36,64.32
"20260301090100","SCDC4",5.40,64.78
"20260301090200","SCDC4",5.10,61.19
"20260301090300","SCDC4",5.68,68.17
"20260301090400","SCDC4",5.30,63.63
"20260301090500","SCDC4",5.57,66.81
"20260301090600","SCDC4",5.76,69.16
"20260301090700","SCDC4",6.15,73.82
"20260301090800","SCDC4",5.99,71.88
"20260301090900","SCDC4",5.50,66.03
"20260301091000","SCDC4",5.28,63.34
"20260301091100","SCDC4",5.68,68.15
"20260301091200","SCDC4",5.59,67.07
"20260301091300","SCDC4",5.88,70.54
"20260301091400","SCDC4",6.12,73.40
"20260301091500","SCDC4",5.85,70.24
"20260301091600","SCDC4",5.80,69.55
"20260301091700","SCDC4",6.21,74.56
"20260301091800","SCDC4",5.94,71.24
"20260301091900","SCDC4",5.61,67.31
"20260301092000","SCDC4",5.79,69.46
"20260301092100","SCDC4",5.92,71.04
"20260301092200","SCDC4",5.88,70.62
"20260301092300","SCDC4",6.35,76.23
"20260301092400","SCDC4",5.34,64.04
"20260301092500","SCDC4",6.60,79.21
"20260301092600","SCDC4",6.24,74.88
"20260301092700","SCDC4",6.42,77.03
"20260301092800","SCDC4",5.63,67.55
"20260301092900","SCDC4",6.10,73.15
"20260301093000","SCDC4",6.03,72.40
"20260301093100","SCDC4",5.89,70.68
"20260301093200","SCDC4",5.54,66.47
"20260301093300","SCDC4",5.92,71.01
"20260301093400","SCDC4",6.36,76.34
"20260301093500","SCDC4",5.76,69.11
"20260301093600","SCDC4",5.83,69.93
"20260301093700","SCDC4",6.84,82.10
"20260301093800","SCDC4",6.46,77.53
"20260301093900","SCDC4",6.20,74.39
"20260301094000","SCDC4",6.74,80.90
"20260301094100","SCDC4",6.32,75.79
"20260301094200","SCDC4",6.76,81.12
"20260301094300","SCDC4",5.91,70.87
"20260301094400","SCDC4",6.24,74.85
"20260301094500","SCDC4",6.74,80.93
"20260301094600","SCDC4",6.17,74.09
"20260301094700","SCDC4",6.90,82.78
"20260301094800","SCDC4",7.01,84.10
"20260301094900","SCDC4",6.37,76.46
"20260301095000","SCDC4",6.46,77.54
"20260301095100","SCDC4",6.79,81.53
"20260301095200","SCDC4",6.08,72.90
"20260301095300","SCDC4",6.52,78.21
"20260301095400","SCDC4",6.42,77.01
"20260301095500","SCDC4",6.65,79.83
"20260301095600","SCDC4",6.48,77.77
"20260301095700","SCDC4",6.72,80.70
"20260301095800","SCDC4",6.42,76.99
"20260301095900","SCDC4",6.89,82.71
"20260301100000","SCDC4",6.43,77.14
"20260301100100","SCDC4",6.48,77.77
"20260301100200","SCDC4",6.87,82.41
"20260301100300","SCDC4",7.12,85.47
"20260301100400","SCDC4",6.81,81.77
"20260301100500","SCDC4",7.42,89.03
"20260301100600","SCDC4",7.16,85.90
"20260301100700","SCDC4",6.95,83.44
"20260301100800","SCDC4",6.67,80.08
"20260301100900","SCDC4",6.72,80.69
"20260301101000","SCDC4",7.15,85.84
"20260301101100","SCDC4",6.83,82.01
"20260301101200","SCDC4",7.01,84.09
"20260301101300","SCDC4",6.76,81.10
"20260301101400","SCDC4",6.67,80.01
"20260301101500","SCDC4",6.74,80.88
"20260301101600","SCDC4",7.05,84.62
"20260301101700","SCDC4",7.59,91.09
"20260301101800","SCDC4",7.35,88.22
"20260301101900","SCDC4",7.46,89.47
"20260301102000","SCDC4",7.07,84.87
"20260301102100","SCDC4",6.85,82.18
"20260301102200","SCDC4",7.48,89.81
"20260301102300","SCDC4",8.43,101.21
"20260301102400","SCDC4",7.54,90.47
"20260301102500","SCDC4",7.56,90.76
"20260301102600","SCDC4",7.33,88.02
"20260301102700","SCDC4",7.34,88.11
"20260301102800","SCDC4",8.23,98.75
"20260301102900","SCDC4",7.69,92.34
"20260301103000","SCDC4",7.28,87.31
"20260301103100","SCDC4",7.45,89.36
"20260301103200","SCDC4",7.66,91.90
"20260301103300","SCDC4",7.77,93.24
"20260301103400","SCDC4",7.86,94.36
"20260301103500","SCDC4",7.72,92.68
"20260301103600","SCDC4",7.68,92.21
"20260301103700","SCDC4",7.88,94.56
"20260301103800","SCDC4",7.30,87.62
"20260301103900","SCDC4",7.59,91.04
"20260301104000","SCDC4",7.93,95.12
"20260301104100","SCDC4",7.52,90.24
"20260301104200","SCDC4",8.24,98.87
"20260301104300","SCDC4",8.05,96.56
"20260301104400","SCDC4",7.49,89.89
"20260301104500","SCDC4",8.12,97.42
"20260301104600","SCDC4",7.63,91.59
"20260301104700","SCDC4",8.12,97.41
"20260301104800","SCDC4",7.63,91.56
"20260301104900","SCDC4",7.98,95.78
"20260301105000","SCDC4",7.71,92.57
"20260301105100","SCDC4",8.50,102.05
"20260301105200","SCDC4",8.68,104.11
"20260301105300","SCDC4",7.70,92.42
"20260301105400","SCDC4",8.27,99.18
"20260301105500","SCDC4",7.95,95.41
"20260301105600","SCDC4",8.38,100.59
"20260301105700","SCDC4",8.53,102.33
"20260301105800","SCDC4",7.95,95.35
"20260301105900","SCDC4",8.21,98.57
"20260301110000","SCDC4",8.79,105.43
"20260301110100","SCDC4",7.89,94.63
"20260301110200","SCDC4",8.41,100.95
"20260301110300","SCDC4",8.49,101.89
"20260301110400","SCDC4",8.35,100.15
