"datahora","objeto","valor","watts"
"20260301024500","SCDC3",0.53,6.42
"20260301024600","SCDC3",0.00,0.00
"20260301024700","SCDC3",0.57,6.83
"20260301024800","SCDC3",0.51,6.07
"20260301024900","SCDC3",0.17,2.08
"20260301025000","SCDC3",1.01,12.15
"20260301025100","SCDC3",0.04,0.48
"20260301025200","SCDC3",0.19,2.31
"20260301025300","SCDC3",0.88,10.60
"20260301025400","SCDC3",0.30,3.62
"20260301025500","SCDC3",0.58,6.97
"20260301025600","SCDC3",0.00,0.00
"20260301025700","SCDC3",0.65,7.78
"20260301025800","SCDC3",0.20,2.39
"20260301025900","SCDC3",0.77,9.27
"20260301030000","SCDC3",0.91,10.95
"20260301030100","SCDC3",0.07,0.87
"20260301030200","SCDC3",0.00,0.00
"20260301030300","SCDC3",0.64,7.67
"20260301030400","SCDC3",0.03,0.35
"20260301030500","SCDC3",0.51,6.07
"20260301030600","SCDC3",0.55,6.58
"20260301030700","SCDC3",0.00,0.00
"20260301030800","SCDC3",0.52,6.25
"20260301030900","SCDC3",0.91,10.95
"20260301031000","SCDC3",0.34,4.09
"20260301031100","SCDC3",1.24,14.84
"20260301031200","SCDC3",0.00,0.00
"20260301031300","SCDC3",0.62,7.40
"20260301031400","SCDC3",0.56,6.73
"20260301031500","SCDC3",0.54,6.44
"20260301031600","SCDC3",1.23,14.79
"20260301031700","SCDC3",0.00,0.00
"20260301031800","SCDC3",0.18,2.20
"20260301031900","SCDC3",0.34,4.12
"20260301032000","SCDC3",0.62,7.48
"20260301032100","SCDC3",0.00,0.00
"20260301032200","SCDC3",0.78,9.38
"20260301032300","SCDC3",0.37,4.48
"20260301032400","SCDC3",0.00,0.00
"20260301032500","SCDC3",0.00,0.00
"20260301032600","SCDC3",0.37,4.38
"20260301032700","SCDC3",0.00,0.00
"20260301032800","SCDC3",0.82,9.81
"20260301032900","SCDC3",0.33,3.90
"20260301033000","SCDC3",1.14,13.74
"20260301033100","SCDC3",0.61,7.27
"20260301033200","SCDC3",0.00,0.00
"20260301033300","SCDC3",0.40,4.83
"20260301033400","SCDC3",1.12,13.39
"20260301033500","SCDC3",0.48,5.72
"20260301033600","SCDC3",0.20,2.45
"20260301033700","SCDC3",0.31,3.72
"20260301033800","SCDC3",0.47,5.69
"20260301033900","SCDC3",0.76,9.13
"20260301034000","SCDC3",0.20,2.34
"20260301034100","SCDC3",1.29,15.52
"20260301034200","SCDC3",0.49,5.83
"20260301034300","SCDC3",0.59,7.10
"20260301034400","SCDC3",0.97,11.61
"20260301034500","SCDC3",0.39,4.73
"20260301034600","SCDC3",0.00,0.00
"20260301034700","SCDC3",0.82,9.82
"20260301034800","SCDC3",0.46,5.54
"20260301034900","SCDC3",0.26,3.13
"20260301035000","SCDC3",0.21,2.58
"20260301035100","SCDC3",0.53,6.33
"20260301035200","SCDC3",0.54,6.46
"20260301035300","SCDC3",0.14,1.73
"20260301035400","SCDC3",0.06,0.74
"20260301035500","SCDC3",1.07,12.88
"20260301035600","SCDC3",0.46,5.55
"20260301035700","SCDC3",0.31,3.77
"20260301035800","SCDC3",0.41,4.90
"20260301035900","SCDC3",0.70,8.45
"20260301040000","SCDC3",0.50,5.99
"20260301040100","SCDC3",0.51,6.10
"20260301040200","SCDC3",0.18,2.18
"20260301040300","SCDC3",0.60,7.15
"20260301040400","SCDC3",0.79,9.47
"20260301040500","SCDC3",0.50,6.02
"20260301040600","SCDC3",0.51,6.12
"20260301040700","SCDC3",0.59,7.04
"20260301040800","SCDC3",0.24,2.90
"20260301040900","SCDC3",0.70,8.35
"20260301041000","SCDC3",1.13,13.59
"20260301041100","SCDC3",1.06,12.68
"20260301041200","SCDC3",0.40,4.76
"20260301041300","SCDC3",1.13,13.60
"20260301041400","SCDC3",0.15,1.86
"20260301041500","SCDC3",0.43,5.11
"20260301041600","SCDC3",0.70,8.39
"20260301041700","SCDC3",1.49,17.93
"20260301041800","SCDC3",1.13,13.54
"20260301041900","SCDC3",0.96,11.54
"20260301042000","SCDC3",0.55,6.60
"20260301042100","SCDC3",0.57,6.83
"20260301042200","SCDC3",0.48,5.79
"20260301042300","SCDC3",1.12,13.43
"20260301042400","SCDC3",0.68,8.18
"20260301042500","SCDC3",0.59,7.05
"20260301042600","SCDC3",0.00,0.00
"20260301042700","SCDC3",0.83,10.01
"20260301042800","SCDC3",0.60,7.23
"20260301042900","SCDC3",0.96,11.54
"20260301043000","SCDC3",0.26,3.09
"20260301043100","SCDC3",0.68,8.14
"20260301043200","SCDC3",0.90,10.81
"20260301043300","SCDC3",0.64,7.67
"20260301043400","SCDC3",0.30,3.59
"20260301043500","SCDC3",0.82,9.83
"20260301043600","SCDC3",0.71,8.48
"20260301043700","SCDC3",1.12,13.47
"20260301043800","SCDC3",0.95,11.35
"20260301043900","SCDC3",0.59,7.10
"20260301044000","SCDC3",0.91,10.92
"20260301044100","SCDC3",1.17,14.01
"20260301044200","SCDC3",0.94,11.27
"20260301044300","SCDC3",1.24,14.84
"20260301044400","SCDC3",1.03,12.39
"20260301044500","SCDC3",1.53,18.39
"20260301044600","SCDC3",1.21,14.55
"20260301044700","SCDC3",1.59,19.07
"20260301044800","SCDC3",0.55,6.55
"20260301044900","SCDC3",1.27,15.22
"20260301045000","SCDC3",0.32,3.88
"20260301045100","SCDC3",0.59,7.03
"20260301045200","SCDC3",0.66,7.92
"20260301045300","SCDC3",1.17,14.08
"20260301045400","SCDC3",0.78,9.33
"20260301045500","SCDC3",1.06,12.75
"20260301045600","SCDC3",0.72,8.59
"20260301045700","SCDC3",1.06,12.69
"20260301045800","SCDC3",0.50,6.00
"20260301045900","SCDC3",0.56,6.67
"20260301050000","SCDC3",1.10,13.25
"20260301050100","SCDC3",1.18,14.14
"20260301050200","SCDC3",1.44,17.27
"20260301050300","SCDC3",1.43,17.13
"20260301050400","SCDC3",1.39,16.64
"20260301050500","SCDC3",1.15,13.79
"20260301050600","SCDC3",0.54,6.45
"20260301050700","SCDC3",1.52,18.29
"20260301050800","SCDC3",0.61,7.31
"20260301050900","SCDC3",0.99,11.86
"20260301051000","SCDC3",1.14,13.64
"20260301051100","SCDC3",0.61,7.27
"20260301051200","SCDC3",0.79,9.47
"20260301051300","SCDC3",1.75,20.94
"20260301051400","SCDC3",0.81,9.74
"20260301051500","SCDC3",1.15,13.76
"20260301051600","SCDC3",0.91,10.89
"20260301051700","SCDC3",0.94,11.29
"20260301051800","SCDC3",1.80,21.56
"20260301051900","SCDC3",1.56,18.72
"20260301052000","SCDC3",1.68,20.16
"20260301052100","SCDC3",1.37,16.40
"20260301052200","SCDC3",1.49,17.84
"20260301052300","SCDC3",1.18,14.12
"20260301052400","SCDC3",0.48,5.72
"20260301052500","SCDC3",1.21,14.48
"20260301052600","SCDC3",1.22,14.65
"20260301052700","SCDC3",1.40,16.78
"20260301052800","SCDC3",1.12,13.43
"20260301052900","SCDC3",1.09,13.11
"20260301053000","SCDC3",0.83,9.98
"20260301053100","SCDC3",0.57,6.86
"20260301053200","SCDC3",0.92,11.00
"20260301053300","SCDC3",0.90,10.75
"20260301053400","SCDC3",1.76,21.14
"20260301053500","SCDC3",1.15,13.77
"20260301053600","SCDC3",1.04,12.45
"20260301053700","SCDC3",1.28,15.36
"20260301053800","SCDC3",1.34,16.07
"20260301053900","SCDC3",1.28,15.37
"20260301054000","SCDC3",1.92,23.07
"20260301054100","SCDC3",1.51,18.15
"20260301054200","SCDC3",0.61,7.29
"20260301054300","SCDC3",1.42,17.05
"20260301054400","SCDC3",1.47,17.70
"20260301054500","SCDC3",2.14,25.66
"20260301054600","SCDC3",0.70,8.37
"20260301054700","SCDC3",1.26,15.17
"20260301054800","SCDC3",2.02,24.22
"20260301054900","SCDC3",1.87,22.49
"20260301055000","SCDC3",2.15,25.85
"20260301055100","SCDC3",1.55,18.60
"20260301055200","SCDC3",1.40,16.81
"20260301055300","SCDC3",1.77,21.27
"20260301055400","SCDC3",1.43,17.22
"20260301055500","SCDC3",2.02,24.20
"20260301055600","SCDC3",1.91,22.90
"20260301055700","SCDC3",1.59,19.08
"20260301055800","SCDC3",1.56,18.71
"20260301055900","SCDC3",1.89,22.72
"20260301060000","SCDC3",1.70,20.36
"20260301060100","SCDC3",1.52,18.24
"20260301060200","SCDC3",1.23,14.75
"20260301060300","SCDC3",1.90,22.85
"20260301060400","SCDC3",1.84,22.13
"20260301060500","SCDC3",1.34,16.07
"20260301060600","SCDC3",1.89,22.74
"20260301060700","SCDC3",1.99,23.89
"20260301060800","SCDC3",2.51,30.07
"20260301060900","SCDC3",1.58,18.91
"20260301061000","SCDC3",1.99,23.83
"20260301061100","SCDC3",1.96,23.49
"20260301061200","SCDC3",2.31,27.71
"20260301061300","SCDC3",1.72,20.59
"20260301061400","SCDC3",2.06,24.69
"20260301061500","SCDC3",2.38,28.54
"20260301061600","SCDC3",1.71,20.50
"20260301061700","SCDC3",2.27,27.25
"20260301061800","SCDC3",1.70,20.46
"20260301061900","SCDC3",1.71,20.58
"20260301062000","SCDC3",2.50,30.04
"20260301062100","SCDC3",1.86,22.32
"20260301062200","SCDC3",1.46,17.51
"20260301062300","SCDC3",1.87,22.45
"20260301062400","SCDC3",2.38,28.61
"20260301062500","SCDC3",2.11,25.36
"20260301062600","SCDC3",1.19,14.29
"20260301062700","SCDC3",2.33,27.98
"20260301062800","SCDC3",2.30,27.64
"20260301062900","SCDC3",2.20,26.39
"20260301063000","SCDC3",1.93,23.15
"20260301063100","SCDC3",1.92,23.06
"20260301063200","SCDC3",2.48,29.80
"20260301063300","SCDC3",2.48,29.79
"20260301063400","SCDC3",2.05,24.58
"20260301063500","SCDC3",1.88,22.56
"20260301063600","SCDC3",2.04,24.50
"20260301063700","SCDC3",2.37,28.41
"20260301063800","SCDC3",2.73,32.79
"20260301063900","SCDC3",2.78,33.36
"20260301064000","SCDC3",2.75,33.01
"20260301064100","SCDC3",2.90,34.83
"20260301064200","SCDC3",1.90,22.80
"20260301064300","SCDC3",3.06,36.68
"20260301064400","SCDC3",2.81,33.76
"20260301064500","SCDC3",2.32,27.86
"20260301064600","SCDC3",2.45,29.42
"20260301064700","SCDC3",2.32,27.86
"20260301064800","SCDC3",2.47,29.70
"20260301064900","SCDC3",2.49,29.87
"20260301065000","SCDC3",2.42,28.99
"20260301065100","SCDC3",2.59,31.04
"20260301065200","SCDC3",1.96,23.50
"20260301065300","SCDC3",2.85,34.15
"20260301065400","SCDC3",2.51,30.10
"20260301065500","SCDC3",3.00,35.99
"20260301065600","SCDC3",2.24,26.84
"20260301065700","SCDC3",3.12,37.43
"20260301065800","SCDC3",2.68,32.13
"20260301065900","SCDC3",2.59,31.07
"20260301070000","SCDC3",2.38,28.51
"20260301070100","SCDC3",2.61,31.31
"20260301070200","SCDC3",3.26,39.09
"20260301070300","SCDC3",2.42,29.06
"20260301070400","SCDC3",2.52,30.19
"20260301070500","SCDC3",2.72,32.65
"20260301070600","SCDC3",2.61,31.33
"20260301070700","SCDC3",2.78,33.36
"20260301070800","SCDC3",2.58,30.91
"20260301070900","SCDC3",2.69,32.27
"20260301071000","SCDC3",2.88,34.52
"20260301071100","SCDC3",3.10,37.23
"20260301071200","SCDC3",2.52,30.27
"20260301071300","SCDC3",2.73,32.74
"20260301071400","SCDC3",2.76,33.07
"20260301071500","SCDC3",3.66,43.96
"20260301071600","SCDC3",2.35,28.15
"20260301071700","SCDC3",3.00,36.05
"20260301071800","SCDC3",3.59,43.08
"20260301071900","SCDC3",3.34,40.07
"20260301072000","SCDC3",2.91,34.91
"20260301072100","SCDC3",2.86,34.27
"20260301072200","SCDC3",3.37,40.41
"20260301072300","SCDC3",3.08,36.91
"20260301072400","SCDC3",3.11,37.38
"20260301072500","SCDC3",2.92,35.08
"20260301072600","SCDC3",2.78,33.34
"20260301072700","SCDC3",3.39,40.68
"20260301072800","SCDC3",3.32,39.89
"20260301072900","SCDC3",3.52,42.25
"20260301073000","SCDC3",2.84,34.06
"20260301073100","SCDC3",3.62,43.39
"20260301073200","SCDC3",3.33,39.95
"20260301073300","SCDC3",2.85,34.18
"20260301073400","SCDC3",3.58,42.97
"20260301073500","SCDC3",3.00,36.03
"20260301073600","SCDC3",3.23,38.73
"20260301073700","SCDC3",2.93,35.16
"20260301073800","SCDC3",3.42,41.02
"20260301073900","SCDC3",3.84,46.11
"20260301074000","SCDC3",3.68,44.17
"20260301074100","SCDC3",3.06,36.72
"20260301074200","SCDC3",4.01,48.15
"20260301074300","SCDC3",3.72,44.63
"20260301074400","SCDC3",3.61,43.33
"20260301074500","SCDC3",3.79,45.51
"20260301074600","SCDC3",3.25,39.01
"20260301074700","SCDC3",3.39,40.69
"20260301074800","SCDC3",3.01,36.10
"20260301074900","SCDC3",3.84,46.08
"20260301075000","SCDC3",3.93,47.19
"20260301075100","SCDC3",3.67,44.04
"20260301075200","SCDC3",3.73,44.78
"20260301075300","SCDC3",3.61,43.31
"20260301075400","SCDC3",3.67,44.08
"20260301075500","SCDC3",3.95,47.37
"20260301075600","SCDC3",4.42,53.01
"20260301075700","SCDC3",3.97,47.64
"20260301075800","SCDC3",4.05,48.57
"20260301075900","SCDC3",4.12,49.42
"20260301080000","SCDC3",4.09,49.11
"20260301080100","SCDC3",2.97,35.69
"20260301080200","SCDC3",3.50,42.02
"20260301080300","SCDC3",4.14,49.66
"20260301080400","SCDC3",3.74,44.83
"20260301080500","SCDC3",3.74,44.90
"20260301080600","SCDC3",3.94,47.24
"20260301080700","SCDC3",4.92,59.08
"20260301080800","SCDC3",3.83,45.96
"20260301080900","SCDC3",4.30,51.61
"20260301081000","SCDC3",4.18,50.12
"20260301081100","SCDC3",4.37,52.39
"20260301081200","SCDC3",4.27,51.23
"20260301081300","SCDC3",3.84,46.04
"20260301081400","SCDC3",3.93,47.21
"20260301081500","SCDC3",4.02,48.22
"20260301081600","SCDC3",4.80,57.59
"20260301081700","SCDC3",4.64,55.68
"20260301081800","SCDC3",4.22,50.61
"20260301081900","SCDC3",3.54,42.52
"20260301082000","SCDC3",3.98,47.80
"20260301082100","SCDC3",3.80,45.58
"20260301082200","SCDC3",4.60,55.14
"20260301082300","SCDC3",4.29,51.47
"20260301082400","SCDC3",4.76,57.18
"20260301082500","SCDC3",3.99,47.91
"20260301082600","SCDC3",4.04,48.49
"20260301082700","SCDC3",4.40,52.81
"20260301082800","SCDC3",4.92,59.09
"20260301082900","SCDC3",4.51,54.12
"20260301083000","SCDC3",4.31,51.73
"20260301083100","SCDC3",5.04,60.49
"20260301083200","SCDC3",4.57,54.82
"20260301083300","SCDC3",4.86,58.33
"20260301083400","SCDC3",4.70,56.42
"20260301083500","SCDC3",5.18,62.14
"20260301083600","SCDC3",4.72,56.66
"20260301083700","SCDC3",4.97,59.66
"20260301083800","SCDC3",4.07,48.82
"20260301083900","SCDC3",4.72,56.61
"20260301084000","SCDC3",5.00,60.05
"20260301084100","SCDC3",4.58,54.99
"20260301084200","SCDC3",4.99,59.94
"20260301084300","SCDC3",4.95,59.42
"20260301084400","SCDC3",4.65,55.78
"20260301084500","SCDC3",4.66,55.89
"20260301084600","SCDC3",4.78,57.38
"20260301084700","SCDC3",4.72,56.68
"20260301084800","SCDC3",4.91,58.96
"20260301084900","SCDC3",5.00,60.01
"20260301085000","SCDC3",4.99,59.87
"20260301085100","SCDC3",5.58,66.90
"20260301085200","SCDC3",4.83,57.94
"20260301085300","SCDC3",5.14,61.62
"20260301085400","SCDC3",5.21,62.47
"20260301085500","SCDC3",5.39,64.63
"20260301085600","SCDC3",5.28,63.30
"20260301085700","SCDC3",5.37,64.43
"20260301085800","SCDC3",6.20,74.36
"20260301085900","SCDC3",4.68,56.20
"20260301090000","SCDC3",5.39,64.64
"20260301090100","SCDC3",4.89,58.65
"20260301090200","SCDC3",6.16,73.91
"20260301090300","SCDC3",4.65,55.74
"20260301090400","SCDC3",5.65,67.75
"20260301090500","SCDC3",5.17,62.07
"20260301090600","SCDC3",5.94,71.33
"20260301090700","SCDC3",5.30,63.63
"20260301090800","SCDC3",4.71,56.56
"20260301090900","SCDC3",5.80,69.59
"20260301091000","SCDC3",5.28,63.36
"20260301091100","SCDC3",5.81,69.68
"20260301091200","SCDC3",5.70,68.37
"20260301091300","SCDC3",5.49,65.83
"20260301091400","SCDC3",5.57,66.83
"20260301091500","SCDC3",5.64,67.73
"20260301091600","SCDC3",5.96,71.50
"20260301091700","SCDC3",5.13,61.51
"20260301091800","SCDC3",5.58,66.99
"20260301091900","SCDC3",5.83,69.93
"20260301092000","SCDC3",6.04,72.49
"20260301092100","SCDC3",5.90,70.85
"20260301092200","SCDC3",5.76,69.14
"20260301092300","SCDC3",6.01,72.07
"20260301092400","SCDC3",5.45,65.35
"20260301092500","SCDC3",6.00,71.97
"20260301092600","SCDC3",6.14,73.67
"20260301092700","SCDC3",6.14,73.72
"20260301092800","SCDC3",5.85,70.19
"20260301092900","SCDC3",6.19,74.28
"20260301093000","SCDC3",6.29,75.49
"20260301093100","SCDC3",6.48,77.74
"20260301093200","SCDC3",5.42,65.02
"20260301093300","SCDC3",6.33,76.02
"20260301093400","SCDC3",5.89,70.65
"20260301093500","SCDC3",6.19,74.24
"20260301093600","SCDC3",5.77,69.27
"20260301093700","SCDC3",6.13,73.61
"20260301093800","SCDC3",6.18,74.21
"20260301093900","SCDC3",6.30,75.60
"20260301094000","SCDC3",6.25,74.99
"20260301094100","SCDC3",6.40,76.82
"20260301094200","SCDC3",6.35,76.25
"20260301094300","SCDC3",6.59,79.08
"20260301094400","SCDC3",5.94,71.25
"20260301094500","SCDC3",6.23,74.71
"20260301094600","SCDC3",6.41,76.91
"20260301094700","SCDC3",6.35,76.26
"20260301094800","SCDC3",6.24,74.91
"20260301094900","SCDC3",6.55,78.56
"20260301095000","SCDC3",6.48,77.82
"20260301095100","SCDC3",6.93,83.17
"20260301095200","SCDC3",7.16,85.91
"20260301095300","SCDC3",6.70,80.38
"20260301095400","SCDC3",6.70,80.37
"20260301095500","SCDC3",6.82,81.80
"20260301095600","SCDC3",6.48,77.72
"20260301095700","SCDC3",6.81,81.77
"20260301095800","SCDC3",6.45,77.43
"20260301095900","SCDC3",7.16,85.87
"20260301100000","SCDC3",7.53,90.35
"20260301100100","SCDC3",7.01,84.10
"20260301100200","SCDC3",6.44,77.29
"20260301100300","SCDC3",6.93,83.17
"20260301100400","SCDC3",7.06,84.66
"20260301100500","SCDC3",6.56,78.73
"20260301100600","SCDC3",6.88,82.57
"20260301100700","SCDC3",6.87,82.46
"20260301100800","SCDC3",7.45,89.38
"20260301100900","SCDC3",6.94,83.29
"20260301101000","SCDC3",6.40,76.80
"20260301101100","SCDC3",7.60,91.15
"20260301101200","SCDC3",7.17,86.04
"20260301101300","SCDC3",7.68,92.18
"20260301101400","SCDC3",7.39,88.67
"20260301101500","SCDC3",7.48,89.71
"20260301101600","SCDC3",7.50,90.02
"20260301101700","SCDC3",7.11,85.32
"20260301101800","SCDC3",7.65,91.80
"20260301101900","SCDC3",6.78,81.35
"20260301102000","SCDC3",7.27,87.24
"20260301102100","SCDC3",7.53,90.39
"20260301102200","SCDC3",6.66,79.97
"20260301102300","SCDC3",7.52,90.22
"20260301102400","SCDC3",7.24,86.89
"20260301102500","SCDC3",7.05,84.62
"20260301102600","SCDC3",7.76,93.17
"20260301102700","SCDC3",7.32,87.85
"20260301102800","SCDC3",7.61,91.35
"20260301102900","SCDC3",8.27,99.24
"20260301103000","SCDC3",7.37,88.47
"20260301103100","SCDC3",7.43,89.14
"20260301103200","SCDC3",7.73,92.81
"20260301103300","SCDC3",7.82,93.83
"20260301103400","SCDC3",6.84,82.03
"20260301103500","SCDC3",7.53,90.36
"20260301103600","SCDC3",7.26,87.06
"20260301103700","SCDC3",8.17,98.08
"20260301103800","SCDC3",7.51,90.10
"20260301103900","SCDC3",7.32,87.84
"20260301104000","SCDC3",7.68,92.16
"20260301104100","SCDC3",7.83,93.95
"20260301104200","SCDC3",8.01,96.10
"20260301104300","SCDC3",8.32,99.85
"20260301104400","SCDC3",7.65,91.85
"20260301104500","SCDC3",8.93,107.15
"20260301104600","SCDC3",7.86,94.34
"20260301104700","SCDC3",8.87,106.43
"20260301104800","SCDC3",8.20,98.40
"20260301104900","SCDC3",8.19,98.32
"20260301105000","SCDC3",7.05,84.64
"20260301105100","SCDC3",7.86,94.33
"20260301105200","SCDC3",7.81,93.77
"20260301105300","SCDC3",7.78,93.38
"20260301105400","SCDC3",7.99,95.85
"20260301105500","SCDC3",8.30,99.58
"20260301105600","SCDC3",8.67,104.02
"20260301105700","SCDC3",8.31,99.74
"20260301105800","SCDC3",7.93,95.13
"20260301105900","SCDC3",8.08,96.91
"20260301110000","SCDC3",8.79,105.43
"20260301110100","SCDC3",7.84,94.04
"20260301110200","SCDC3",8.35,100.20
"20260301110300","SCDC3",8.86,106.30
"20260301110400","SCDC3",8.36,100.28
