"datahora","objeto","valor","watts"
"20260301011100","SCDC0",0.00,0.00
"20260301011200","SCDC0",0.00,0.00
"20260301011300","SCDC0",0.00,0.00
"20260301011400","SCDC0",0.00,0.00
"20260301011500","SCDC0",0.08,1.00
"20260301011600","SCDC0",0.00,0.00
"20260301011700","SCDC0",0.82,9.82
"20260301011800","SCDC0",0.00,0.00
"20260301011900","SCDC0",0.00,0.00
"20260301012000","SCDC0",0.57,6.87
"20260301012100","SCDC0",0.18,2.12
"20260301012200","SCDC0",0.00,0.00
"20260301012300","SCDC0",0.05,0.64
"20260301012400","SCDC0",0.13,1.54
"20260301012500","SCDC0",0.00,0.00
"20260301012600","SCDC0",0.27,3.27
"20260301012700","SCDC0",0.44,5.31
"20260301012800","SCDC0",0.00,0.00
"20260301012900","SCDC0",0.64,7.63
"20260301013000","SCDC0",0.32,3.82
"20260301013100","SCDC0",0.72,8.68
"20260301013200","SCDC0",0.00,0.00
"20260301013300","SCDC0",0.00,0.00
"20260301013400","SCDC0",0.01,0.18
"20260301013500","SCDC0",0.36,4.33
"20260301013600","SCDC0",0.19,2.24
"20260301013700","SCDC0",0.00,0.00
"20260301013800","SCDC0",0.73,8.72
"20260301013900","SCDC0",0.71,8.48
"20260301014000","SCDC0",0.52,6.28
"20260301014100","SCDC0",0.00,0.00
"20260301014200","SCDC0",0.06,0.69
"20260301014300","SCDC0",0.73,8.75
"20260301014400","SCDC0",0.16,1.96
"20260301014500","SCDC0",0.00,0.00
"20260301014600","SCDC0",0.37,4.49
"20260301014700","SCDC0",0.00,0.00
"20260301014800","SCDC0",0.00,0.00
"20260301014900","SCDC0",0.18,2.20
"20260301015000","SCDC0",0.00,0.00
"20260301015100","SCDC0",0.29,3.49
"20260301015200","SCDC0",0.04,0.43
"20260301015300","SCDC0",0.22,2.70
"20260301015400","SCDC0",0.58,6.94
"20260301015500","SCDC0",0.00,0.00
"20260301015600","SCDC0",0.00,0.00
"20260301015700","SCDC0",0.38,4.59
"20260301015800","SCDC0",0.00,0.00
"20260301015900","SCDC0",0.40,4.80
"20260301020000","SCDC0",0.30,3.65
"20260301020100","SCDC0",0.08,0.94
"20260301020200","SCDC0",0.37,4.38
"20260301020300","SCDC0",0.27,3.20
"20260301020400","SCDC0",0.48,5.71
"20260301020500","SCDC0",0.27,3.24
"20260301020600","SCDC0",0.08,0.99
"20260301020700","SCDC0",0.00,0.01
"20260301020800","SCDC0",0.00,0.00
"20260301020900","SCDC0",0.47,5.58
"20260301021000","SCDC0",0.00,0.00
"20260301021100","SCDC0",0.00,0.00
"20260301021200","SCDC0",0.00,0.00
"20260301021300","SCDC0",0.09,1.11
"20260301021400","SCDC0",0.27,3.29
"20260301021500","SCDC0",0.00,0.00
"20260301021600","SCDC0",0.74,8.86
"20260301021700","SCDC0",0.40,4.85
"20260301021800","SCDC0",0.21,2.58
"20260301021900","SCDC0",0.68,8.17
"20260301022000","SCDC0",0.17,2.05
"20260301022100","SCDC0",0.49,5.90
"20260301022200","SCDC0",0.30,3.63
"20260301022300","SCDC0",0.18,2.13
"20260301022400","SCDC0",0.02,0.21
"20260301022500","SCDC0",0.62,7.46
"20260301022600","SCDC0",0.37,4.44
"20260301022700","SCDC0",0.94,11.28
"20260301022800","SCDC0",0.20,2.41
"20260301022900","SCDC0",0.66,7.93
"20260301023000","SCDC0",0.20,2.37
"20260301023100","SCDC0",0.00,0.00
"20260301023200","SCDC0",0.18,2.15
"20260301023300","SCDC0",0.45,5.39
"20260301023400","SCDC0",0.23,2.71
"20260301023500","SCDC0",0.87,10.46
"20260301023600","SCDC0",0.94,11.33
"20260301023700","SCDC0",0.00,0.00
"20260301023800","SCDC0",0.98,11.71
"20260301023900","SCDC0",0.41,4.93
"20260301024000","SCDC0",0.49,5.88
"20260301024100","SCDC0",0.00,0.00
"20260301024200","SCDC0",0.31,3.66
"20260301024300","SCDC0",0.00,0.00
"20260301024400","SCDC0",0.14,1.70
"20260301024500","SCDC0",0.33,4.01
"20260301024600","SCDC0",0.35,4.14
"20260301024700","SCDC0",0.25,3.01
"20260301024800","SCDC0",0.14,1.72
"20260301024900","SCDC0",0.76,9.11
"20260301025000","SCDC0",0.05,0.61
"20260301025100","SCDC0",0.85,10.14
"20260301025200","SCDC0",0.52,6.26
"20260301025300","SCDC0",0.80,9.57
"20260301025400","SCDC0",0.70,8.38
"20260301025500","SCDC0",0.47,5.60
"20260301025600","SCDC0",0.00,0.00
"20260301025700","SCDC0",0.00,0.00
"20260301025800","SCDC0",0.60,7.24
"20260301025900","SCDC0",0.26,3.14
"20260301030000","SCDC0",0.00,0.00
"20260301030100","SCDC0",0.78,9.38
"20260301030200","SCDC0",0.00,0.00
"20260301030300","SCDC0",0.75,8.96
"20260301030400","SCDC0",0.39,4.65
"20260301030500","SCDC0",0.48,5.76
"20260301030600","SCDC0",0.48,5.76
"20260301030700","SCDC0",0.76,9.08
"20260301030800","SCDC0",0.33,3.92
"20260301030900","SCDC0",0.25,3.03
"20260301031000","SCDC0",0.37,4.43
"20260301031100","SCDC0",0.97,11.63
"20260301031200","SCDC0",0.13,1.51
"20260301031300","SCDC0",0.00,0.00
"20260301031400","SCDC0",0.00,0.00
"20260301031500","SCDC0",0.39,4.71
"20260301031600","SCDC0",0.44,5.28
"20260301031700","SCDC0",0.00,0.00
"20260301031800","SCDC0",0.00,0.00
"20260301031900","SCDC0",0.00,0.00
"20260301032000","SCDC0",0.89,10.65
"20260301032100","SCDC0",0.00,0.00
"20260301032200","SCDC0",0.00,0.02
"20260301032300","SCDC0",0.37,4.38
"20260301032400","SCDC0",0.89,10.63
"20260301032500","SCDC0",0.55,6.58
"20260301032600","SCDC0",0.01,0.11
"20260301032700","SCDC0",0.81,9.76
"20260301032800","SCDC0",0.57,6.78
"20260301032900","SCDC0",0.11,1.32
"20260301033000","SCDC0",0.10,1.16
"20260301033100","SCDC0",0.20,2.46
"20260301033200","SCDC0",0.42,5.03
"20260301033300","SCDC0",0.78,9.36
"20260301033400","SCDC0",0.46,5.50
"20260301033500","SCDC0",0.12,1.44
"20260301033600","SCDC0",0.49,5.89
"20260301033700","SCDC0",0.36,4.34
"20260301033800","SCDC0",0.38,4.51
"20260301033900","SCDC0",0.74,8.83
"20260301034000","SCDC0",0.37,4.47
"20260301034100","SCDC0",0.57,6.84
"20260301034200","SCDC0",0.08,0.91
"20260301034300","SCDC0",0.54,6.44
"20260301034400","SCDC0",0.66,7.98
"20260301034500","SCDC0",0.28,3.32
"20260301034600","SCDC0",0.00,0.00
"20260301034700","SCDC0",1.20,14.39
"20260301034800","SCDC0",0.05,0.66
"20260301034900","SCDC0",0.49,5.92
"20260301035000","SCDC0",0.33,4.01
"20260301035100","SCDC0",0.00,0.03
"20260301035200","SCDC0",0.92,11.02
"20260301035300","SCDC0",0.97,11.59
"20260301035400","SCDC0",0.53,6.39
"20260301035500","SCDC0",0.48,5.73
"20260301035600","SCDC0",1.17,14.09
"20260301035700","SCDC0",0.44,5.31
"20260301035800","SCDC0",0.29,3.48
"20260301035900","SCDC0",0.65,7.76
"20260301040000","SCDC0",1.14,13.71
"20260301040100","SCDC0",0.46,5.56
"20260301040200","SCDC0",0.61,7.36
"20260301040300","SCDC0",0.57,6.79
"20260301040400","SCDC0",0.84,10.02
"20260301040500","SCDC0",0.35,4.15
"20260301040600","SCDC0",1.02,12.18
"20260301040700","SCDC0",0.87,10.42
"20260301040800","SCDC0",1.52,18.26
"20260301040900","SCDC0",0.81,9.71
"20260301041000","SCDC0",0.79,9.53
"20260301041100","SCDC0",0.56,6.77
"20260301041200","SCDC0",0.47,5.69
"20260301041300","SCDC0",1.29,15.50
"20260301041400","SCDC0",0.33,4.00
"20260301041500","SCDC0",0.00,0.00
"20260301041600","SCDC0",0.57,6.90
"20260301041700","SCDC0",0.79,9.46
"20260301041800","SCDC0",0.25,3.06
"20260301041900","SCDC0",0.63,7.52
"20260301042000","SCDC0",0.00,0.00
"20260301042100","SCDC0",0.93,11.13
"20260301042200","SCDC0",1.20,14.42
"20260301042300","SCDC0",0.55,6.64
"20260301042400","SCDC0",0.90,10.79
"20260301042500","SCDC0",0.00,0.00
"20260301042600","SCDC0",0.33,3.99
"20260301042700","SCDC0",1.18,14.22
"20260301042800","SCDC0",0.69,8.27
"20260301042900","SCDC0",0.69,8.24
"20260301043000","SCDC0",0.48,5.78
"20260301043100","SCDC0",0.82,9.81
"20260301043200","SCDC0",0.76,9.13
"20260301043300","SCDC0",0.21,2.47
"20260301043400","SCDC0",1.08,13.01
"20260301043500","SCDC0",1.09,13.02
"20260301043600","SCDC0",0.44,5.28
"20260301043700","SCDC0",1.19,14.30
"20260301043800","SCDC0",1.24,14.84
"20260301043900","SCDC0",0.37,4.48
"20260301044000","SCDC0",0.59,7.02
"20260301044100","SCDC0",1.27,15.28
"20260301044200","SCDC0",0.64,7.68
"20260301044300","SCDC0",0.83,9.96
"20260301044400","SCDC0",1.40,16.84
"20260301044500","SCDC0",0.33,3.92
"20260301044600","SCDC0",0.42,5.01
"20260301044700","SCDC0",0.80,9.58
"20260301044800","SCDC0",0.89,10.70
"20260301044900","SCDC0",0.26,3.07
"20260301045000","SCDC0",0.73,8.71
"20260301045100","SCDC0",0.94,11.34
"20260301045200","SCDC0",0.95,11.41
"20260301045300","SCDC0",1.12,13.39
"20260301045400","SCDC0",0.84,10.08
"20260301045500","SCDC0",1.22,14.69
"20260301045600","SCDC0",1.32,15.81
"20260301045700","SCDC0",1.23,14.73
"20260301045800","SCDC0",1.38,16.52
"20260301045900","SCDC0",1.26,15.08
"20260301050000","SCDC0",1.10,13.17
"20260301050100","SCDC0",0.92,11.04
"20260301050200","SCDC0",1.24,14.94
"20260301050300","SCDC0",1.52,18.25
"20260301050400","SCDC0",1.09,13.05
"20260301050500","SCDC0",1.24,14.85
"20260301050600","SCDC0",1.39,16.69
"20260301050700","SCDC0",0.48,5.75
"20260301050800","SCDC0",1.49,17.86
"20260301050900","SCDC0",0.62,7.42
"20260301051000","SCDC0",0.54,6.47
"20260301051100","SCDC0",1.11,13.32
"20260301051200","SCDC0",1.04,12.48
"20260301051300","SCDC0",0.94,11.30
"20260301051400","SCDC0",1.85,22.15
"20260301051500","SCDC0",1.74,20.85
"20260301051600","SCDC0",2.00,24.04
"20260301051700","SCDC0",1.24,14.87
"20260301051800","SCDC0",1.23,14.77
"20260301051900","SCDC0",1.14,13.62
"20260301052000","SCDC0",1.21,14.55
"20260301052100","SCDC0",0.92,10.98
"20260301052200","SCDC0",1.15,13.81
"20260301052300","SCDC0",1.14,13.64
"20260301052400","SCDC0",1.52,18.25
"20260301052500","SCDC0",0.81,9.69
"20260301052600","SCDC0",0.54,6.44
"20260301052700","SCDC0",1.16,13.95
"20260301052800","SCDC0",2.06,24.75
"20260301052900","SCDC0",0.80,9.64
"20260301053000","SCDC0",1.21,14.50
"20260301053100","SCDC0",1.23,14.75
"20260301053200","SCDC0",1.70,20.36
"20260301053300","SCDC0",1.49,17.86
"20260301053400","SCDC0",1.06,12.73
"20260301053500","SCDC0",1.16,13.92
"20260301053600","SCDC0",0.94,11.31
"20260301053700","SCDC0",1.37,16.38
"20260301053800","SCDC0",2.09,25.04
"20260301053900","SCDC0",1.96,23.51
"20260301054000","SCDC0",1.29,15.53
"20260301054100","SCDC0",1.34,16.10
"20260301054200","SCDC0",2.13,25.60
"20260301054300","SCDC0",1.66,19.92
"20260301054400","SCDC0",2.23,26.78
"20260301054500","SCDC0",2.11,25.30
"20260301054600","SCDC0",1.58,18.97
"20260301054700","SCDC0",1.77,21.27
"20260301054800","SCDC0",1.31,15.68
"20260301054900","SCDC0",1.96,23.53
"20260301055000","SCDC0",2.00,24.01
"20260301055100","SCDC0",1.50,17.97
"20260301055200","SCDC0",1.73,20.74
"20260301055300","SCDC0",1.35,16.21
"20260301055400","SCDC0",1.51,18.18
"20260301055500","SCDC0",1.78,21.37
"20260301055600","SCDC0",1.17,14.04
"20260301055700","SCDC0",1.03,12.33
"20260301055800","SCDC0",2.39,28.74
"20260301055900","SCDC0",1.81,21.78
"20260301060000","SCDC0",1.28,15.35
"20260301060100","SCDC0",0.83,9.93
"20260301060200","SCDC0",2.21,26.57
"20260301060300","SCDC0",1.75,20.97
"20260301060400","SCDC0",1.83,21.96
"20260301060500","SCDC0",2.20,26.41
"20260301060600","SCDC0",1.41,16.90
"20260301060700","SCDC0",2.25,27.01
"20260301060800","SCDC0",1.56,18.78
"20260301060900","SCDC0",1.37,16.38
"20260301061000","SCDC0",1.82,21.89
"20260301061100","SCDC0",1.65,19.78
"20260301061200","SCDC0",1.94,23.24
"20260301061300","SCDC0",1.55,18.57
"20260301061400","SCDC0",2.26,27.06
"20260301061500","SCDC0",1.95,23.35
"20260301061600","SCDC0",2.32,27.83
"20260301061700","SCDC0",1.38,16.53
"20260301061800","SCDC0",1.60,19.14
"20260301061900","SCDC0",2.46,29.51
"20260301062000","SCDC0",1.85,22.14
"20260301062100","SCDC0",2.21,26.56
"20260301062200","SCDC0",1.97,23.59
"20260301062300","SCDC0",1.74,20.87
"20260301062400","SCDC0",1.96,23.50
"20260301062500","SCDC0",2.51,30.13
"20260301062600","SCDC0",1.94,23.31
"20260301062700","SCDC0",2.76,33.12
"20260301062800","SCDC0",2.09,25.10
"20260301062900","SCDC0",1.69,20.29
"20260301063000","SCDC0",1.96,23.50
"20260301063100","SCDC0",2.52,30.27
"20260301063200","SCDC0",2.26,27.10
"20260301063300","SCDC0",2.08,24.99
"20260301063400","SCDC0",1.97,23.63
"20260301063500","SCDC0",2.21,26.47
"20260301063600","SCDC0",2.71,32.47
"20260301063700","SCDC0",2.05,24.54
"20260301063800","SCDC0",2.27,27.21
"20260301063900","SCDC0",2.25,27.03
"20260301064000","SCDC0",2.39,28.66
"20260301064100","SCDC0",2.04,24.51
"20260301064200","SCDC0",2.80,33.58
"20260301064300","SCDC0",2.10,25.19
"20260301064400","SCDC0",2.21,26.50
"20260301064500","SCDC0",1.70,20.38
"20260301064600","SCDC0",2.34,28.04
"20260301064700","SCDC0",2.69,32.32
"20260301064800","SCDC0",2.64,31.64
"20260301064900","SCDC0",2.34,28.06
"20260301065000","SCDC0",2.40,28.86
"20260301065100","SCDC0",3.33,39.92
"20260301065200","SCDC0",2.46,29.53
"20260301065300","SCDC0",2.39,28.66
"20260301065400","SCDC0",2.56,30.70
"20260301065500","SCDC0",2.12,25.44
"20260301065600","SCDC0",3.74,44.82
"20260301065700","SCDC0",3.47,41.62
"20260301065800","SCDC0",2.79,33.49
"20260301065900","SCDC0",2.77,33.21
"20260301070000","SCDC0",2.88,34.58
"20260301070100","SCDC0",2.16,25.89
"20260301070200","SCDC0",2.99,35.92
"20260301070300","SCDC0",2.88,34.62
"20260301070400","SCDC0",2.90,34.84
"20260301070500","SCDC0",2.64,31.64
"20260301070600","SCDC0",2.69,32.27
"20260301070700","SCDC0",2.69,32.26
"20260301070800","SCDC0",2.28,27.34
"20260301070900","SCDC0",2.67,32.02
"20260301071000","SCDC0",3.70,44.36
"20260301071100","SCDC0",2.58,30.98
"20260301071200","SCDC0",2.94,35.26
"20260301071300","SCDC0",2.41,28.88
"20260301071400","SCDC0",2.71,32.50
"20260301071500","SCDC0",2.76,33.16
"20260301071600","SCDC0",2.22,26.68
"20260301071700","SCDC0",3.52,42.21
"20260301071800","SCDC0",3.11,37.32
"20260301071900","SCDC0",2.74,32.92
"20260301072000","SCDC0",2.65,31.80
"20260301072100","SCDC0",3.05,36.58
"20260301072200","SCDC0",3.25,39.01
"20260301072300","SCDC0",3.26,39.08
"20260301072400","SCDC0",3.83,45.95
"20260301072500","SCDC0",3.64,43.70
"20260301072600","SCDC0",4.05,48.57
"20260301072700","SCDC0",3.17,38.09
"20260301072800","SCDC0",3.35,40.17
"20260301072900","SCDC0",2.53,30.37
"20260301073000","SCDC0",2.85,34.15
"20260301073100","SCDC0",3.21,38.52
"20260301073200","SCDC0",3.44,41.24
"20260301073300","SCDC0",3.02,36.23
"20260301073400","SCDC0",4.06,48.72
"20260301073500","SCDC0",3.47,41.59
"20260301073600","SCDC0",3.40,40.82
"20260301073700","SCDC0",3.07,36.84
"20260301073800","SCDC0",4.12,49.46
"20260301073900","SCDC0",3.00,36.06
"20260301074000","SCDC0",3.88,46.58
"20260301074100","SCDC0",3.27,39.29
"20260301074200","SCDC0",3.60,43.16
"20260301074300","SCDC0",3.66,43.91
"20260301074400","SCDC0",3.26,39.17
"20260301074500","SCDC0",3.93,47.11
"20260301074600","SCDC0",3.80,45.58
"20260301074700","SCDC0",3.62,43.41
"20260301074800","SCDC0",3.76,45.07
"20260301074900","SCDC0",3.93,47.12
"20260301075000","SCDC0",4.05,48.54
"20260301075100","SCDC0",3.48,41.81
"20260301075200","SCDC0",3.24,38.91
"20260301075300","SCDC0",3.64,43.70
"20260301075400","SCDC0",3.67,44.00
"20260301075500","SCDC0",4.10,49.15
"20260301075600","SCDC0",3.74,44.89
"20260301075700","SCDC0",3.48,41.79
"20260301075800","SCDC0",4.11,49.37
"20260301075900","SCDC0",4.15,49.75
"20260301080000","SCDC0",4.47,53.62
"20260301080100","SCDC0",4.07,48.82
"20260301080200","SCDC0",4.20,50.36
"20260301080300","SCDC0",4.03,48.41
"20260301080400","SCDC0",4.40,52.82
"20260301080500","SCDC0",4.45,53.45
"20260301080600","SCDC0",3.88,46.54
"20260301080700","SCDC0",3.86,46.28
"20260301080800","SCDC0",4.11,49.28
"20260301080900","SCDC0",4.10,49.24
"20260301081000","SCDC0",4.13,49.54
"20260301081100","SCDC0",4.20,50.42
"20260301081200","SCDC0",3.46,41.55
"20260301081300","SCDC0",4.70,56.37
"20260301081400","SCDC0",4.92,59.10
"20260301081500","SCDC0",4.72,56.65
"20260301081600","SCDC0",3.80,45.58
"20260301081700","SCDC0",4.30,51.57
"20260301081800","SCDC0",4.36,52.32
"20260301081900","SCDC0",4.14,49.68
"20260301082000","SCDC0",3.87,46.48
"20260301082100","SCDC0",3.89,46.68
"20260301082200","SCDC0",4.60,55.24
"20260301082300","SCDC0",4.97,59.64
"20260301082400","SCDC0",4.45,53.41
"20260301082500","SCDC0",4.52,54.22
"20260301082600","SCDC0",4.92,59.03
"20260301082700","SCDC0",4.98,59.72
"20260301082800","SCDC0",5.11,61.34
"20260301082900","SCDC0",4.11,49.38
"20260301083000","SCDC0",4.91,58.98
"20260301083100","SCDC0",4.40,52.86
"20260301083200","SCDC0",4.37,52.43
"20260301083300","SCDC0",4.88,58.61
"20260301083400","SCDC0",4.67,56.09
"20260301083500","SCDC0",3.98,47.77
"20260301083600","SCDC0",5.25,62.95
"20260301083700","SCDC0",4.58,54.91
"20260301083800","SCDC0",5.14,61.65
"20260301083900","SCDC0",4.99,59.82
"20260301084000","SCDC0",4.90,58.81
"20260301084100","SCDC0",4.57,54.79
"20260301084200","SCDC0",3.60,43.26
"20260301084300","SCDC0",4.56,54.71
"20260301084400","SCDC0",4.22,50.69
"20260301084500","SCDC0",5.07,60.87
"20260301084600","SCDC0",4.74,56.93
"20260301084700","SCDC0",4.90,58.85
"20260301084800","SCDC0",5.33,64.00
"20260301084900","SCDC0",5.24,62.91
"20260301085000","SCDC0",5.23,62.72
"20260301085100","SCDC0",4.52,54.20
"20260301085200","SCDC0",5.17,61.98
"20260301085300","SCDC0",4.82,57.79
"20260301085400","SCDC0",4.86,58.34
"20260301085500","SCDC0",5.12,61.48
"20260301085600","SCDC0",5.40,64.76
"20260301085700","SCDC0",4.96,59.53
"20260301085800","SCDC0",5.30,63.60
"20260301085900","SCDC0",5.44,65.24
"20260301090000","SCDC0",5.62,67.42
"20260301090100","SCDC0",5.77,69.25
"20260301090200","SCDC0",5.79,69.51
"20260301090300","SCDC0",5.55,66.58
"20260301090400","SCDC0",5.53,66.42
"20260301090500","SCDC0",5.98,71.77
"20260301090600","SCDC0",5.95,71.40
"20260301090700","SCDC0",6.01,72.13
"20260301090800","SCDC0",5.73,68.82
"20260301090900","SCDC0",5.91,70.88
"20260301091000","SCDC0",5.81,69.76
"20260301091100","SCDC0",5.51,66.07
"20260301091200","SCDC0",5.89,70.66
"20260301091300","SCDC0",5.01,60.15
"20260301091400","SCDC0",5.25,63.05
"20260301091500","SCDC0",5.84,70.14
"20260301091600","SCDC0",5.93,71.14
"20260301091700","SCDC0",5.19,62.24
"20260301091800","SCDC0",5.52,66.21
"20260301091900","SCDC0",6.09,73.04
"20260301092000","SCDC0",4.94,59.34
"20260301092100","SCDC0",5.12,61.48
"20260301092200","SCDC0",6.33,76.01
"20260301092300","SCDC0",5.58,66.93
"20260301092400","SCDC0",6.18,74.12
"20260301092500","SCDC0",6.21,74.49
"20260301092600","SCDC0",6.94,83.24
"20260301092700","SCDC0",6.12,73.47
"20260301092800","SCDC0",6.43,77.13
"20260301092900","SCDC0",6.01,72.09
"20260301093000","SCDC0",6.31,75.75
"20260301093100","SCDC0",5.91,70.86
"20260301093200","SCDC0",6.00,71.99
"20260301093300","SCDC0",6.10,73.19
"20260301093400","SCDC0",6.27,75.21
"20260301093500","SCDC0",6.87,82.41
"20260301093600","SCDC0",6.13,73.51
"20260301093700","SCDC0",6.24,74.84
"20260301093800","SCDC0",5.95,71.43
"20260301093900","SCDC0",6.26,75.18
"20260301094000","SCDC0",6.31,75.75
"20260301094100","SCDC0",6.26,75.09
"20260301094200","SCDC0",6.47,77.64
"20260301094300","SCDC0",6.69,80.30
"20260301094400","SCDC0",6.93,83.10
"20260301094500","SCDC0",6.12,73.48
"20260301094600","SCDC0",6.82,81.81
"20260301094700","SCDC0",5.89,70.66
"20260301094800","SCDC0",6.33,75.97
"20260301094900","SCDC0",6.72,80.69
"20260301095000","SCDC0",6.44,77.34
"20260301095100","SCDC0",6.84,82.05
"20260301095200","SCDC0",6.61,79.36
"20260301095300","SCDC0",6.42,77.09
"20260301095400","SCDC0",6.35,76.25
"20260301095500","SCDC0",6.49,77.89
"20260301095600","SCDC0",6.92,83.03
"20260301095700","SCDC0",7.49,89.87
"20260301095800","SCDC0",7.46,89.50
"20260301095900","SCDC0",6.89,82.67
"20260301100000","SCDC0",7.14,85.63
"20260301100100","SCDC0",6.43,77.19
"20260301100200","SCDC0",7.12,85.50
"20260301100300","SCDC0",7.05,84.62
"20260301100400","SCDC0",7.22,86.66
"20260301100500","SCDC0",6.48,77.75
"20260301100600","SCDC0",7.44,89.30
"20260301100700","SCDC0",6.58,78.97
"20260301100800","SCDC0",6.34,76.14
"20260301100900","SCDC0",6.91,82.91
"20260301101000","SCDC0",6.84,82.12
"20260301101100","SCDC0",6.76,81.07
"20260301101200","SCDC0",7.05,84.59
"20260301101300","SCDC0",7.58,90.98
"20260301101400","SCDC0",6.79,81.45
"20260301101500","SCDC0",6.69,80.25
"20260301101600","SCDC0",7.69,92.23
"20260301101700","SCDC0",8.08,96.92
"20260301101800","SCDC0",7.57,90.85
"20260301101900","SCDC0",6.71,80.50
"20260301102000","SCDC0",7.13,85.53
"20260301102100","SCDC0",7.04,84.43
"20260301102200","SCDC0",7.29,87.50
"20260301102300","SCDC0",6.92,83.09
"20260301102400","SCDC0",7.11,85.27
"20260301102500","SCDC0",7.18,86.16
"20260301102600","SCDC0",7.85,94.23
"20260301102700","SCDC0",7.84,94.03
"20260301102800","SCDC0",7.18,86.21
"20260301102900","SCDC0",7.83,93.97
"20260301103000","SCDC0",7.56,90.77
"20260301103100","SCDC0",7.58,90.95
"20260301103200","SCDC0",7.41,88.96
"20260301103300","SCDC0",7.80,93.58
"20260301103400","SCDC0",7.96,95.58
"20260301103500","SCDC0",7.44,89.32
"20260301103600","SCDC0",7.60,91.20
"20260301103700","SCDC0",8.02,96.27
"20260301103800","SCDC0",7.75,93.04
"20260301103900","SCDC0",8.59,103.04
"20260301104000","SCDC0",8.28,99.32
"20260301104100","SCDC0",7.76,93.08
"20260301104200","SCDC0",8.25,99.03
"20260301104300","SCDC0",8.25,98.96
"20260301104400","SCDC0",8.20,98.46
"20260301104500","SCDC0",7.41,88.90
"20260301104600","SCDC0",7.93,95.21
"20260301104700","SCDC0",8.00,95.96
"20260301104800","SCDC0",8.07,96.82
"20260301104900","SCDC0",8.12,97.39
"20260301105000","SCDC0",8.22,98.60
"20260301105100","SCDC0",8.45,101.45
"20260301105200","SCDC0",8.59,103.08
"20260301105300","SCDC0",7.86,94.37
"20260301105400","SCDC0",8.81,105.70
"20260301105500","SCDC0",8.45,101.41
"20260301105600","SCDC0",8.55,102.57
"20260301105700","SCDC0",8.39,100.64
"20260301105800","SCDC0",7.95,95.41
"20260301105900","SCDC0",8.25,99.05
"20260301110000","SCDC0",8.02,96.26
"20260301110100","SCDC0",8.14,97.70
"20260301110200","SCDC0",8.34,100.07
"20260301110300","SCDC0",8.38,100.56
"20260301110400","SCDC0",8.21,98.52
