"datahora","objeto","valor"
"20260301083900","STAX3",31.72
"20260301084000","STAX3",27.44
"20260301084100","STAX3",24.55
"20260301084200","STAX3",29.65
"20260301084300","STAX3",28.09
"20260301084400","STAX3",27.36
"20260301084500","STAX3",25.68
"20260301084600","STAX3",25.04
"20260301084700","STAX3",26.77
"20260301084800","STAX3",24.79
"20260301084900","STAX3",24.54
"20260301085000","STAX3",21.52
"20260301085100","STAX3",26.35
"20260301085200","STAX3",24.84
"20260301085300","STAX3",24.07
"20260301085400","STAX3",25.05
"20260301085500","STAX3",26.88
"20260301085600","STAX3",25.51
"20260301085700","STAX3",21.81
"20260301085800","STAX3",24.25
"20260301085900","STAX3",24.18
"20260301090000","STAX3",23.71
"20260301090100","STAX3",24.18
"20260301090200","STAX3",22.76
"20260301090300","STAX3",24.72
"20260301090400","STAX3",22.79
"20260301090500","STAX3",23.05
"20260301090600","STAX3",25.42
"20260301090700","STAX3",25.40
"20260301090800","STAX3",26.53
"20260301090900","STAX3",22.55
"20260301091000","STAX3",22.95
"20260301091100","STAX3",22.44
"20260301091200","STAX3",25.31
"20260301091300","STAX3",23.21
"20260301091400","STAX3",24.40
"20260301091500","STAX3",23.49
"20260301091600","STAX3",22.41
"20260301091700","STAX3",23.69
"20260301091800","STAX3",24.75
"20260301091900","STAX3",23.80
"20260301092000","STAX3",22.57
"20260301092100","STAX3",25.83
"20260301092200","STAX3",24.71
"20260301092300","STAX3",24.45
"20260301092400","STAX3",20.73
"20260301092500","STAX3",23.69
"20260301092600","STAX3",22.34
"20260301092700","STAX3",21.82
"20260301092800","STAX3",21.10
"20260301092900","STAX3",22.47
"20260301093000","STAX3",23.05
"20260301093100","STAX3",20.12
"20260301093200","STAX3",23.58
"20260301093300","STAX3",23.22
"20260301093400","STAX3",21.37
"20260301093500","STAX3",20.13
"20260301093600","STAX3",21.99
"20260301093700","STAX3",23.35
"20260301093800","STAX3",22.29
"20260301093900","STAX3",20.23
"20260301094000","STAX3",24.54
"20260301094100","STAX3",20.72
"20260301094200","STAX3",19.74
"20260301094300","STAX3",19.54
"20260301094400","STAX3",17.68
"20260301094500","STAX3",22.24
"20260301094600","STAX3",20.97
"20260301094700","STAX3",18.52
"20260301094800","STAX3",20.11
"20260301094900","STAX3",20.58
"20260301095000","STAX3",17.07
"20260301095100","STAX3",20.52
"20260301095200","STAX3",19.69
"20260301095300","STAX3",20.37
"20260301095400","STAX3",19.34
"20260301095500","STAX3",18.45
"20260301095600","STAX3",17.99
"20260301095700","STAX3",16.62
"20260301095800","STAX3",18.58
"20260301095900","STAX3",16.46
"20260301100000","STAX3",19.41
"20260301100100","STAX3",18.11
"20260301100200","STAX3",18.33
"20260301100300","STAX3",20.00
"20260301100400","STAX3",19.02
"20260301100500","STAX3",17.24
"20260301100600","STAX3",16.93
"20260301100700","STAX3",18.93
"20260301100800","STAX3",18.90
"20260301100900","STAX3",16.15
"20260301101000","STAX3",18.08
"20260301101100","STAX3",18.53
"20260301101200","STAX3",17.23
"20260301101300","STAX3",17.75
"20260301101400","STAX3",22.15
"20260301101500","STAX3",14.53
"20260301101600","STAX3",17.03
"20260301101700","STAX3",17.38
"20260301101800","STAX3",17.54
"20260301101900","STAX3",14.70
"20260301102000","STAX3",14.40
"20260301102100","STAX3",18.43
"20260301102200","STAX3",17.25
"20260301102300","STAX3",16.93
"20260301102400","STAX3",17.71
"20260301102500","STAX3",15.98
"20260301102600","STAX3",17.77
"20260301102700","STAX3",19.30
"20260301102800","STAX3",15.77
"20260301102900","STAX3",14.24
"20260301103000","STAX3",15.97
"20260301103100","STAX3",15.64
"20260301103200","STAX3",16.82
"20260301103300","STAX3",14.02
"20260301103400","STAX3",16.41
"20260301103500","STAX3",17.19
"20260301103600","STAX3",18.55
"20260301103700","STAX3",17.97
"20260301103800","STAX3",16.10
"20260301103900","STAX3",16.38
"20260301104000","STAX3",16.30
"20260301104100","STAX3",14.12
"20260301104200","STAX3",16.58
"20260301104300","STAX3",14.58
"20260301104400","STAX3",15.40
"20260301104500","STAX3",12.91
"20260301104600","STAX3",17.34
"20260301104700","STAX3",17.21
"20260301104800","STAX3",16.80
"20260301104900","STAX3",14.45
"20260301105000","STAX3",12.97
"20260301105100","STAX3",16.06
"20260301105200","STAX3",12.27
"20260301105300","STAX3",13.72
"20260301105400","STAX3",15.11
"20260301105500","STAX3",15.63
"20260301105600","STAX3",15.85
"20260301105700","STAX3",15.26
"20260301105800","STAX3",13.91
"20260301105900","STAX3",11.82
"20260301110000","STAX3",11.86
"20260301110100","STAX3",13.64
"20260301110200","STAX3",14.34
"20260301110300","STAX3",14.56
"20260301110400","STAX3",12.43
"20260301110500","STAX3",13.62
"20260301110600","STAX3",14.85
"20260301110700","STAX3",16.09
"20260301110800","STAX3",13.65
"20260301110900","STAX3",14.76
"20260301111000","STAX3",12.14
"20260301111100","STAX3",10.11
"20260301111200","STAX3",14.01
"20260301111300","STAX3",10.64
"20260301111400","STAX3",15.28
"20260301111500","STAX3",13.98
"20260301111600","STAX3",10.86
"20260301111700","STAX3",13.94
"20260301111800","STAX3",12.23
"20260301111900","STAX3",11.11
"20260301112000","STAX3",11.83
"20260301112100","STAX3",11.58
"20260301112200","STAX3",10.76
"20260301112300","STAX3",11.93
"20260301112400","STAX3",11.47
"20260301112500","STAX3",11.88
"20260301112600","STAX3",11.73
"20260301112700","STAX3",13.56
"20260301112800","STAX3",14.03
"20260301112900","STAX3",14.11
"20260301113000","STAX3",10.75
"20260301113100","STAX3",10.38
"20260301113200","STAX3",12.32
"20260301113300","STAX3",10.99
"20260301113400","STAX3",12.37
"20260301113500","STAX3",10.75
"20260301113600","STAX3",11.60
"20260301113700","STAX3",12.26
"20260301113800","STAX3",8.94
"20260301113900","STAX3",10.82
"20260301114000","STAX3",10.07
"20260301114100","STAX3",11.78
"20260301114200","STAX3",11.66
"20260301114300","STAX3",9.43
"20260301114400","STAX3",12.14
"20260301114500","STAX3",11.68
"20260301114600","STAX3",9.77
"20260301114700","STAX3",7.67
"20260301114800","STAX3",11.80
"20260301114900","STAX3",9.85
"20260301115000","STAX3",9.19
"20260301115100","STAX3",7.81
"20260301115200","STAX3",8.25
"20260301115300","STAX3",10.43
"20260301115400","STAX3",11.80
"20260301115500","STAX3",9.06
"20260301115600","STAX3",7.67
"20260301115700","STAX3",12.80
"20260301115800","STAX3",8.21
"20260301115900","STAX3",10.05
"20260301120000","STAX3",10.20
"20260301120100","STAX3",10.88
"20260301120200","STAX3",7.51
"20260301120300","STAX3",11.00
"20260301120400","STAX3",9.08
"20260301120500","STAX3",11.64
"20260301120600","STAX3",8.43
"20260301120700","STAX3",9.44
"20260301120800","STAX3",8.66
"20260301120900","STAX3",10.31
"20260301121000","STAX3",8.55
"20260301121100","STAX3",11.35
"20260301121200","STAX3",9.94
"20260301121300","STAX3",7.61
"20260301121400","STAX3",7.33
"20260301121500","STAX3",11.28
"20260301121600","STAX3",8.84
"20260301121700","STAX3",8.65
"20260301121800","STAX3",10.66
"20260301121900","STAX3",7.67
"20260301122000","STAX3",10.32
"20260301122100","STAX3",7.80
"20260301122200","STAX3",8.02
"20260301122300","STAX3",8.04
"20260301122400","STAX3",9.32
"20260301122500","STAX3",8.55
"20260301122600","STAX3",7.00
"20260301122700","STAX3",7.00
"20260301122800","STAX3",7.29
"20260301122900","STAX3",7.00
"20260301123000","STAX3",9.86
"20260301123100","STAX3",7.57
"20260301123200","STAX3",7.00
"20260301123300","STAX3",9.47
"20260301123400","STAX3",10.99
"20260301123500","STAX3",8.83
"20260301123600","STAX3",9.59
"20260301123700","STAX3",7.60
"20260301123800","STAX3",8.63
"20260301123900","STAX3",7.95
"20260301124000","STAX3",7.85
"20260301124100","STAX3",7.46
"20260301124200","STAX3",7.20
"20260301124300","STAX3",7.00
"20260301124400","STAX3",7.07
"20260301124500","STAX3",7.00
"20260301124600","STAX3",9.01
"20260301124700","STAX3",7.45
"20260301124800","STAX3",7.00
"20260301124900","STAX3",9.00
"20260301125000","STAX3",8.14
"20260301125100","STAX3",7.60
"20260301125200","STAX3",8.43
"20260301125300","STAX3",9.07
"20260301125400","STAX3",7.34
"20260301125500","STAX3",7.13
"20260301125600","STAX3",7.00
"20260301125700","STAX3",7.00
"20260301125800","STAX3",8.22
"20260301125900","STAX3",7.16
"20260301130000","STAX3",7.00
"20260301130100","STAX3",7.03
"20260301130200","STAX3",7.49
"20260301130300","STAX3",7.00
"20260301130400","STAX3",7.00
"20260301130500","STAX3",7.58
"20260301130600","STAX3",9.01
"20260301130700","STAX3",7.73
"20260301130800","STAX3",7.00
"20260301130900","STAX3",8.70
"20260301131000","STAX3",7.31
"20260301131100","STAX3",7.69
"20260301131200","STAX3",7.04
"20260301131300","STAX3",7.00
"20260301131400","STAX3",7.07
"20260301131500","STAX3",9.04
"20260301131600","STAX3",8.85
"20260301131700","STAX3",9.99
"20260301131800","STAX3",7.00
"20260301131900","STAX3",7.10
"20260301132000","STAX3",7.00
"20260301132100","STAX3",7.44
"20260301132200","STAX3",9.97
"20260301132300","STAX3",7.69
"20260301132400","STAX3",8.52
"20260301132500","STAX3",9.84
"20260301132600","STAX3",7.00
"20260301132700","STAX3",7.77
"20260301132800","STAX3",7.00
"20260301132900","STAX3",7.82
"20260301133000","STAX3",9.20
"20260301133100","STAX3",7.00
"20260301133200","STAX3",7.86
"20260301133300","STAX3",7.00
"20260301133400","STAX3",7.51
"20260301133500","STAX3",7.00
"20260301133600","STAX3",7.87
"20260301133700","STAX3",7.00
"20260301133800","STAX3",8.43
"20260301133900","STAX3",7.00
"20260301134000","STAX3",7.99
"20260301134100","STAX3",7.00
"20260301134200","STAX3",7.14
"20260301134300","STAX3",7.00
"20260301134400","STAX3",7.00
"20260301134500","STAX3",7.63
"20260301134600","STAX3",9.18
"20260301134700","STAX3",7.00
"20260301134800","STAX3",7.01
"20260301134900","STAX3",9.67
"20260301135000","STAX3",7.00
"20260301135100","STAX3",7.72
"20260301135200","STAX3",7.81
"20260301135300","STAX3",7.49
"20260301135400","STAX3",7.11
"20260301135500","STAX3",7.16
"20260301135600","STAX3",7.83
"20260301135700","STAX3",8.98
"20260301135800","STAX3",7.26
"20260301135900","STAX3",7.45
"20260301140000","STAX3",7.41
"20260301140100","STAX3",9.10
"20260301140200","STAX3",9.40
"20260301140300","STAX3",7.20
"20260301140400","STAX3",7.11
"20260301140500","STAX3",7.03
"20260301140600","STAX3",8.05
"20260301140700","STAX3",7.41
"20260301140800","STAX3",8.11
"20260301140900","STAX3",7.00
"20260301141000","STAX3",7.08
"20260301141100","STAX3",7.78
"20260301141200","STAX3",8.15
"20260301141300","STAX3",7.05
"20260301141400","STAX3",7.83
"20260301141500","STAX3",7.67
"20260301141600","STAX3",8.09
"20260301141700","STAX3",8.52
"20260301141800","STAX3",7.11
"20260301141900","STAX3",8.52
"20260301142000","STAX3",8.20
"20260301142100","STAX3",8.85
"20260301142200","STAX3",8.67
"20260301142300","STAX3",8.49
"20260301142400","STAX3",7.36
"20260301142500","STAX3",7.00
"20260301142600","STAX3",11.03
"20260301142700","STAX3",7.22
"20260301142800","STAX3",7.73
"20260301142900","STAX3",7.38
"20260301143000","STAX3",9.90
"20260301143100","STAX3",7.00
"20260301143200","STAX3",8.46
"20260301143300","STAX3",7.00
"20260301143400","STAX3",7.00
"20260301143500","STAX3",9.76
"20260301143600","STAX3",9.22
"20260301143700","STAX3",7.00
"20260301143800","STAX3",8.95
"20260301143900","STAX3",7.00
"20260301144000","STAX3",10.37
"20260301144100","STAX3",7.91
"20260301144200","STAX3",8.39
"20260301144300","STAX3",8.26
"20260301144400","STAX3",8.30
"20260301144500","STAX3",10.54
"20260301144600","STAX3",11.24
"20260301144700","STAX3",8.83
"20260301144800","STAX3",10.14
"20260301144900","STAX3",7.25
"20260301145000","STAX3",8.99
"20260301145100","STAX3",7.49
"20260301145200","STAX3",11.12
"20260301145300","STAX3",10.45
"20260301145400","STAX3",8.79
"20260301145500","STAX3",10.09
"20260301145600","STAX3",10.70
"20260301145700","STAX3",9.06
"20260301145800","STAX3",9.51
"20260301145900","STAX3",8.81
"20260301150000","STAX3",8.61
"20260301150100","STAX3",9.53
"20260301150200","STAX3",8.28
"20260301150300","STAX3",10.02
"20260301150400","STAX3",10.71
"20260301150500","STAX3",8.54
"20260301150600","STAX3",12.47
"20260301150700","STAX3",9.44
"20260301150800","STAX3",9.34
"20260301150900","STAX3",12.95
"20260301151000","STAX3",8.05
"20260301151100","STAX3",10.43
"20260301151200","STAX3",9.28
"20260301151300","STAX3",8.60
"20260301151400","STAX3",9.87
"20260301151500","STAX3",10.69
"20260301151600","STAX3",9.81
"20260301151700","STAX3",10.56
"20260301151800","STAX3",11.27
"20260301151900","STAX3",11.16
"20260301152000","STAX3",9.79
"20260301152100","STAX3",12.11
"20260301152200","STAX3",10.19
"20260301152300","STAX3",12.42
"20260301152400","STAX3",8.31
"20260301152500","STAX3",10.37
"20260301152600","STAX3",12.42
"20260301152700","STAX3",12.56
"20260301152800","STAX3",9.83
"20260301152900","STAX3",11.28
"20260301153000","STAX3",10.74
"20260301153100","STAX3",8.68
"20260301153200","STAX3",13.05
"20260301153300","STAX3",13.35
"20260301153400","STAX3",10.62
"20260301153500","STAX3",12.61
"20260301153600","STAX3",13.08
"20260301153700","STAX3",11.12
"20260301153800","STAX3",11.62
"20260301153900","STAX3",12.50
"20260301154000","STAX3",11.21
"20260301154100","STAX3",12.31
"20260301154200","STAX3",10.50
"20260301154300","STAX3",10.88
"20260301154400","STAX3",14.29
"20260301154500","STAX3",12.27
"20260301154600","STAX3",13.91
"20260301154700","STAX3",13.93
"20260301154800","STAX3",11.77
"20260301154900","STAX3",10.85
"20260301155000","STAX3",12.49
"20260301155100","STAX3",14.54
"20260301155200","STAX3",11.20
"20260301155300","STAX3",14.75
"20260301155400","STAX3",13.43
"20260301155500","STAX3",11.96
"20260301155600","STAX3",13.23
"20260301155700","STAX3",13.45
"20260301155800","STAX3",14.73
"20260301155900","STAX3",10.73
"20260301160000","STAX3",13.21
"20260301160100","STAX3",14.51
"20260301160200","STAX3",10.80
"20260301160300","STAX3",13.28
"20260301160400","STAX3",14.23
"20260301160500","STAX3",11.91
"20260301160600","STAX3",15.04
"20260301160700","STAX3",15.63
"20260301160800","STAX3",16.01
"20260301160900","STAX3",13.37
"20260301161000","STAX3",17.06
"20260301161100","STAX3",15.14
"20260301161200","STAX3",12.60
"20260301161300","STAX3",13.91
"20260301161400","STAX3",14.06
"20260301161500","STAX3",16.65
"20260301161600","STAX3",15.66
"20260301161700","STAX3",13.69
"20260301161800","STAX3",14.31
"20260301161900","STAX3",12.88
"20260301162000","STAX3",14.49
"20260301162100","STAX3",15.38
"20260301162200","STAX3",13.01
"20260301162300","STAX3",16.30
"20260301162400","STAX3",15.86
"20260301162500","STAX3",15.39
"20260301162600","STAX3",16.22
"20260301162700","STAX3",16.66
"20260301162800","STAX3",18.65
"20260301162900","STAX3",13.27
"20260301163000","STAX3",15.81
"20260301163100","STAX3",18.83
"20260301163200","STAX3",15.20
"20260301163300","STAX3",16.38
"20260301163400","STAX3",18.02
"20260301163500","STAX3",15.46
"20260301163600","STAX3",15.52
"20260301163700","STAX3",18.59
"20260301163800","STAX3",17.42
"20260301163900","STAX3",19.01
"20260301164000","STAX3",19.35
"20260301164100","STAX3",17.13
"20260301164200","STAX3",18.16
"20260301164300","STAX3",15.54
"20260301164400","STAX3",16.82
"20260301164500","STAX3",20.73
"20260301164600","STAX3",17.59
"20260301164700","STAX3",18.08
"20260301164800","STAX3",18.29
"20260301164900","STAX3",17.76
"20260301165000","STAX3",18.71
"20260301165100","STAX3",18.63
"20260301165200","STAX3",19.46
"20260301165300","STAX3",18.32
"20260301165400","STAX3",17.64
"20260301165500","STAX3",17.67
"20260301165600","STAX3",18.50
"20260301165700","STAX3",20.22
"20260301165800","STAX3",18.72
"20260301165900","STAX3",18.52
"20260301170000","STAX3",17.50
"20260301170100","STAX3",19.18
"20260301170200","STAX3",20.09
"20260301170300","STAX3",19.01
"20260301170400","STAX3",18.86
"20260301170500","STAX3",18.45
"20260301170600","STAX3",18.11
"20260301170700","STAX3",20.73
"20260301170800","STAX3",21.48
"20260301170900","STAX3",20.08
"20260301171000","STAX3",20.57
"20260301171100","STAX3",21.08
"20260301171200","STAX3",23.77
"20260301171300","STAX3",19.90
"20260301171400","STAX3",19.67
"20260301171500","STAX3",18.79
"20260301171600","STAX3",21.35
"20260301171700","STAX3",19.13
"20260301171800","STAX3",20.08
"20260301171900","STAX3",22.42
"20260301172000","STAX3",20.37
"20260301172100","STAX3",20.31
"20260301172200","STAX3",21.80
"20260301172300","STAX3",19.72
"20260301172400","STAX3",22.62
"20260301172500","STAX3",20.99
"20260301172600","STAX3",22.74
"20260301172700","STAX3",20.95
"20260301172800","STAX3",20.62
"20260301172900","STAX3",22.21
"20260301173000","STAX3",25.06
"20260301173100","STAX3",21.53
"20260301173200","STAX3",22.40
"20260301173300","STAX3",23.49
"20260301173400","STAX3",19.52
"20260301173500","STAX3",22.98
"20260301173600","STAX3",24.62
"20260301173700","STAX3",23.12
"20260301173800","STAX3",22.98
"20260301173900","STAX3",24.48
"20260301174000","STAX3",24.34
"20260301174100","STAX3",23.79
"20260301174200","STAX3",21.95
"20260301174300","STAX3",22.17
"20260301174400","STAX3",23.75
"20260301174500","STAX3",24.41
"20260301174600","STAX3",23.12
"20260301174700","STAX3",23.63
"20260301174800","STAX3",24.44
"20260301174900","STAX3",23.35
"20260301175000","STAX3",23.60
"20260301175100","STAX3",23.35
"20260301175200","STAX3",23.24
"20260301175300","STAX3",26.57
"20260301175400","STAX3",25.62
"20260301175500","STAX3",23.49
"20260301175600","STAX3",24.86
"20260301175700","STAX3",23.53
"20260301175800","STAX3",24.39
"20260301175900","STAX3",26.72
"20260301180000","STAX3",23.76
"20260301180100","STAX3",25.61
"20260301180200","STAX3",24.07
"20260301180300","STAX3",26.78
"20260301180400","STAX3",25.26
"20260301180500","STAX3",24.14
"20260301180600","STAX3",26.06
"20260301180700","STAX3",25.37
"20260301180800","STAX3",27.44
"20260301180900","STAX3",24.13
"20260301181000","STAX3",26.46
"20260301181100","STAX3",26.33
"20260301181200","STAX3",26.16
"20260301181300","STAX3",25.91
"20260301181400","STAX3",25.07
"20260301181500","STAX3",26.51
"20260301181600","STAX3",26.22
"20260301181700","STAX3",27.11
"20260301181800","STAX3",26.47
"20260301181900","STAX3",26.74
"20260301182000","STAX3",27.16
"20260301182100","STAX3",26.59
"20260301182200","STAX3",26.27
"20260301182300","STAX3",27.17
"20260301182400","STAX3",24.50
"20260301182500","STAX3",25.96
"20260301182600","STAX3",26.98
"20260301182700","STAX3",30.42
"20260301182800","STAX3",26.50
"20260301182900","STAX3",28.50
"20260301183000","STAX3",29.99
"20260301183100","STAX3",29.78
"20260301183200","STAX3",26.94
"20260301183300","STAX3",29.75
"20260301183400","STAX3",28.29
"20260301183500","STAX3",30.48
"20260301183600","STAX3",26.48
"20260301183700","STAX3",27.47
"20260301183800","STAX3",27.29
"20260301183900","STAX3",27.51
"20260301184000","STAX3",28.28
"20260301184100","STAX3",28.47
"20260301184200","STAX3",27.78
"20260301184300","STAX3",28.02
"20260301184400","STAX3",30.23
"20260301184500","STAX3",28.28
"20260301184600","STAX3",31.26
"20260301184700","STAX3",28.37
"20260301184800","STAX3",31.48
"20260301184900","STAX3",28.07
"20260301185000","STAX3",28.52
"20260301185100","STAX3",29.24
"20260301185200","STAX3",28.84
"20260301185300","STAX3",31.81
"20260301185400","STAX3",29.68
"20260301185500","STAX3",28.60
"20260301185600","STAX3",31.58
"20260301185700","STAX3",30.90
"20260301185800","STAX3",31.55
"20260301185900","STAX3",29.78
"20260301190000","STAX3",32.80
"20260301190100","STAX3",31.63
"20260301190200","STAX3",33.26
"20260301190300","STAX3",30.60
"20260301190400","STAX3",32.59
"20260301190500","STAX3",27.87
"20260301190600","STAX3",32.30
"20260301190700","STAX3",32.07
"20260301190800","STAX3",32.29
"20260301190900","STAX3",31.60
"20260301191000","STAX3",31.09
"20260301191100","STAX3",33.00
"20260301191200","STAX3",29.62
"20260301191300","STAX3",32.87
"20260301191400","STAX3",31.56
"20260301191500","STAX3",31.90
"20260301191600","STAX3",31.28
"20260301191700","STAX3",30.47
"20260301191800","STAX3",31.92
"20260301191900","STAX3",31.00
"20260301192000","STAX3",30.31
"20260301192100","STAX3",33.44
"20260301192200","STAX3",30.23
"20260301192300","STAX3",30.25
"20260301192400","STAX3",31.88
"20260301192500","STAX3",31.83
"20260301192600","STAX3",31.01
"20260301192700","STAX3",32.66
"20260301192800","STAX3",31.26
"20260301192900","STAX3",30.48
"20260301193000","STAX3",30.94
"20260301193100","STAX3",31.30
"20260301193200","STAX3",32.04
