"datahora","objeto","valor"
"20260301073400","STAX5",33.36
"20260301073500","STAX5",31.11
"20260301073600","STAX5",32.55
"20260301073700","STAX5",33.45
"20260301073800","STAX5",31.50
"20260301073900","STAX5",33.24
"20260301074000","STAX5",31.36
"20260301074100","STAX5",32.15
"20260301074200","STAX5",31.27
"20260301074300","STAX5",28.08
"20260301074400","STAX5",29.28
"20260301074500","STAX5",31.22
"20260301074600","STAX5",31.43
"20260301074700","STAX5",32.63
"20260301074800","STAX5",30.85
"20260301074900","STAX5",31.32
"20260301075000","STAX5",29.24
"20260301075100","STAX5",30.07
"20260301075200","STAX5",31.59
"20260301075300","STAX5",32.58
"20260301075400","STAX5",31.35
"20260301075500","STAX5",30.86
"20260301075600","STAX5",31.50
"20260301075700","STAX5",31.59
"20260301075800","STAX5",30.36
"20260301075900","STAX5",32.31
"20260301080000","STAX5",30.53
"20260301080100","STAX5",28.46
"20260301080200","STAX5",31.29
"20260301080300","STAX5",28.16
"20260301080400","STAX5",30.49
"20260301080500","STAX5",29.21
"20260301080600","STAX5",28.91
"20260301080700","STAX5",28.81
"20260301080800","STAX5",30.14
"20260301080900","STAX5",28.80
"20260301081000","STAX5",29.86
"20260301081100","STAX5",28.02
"20260301081200","STAX5",27.55
"20260301081300","STAX5",28.49
"20260301081400","STAX5",29.28
"20260301081500","STAX5",28.47
"20260301081600","STAX5",28.40
"20260301081700","STAX5",27.43
"20260301081800","STAX5",30.38
"20260301081900","STAX5",30.87
"20260301082000","STAX5",28.50
"20260301082100","STAX5",28.67
"20260301082200","STAX5",29.17
"20260301082300","STAX5",26.99
"20260301082400","STAX5",28.83
"20260301082500","STAX5",27.12
"20260301082600","STAX5",28.08
"20260301082700","STAX5",28.35
"20260301082800","STAX5",27.19
"20260301082900","STAX5",26.98
"20260301083000","STAX5",28.15
"20260301083100","STAX5",29.50
"20260301083200","STAX5",27.38
"20260301083300","STAX5",25.47
"20260301083400","STAX5",27.00
"20260301083500","STAX5",26.79
"20260301083600","STAX5",25.43
"20260301083700","STAX5",27.35
"20260301083800","STAX5",24.07
"20260301083900","STAX5",30.02
"20260301084000","STAX5",25.63
"20260301084100","STAX5",25.47
"20260301084200","STAX5",25.53
"20260301084300","STAX5",24.42
"20260301084400","STAX5",26.72
"20260301084500","STAX5",27.13
"20260301084600","STAX5",24.50
"20260301084700","STAX5",26.45
"20260301084800","STAX5",25.79
"20260301084900","STAX5",27.62
"20260301085000","STAX5",27.38
"20260301085100","STAX5",26.57
"20260301085200","STAX5",25.43
"20260301085300","STAX5",23.04
"20260301085400","STAX5",25.55
"20260301085500","STAX5",25.33
"20260301085600","STAX5",25.98
"20260301085700","STAX5",26.39
"20260301085800","STAX5",24.24
"20260301085900","STAX5",25.24
"20260301090000","STAX5",25.61
"20260301090100","STAX5",23.82
"20260301090200","STAX5",27.17
"20260301090300","STAX5",22.19
"20260301090400","STAX5",22.19
"20260301090500","STAX5",23.83
"20260301090600","STAX5",26.03
"20260301090700","STAX5",23.59
"20260301090800","STAX5",23.34
"20260301090900","STAX5",23.67
"20260301091000","STAX5",22.98
"20260301091100","STAX5",22.99
"20260301091200","STAX5",26.92
"20260301091300","STAX5",25.10
"20260301091400","STAX5",23.32
"20260301091500","STAX5",24.09
"20260301091600","STAX5",23.57
"20260301091700","STAX5",22.53
"20260301091800","STAX5",22.27
"20260301091900","STAX5",22.42
"20260301092000","STAX5",24.06
"20260301092100","STAX5",24.12
"20260301092200","STAX5",21.96
"20260301092300","STAX5",21.53
"20260301092400","STAX5",23.54
"20260301092500","STAX5",23.76
"20260301092600","STAX5",21.56
"20260301092700","STAX5",20.41
"20260301092800","STAX5",23.44
"20260301092900","STAX5",22.81
"20260301093000","STAX5",20.94
"20260301093100","STAX5",23.01
"20260301093200","STAX5",20.79
"20260301093300","STAX5",21.28
"20260301093400","STAX5",22.11
"20260301093500","STAX5",21.30
"20260301093600","STAX5",22.62
"20260301093700","STAX5",19.11
"20260301093800","STAX5",20.72
"20260301093900","STAX5",20.74
"20260301094000","STAX5",22.13
"20260301094100","STAX5",19.60
"20260301094200","STAX5",19.49
"20260301094300","STAX5",19.53
"20260301094400","STAX5",21.59
"20260301094500","STAX5",19.20
"20260301094600","STAX5",19.30
"20260301094700","STAX5",18.43
"20260301094800","STAX5",19.39
"20260301094900","STAX5",20.07
"20260301095000","STAX5",18.63
"20260301095100","STAX5",22.47
"20260301095200","STAX5",20.48
"20260301095300","STAX5",20.59
"20260301095400","STAX5",19.65
"20260301095500","STAX5",20.24
"20260301095600","STAX5",22.89
"20260301095700","STAX5",19.11
"20260301095800","STAX5",18.72
"20260301095900","STAX5",19.18
"20260301100000","STAX5",20.96
"20260301100100","STAX5",16.03
"20260301100200","STAX5",15.17
"20260301100300","STAX5",20.86
"20260301100400","STAX5",18.33
"20260301100500","STAX5",18.80
"20260301100600","STAX5",17.34
"20260301100700","STAX5",18.54
"20260301100800","STAX5",18.22
"20260301100900","STAX5",16.64
"20260301101000","STAX5",17.50
"20260301101100","STAX5",17.23
"20260301101200","STAX5",17.73
"20260301101300","STAX5",17.48
"20260301101400","STAX5",19.91
"20260301101500","STAX5",19.40
"20260301101600","STAX5",19.48
"20260301101700","STAX5",19.06
"20260301101800","STAX5",16.20
"20260301101900","STAX5",17.86
"20260301102000","STAX5",16.25
"20260301102100","STAX5",16.94
"20260301102200","STAX5",17.19
"20260301102300","STAX5",17.33
"20260301102400","STAX5",16.06
"20260301102500","STAX5",17.53
"20260301102600","STAX5",17.86
"20260301102700","STAX5",18.68
"20260301102800","STAX5",14.46
"20260301102900","STAX5",16.87
"20260301103000","STAX5",13.76
"20260301103100","STAX5",16.23
"20260301103200","STAX5",15.72
"20260301103300","STAX5",15.53
"20260301103400","STAX5",19.78
"20260301103500","STAX5",16.18
"20260301103600","STAX5",15.71
"20260301103700","STAX5",15.76
"20260301103800","STAX5",13.59
"20260301103900","STAX5",18.00
"20260301104000","STAX5",15.56
"20260301104100","STAX5",15.18
"20260301104200","STAX5",16.55
"20260301104300","STAX5",13.42
"20260301104400","STAX5",14.74
"20260301104500","STAX5",14.99
"20260301104600","STAX5",14.69
"20260301104700","STAX5",12.47
"20260301104800","STAX5",15.43
"20260301104900","STAX5",13.55
"20260301105000","STAX5",14.73
"20260301105100","STAX5",15.98
"20260301105200","STAX5",11.29
"20260301105300","STAX5",16.75
"20260301105400","STAX5",13.09
"20260301105500","STAX5",14.20
"20260301105600","STAX5",14.34
"20260301105700","STAX5",15.97
"20260301105800","STAX5",13.89
"20260301105900","STAX5",14.64
"20260301110000","STAX5",13.63
"20260301110100","STAX5",13.96
"20260301110200","STAX5",13.60
"20260301110300","STAX5",14.28
"20260301110400","STAX5",15.01
"20260301110500","STAX5",10.78
"20260301110600","STAX5",12.89
"20260301110700","STAX5",12.37
"20260301110800","STAX5",12.93
"20260301110900","STAX5",11.18
"20260301111000","STAX5",12.72
"20260301111100","STAX5",15.46
"20260301111200","STAX5",13.12
"20260301111300","STAX5",13.04
"20260301111400","STAX5",14.36
"20260301111500","STAX5",13.32
"20260301111600","STAX5",11.16
"20260301111700","STAX5",12.09
"20260301111800","STAX5",9.81
"20260301111900","STAX5",12.31
"20260301112000","STAX5",13.21
"20260301112100","STAX5",11.76
"20260301112200","STAX5",12.25
"20260301112300","STAX5",13.60
"20260301112400","STAX5",12.05
"20260301112500","STAX5",12.86
"20260301112600","STAX5",13.39
"20260301112700","STAX5",11.48
"20260301112800","STAX5",12.90
"20260301112900","STAX5",13.74
"20260301113000","STAX5",13.10
"20260301113100","STAX5",10.47
"20260301113200","STAX5",13.89
"20260301113300","STAX5",12.89
"20260301113400","STAX5",11.91
"20260301113500","STAX5",9.87
"20260301113600","STAX5",12.25
"20260301113700","STAX5",12.73
"20260301113800","STAX5",8.27
"20260301113900","STAX5",9.97
"20260301114000","STAX5",9.91
"20260301114100","STAX5",12.02
"20260301114200","STAX5",8.40
"20260301114300","STAX5",10.89
"20260301114400","STAX5",12.27
"20260301114500","STAX5",12.73
"20260301114600","STAX5",9.32
"20260301114700","STAX5",9.75
"20260301114800","STAX5",11.24
"20260301114900","STAX5",8.86
"20260301115000","STAX5",8.58
"20260301115100","STAX5",7.46
"20260301115200","STAX5",7.68
"20260301115300","STAX5",10.20
"20260301115400","STAX5",11.09
"20260301115500","STAX5",9.17
"20260301115600","STAX5",9.94
"20260301115700","STAX5",7.91
"20260301115800","STAX5",12.08
"20260301115900","STAX5",8.35
"20260301120000","STAX5",11.54
"20260301120100","STAX5",7.10
"20260301120200","STAX5",9.56
"20260301120300","STAX5",9.24
"20260301120400","STAX5",12.50
"20260301120500","STAX5",9.51
"20260301120600","STAX5",7.22
"20260301120700","STAX5",11.87
"20260301120800","STAX5",9.22
"20260301120900","STAX5",8.15
"20260301121000","STAX5",7.85
"20260301121100","STAX5",10.07
"20260301121200","STAX5",10.52
"20260301121300","STAX5",9.45
"20260301121400","STAX5",10.59
"20260301121500","STAX5",8.06
"20260301121600","STAX5",8.93
"20260301121700","STAX5",10.21
"20260301121800","STAX5",10.55
"20260301121900","STAX5",7.64
"20260301122000","STAX5",7.00
"20260301122100","STAX5",7.61
"20260301122200","STAX5",8.02
"20260301122300","STAX5",7.49
"20260301122400","STAX5",7.90
"20260301122500","STAX5",7.84
"20260301122600","STAX5",8.54
"20260301122700","STAX5",7.41
"20260301122800","STAX5",7.80
"20260301122900","STAX5",9.34
"20260301123000","STAX5",7.38
"20260301123100","STAX5",8.35
"20260301123200","STAX5",8.47
"20260301123300","STAX5",9.13
"20260301123400","STAX5",9.69
"20260301123500","STAX5",8.93
"20260301123600","STAX5",8.67
"20260301123700","STAX5",7.69
"20260301123800","STAX5",8.15
"20260301123900","STAX5",7.48
"20260301124000","STAX5",7.00
"20260301124100","STAX5",11.32
"20260301124200","STAX5",9.74
"20260301124300","STAX5",7.98
"20260301124400","STAX5",7.33
"20260301124500","STAX5",7.84
"20260301124600","STAX5",7.18
"20260301124700","STAX5",7.00
"20260301124800","STAX5",8.23
"20260301124900","STAX5",9.32
"20260301125000","STAX5",7.32
"20260301125100","STAX5",8.34
"20260301125200","STAX5",8.32
"20260301125300","STAX5",7.28
"20260301125400","STAX5",7.59
"20260301125500","STAX5",8.09
"20260301125600","STAX5",8.40
"20260301125700","STAX5",7.00
"20260301125800","STAX5",7.51
"20260301125900","STAX5",7.48
"20260301130000","STAX5",11.06
"20260301130100","STAX5",7.21
"20260301130200","STAX5",7.08
"20260301130300","STAX5",7.00
"20260301130400","STAX5",7.42
"20260301130500","STAX5",7.46
"20260301130600","STAX5",7.00
"20260301130700","STAX5",7.00
"20260301130800","STAX5",7.00
"20260301130900","STAX5",7.12
"20260301131000","STAX5",8.13
"20260301131100","STAX5",8.51
"20260301131200","STAX5",8.35
"20260301131300","STAX5",7.00
"20260301131400","STAX5",8.07
"20260301131500","STAX5",7.28
"20260301131600","STAX5",9.56
"20260301131700","STAX5",8.58
"20260301131800","STAX5",8.60
"20260301131900","STAX5",7.84
"20260301132000","STAX5",11.31
"20260301132100","STAX5",7.00
"20260301132200","STAX5",7.07
"20260301132300","STAX5",7.60
"20260301132400","STAX5",7.30
"20260301132500","STAX5",8.48
"20260301132600","STAX5",8.51
"20260301132700","STAX5",7.00
"20260301132800","STAX5",7.97
"20260301132900","STAX5",7.47
"20260301133000","STAX5",7.88
"20260301133100","STAX5",7.86
"20260301133200","STAX5",8.45
"20260301133300","STAX5",7.00
"20260301133400","STAX5",7.00
"20260301133500","STAX5",7.11
"20260301133600","STAX5",7.00
"20260301133700","STAX5",7.19
"20260301133800","STAX5",7.00
"20260301133900","STAX5",7.00
"20260301134000","STAX5",8.15
"20260301134100","STAX5",7.47
"20260301134200","STAX5",8.39
"20260301134300","STAX5",9.31
"20260301134400","STAX5",8.73
"20260301134500","STAX5",7.00
"20260301134600","STAX5",7.17
"20260301134700","STAX5",7.00
"20260301134800","STAX5",7.48
"20260301134900","STAX5",7.28
"20260301135000","STAX5",7.49
"20260301135100","STAX5",8.17
"20260301135200","STAX5",7.00
"20260301135300","STAX5",7.41
"20260301135400","STAX5",7.58
"20260301135500","STAX5",7.00
"20260301135600","STAX5",7.00
"20260301135700","STAX5",7.00
"20260301135800","STAX5",7.43
"20260301135900","STAX5",8.05
"20260301140000","STAX5",9.24
"20260301140100","STAX5",7.88
"20260301140200","STAX5",10.22
"20260301140300","STAX5",9.97
"20260301140400","STAX5",7.00
"20260301140500","STAX5",7.00
"20260301140600","STAX5",7.00
"20260301140700","STAX5",9.74
"20260301140800","STAX5",7.67
"20260301140900","STAX5",7.37
"20260301141000","STAX5",7.19
"20260301141100","STAX5",7.76
"20260301141200","STAX5",7.61
"20260301141300","STAX5",7.50
"20260301141400","STAX5",7.00
"20260301141500","STAX5",8.47
"20260301141600","STAX5",11.40
"20260301141700","STAX5",10.08
"20260301141800","STAX5",8.73
"20260301141900","STAX5",9.35
"20260301142000","STAX5",7.19
"20260301142100","STAX5",7.01
"20260301142200","STAX5",7.00
"20260301142300","STAX5",9.63
"20260301142400","STAX5",7.17
"20260301142500","STAX5",8.96
"20260301142600","STAX5",9.02
"20260301142700","STAX5",9.02
"20260301142800","STAX5",8.89
"20260301142900","STAX5",9.69
"20260301143000","STAX5",9.70
"20260301143100","STAX5",8.90
"20260301143200","STAX5",8.46
"20260301143300","STAX5",7.00
"20260301143400","STAX5",7.59
"20260301143500","STAX5",8.33
"20260301143600","STAX5",10.63
"20260301143700","STAX5",8.59
"20260301143800","STAX5",8.78
"20260301143900","STAX5",10.03
"20260301144000","STAX5",10.66
"20260301144100","STAX5",8.68
"20260301144200","STAX5",8.06
"20260301144300","STAX5",8.97
"20260301144400","STAX5",9.21
"20260301144500","STAX5",8.35
"20260301144600","STAX5",8.66
"20260301144700","STAX5",9.80
"20260301144800","STAX5",7.63
"20260301144900","STAX5",7.83
"20260301145000","STAX5",9.09
"20260301145100","STAX5",8.43
"20260301145200","STAX5",9.64
"20260301145300","STAX5",7.00
"20260301145400","STAX5",7.74
"20260301145500","STAX5",10.07
"20260301145600","STAX5",9.70
"20260301145700","STAX5",10.63
"20260301145800","STAX5",8.60
"20260301145900","STAX5",11.06
"20260301150000","STAX5",8.46
"20260301150100","STAX5",7.76
"20260301150200","STAX5",11.38
"20260301150300","STAX5",9.92
"20260301150400","STAX5",8.32
"20260301150500","STAX5",10.21
"20260301150600","STAX5",9.64
"20260301150700","STAX5",10.21
"20260301150800","STAX5",9.95
"20260301150900","STAX5",8.27
"20260301151000","STAX5",12.55
"20260301151100","STAX5",10.02
"20260301151200","STAX5",10.67
"20260301151300","STAX5",7.46
"20260301151400","STAX5",10.98
"20260301151500","STAX5",8.84
"20260301151600","STAX5",11.88
"20260301151700","STAX5",7.67
"20260301151800","STAX5",9.21
"20260301151900","STAX5",8.74
"20260301152000","STAX5",9.74
"20260301152100","STAX5",9.40
"20260301152200","STAX5",10.90
"20260301152300","STAX5",11.04
"20260301152400","STAX5",10.93
"20260301152500","STAX5",10.29
"20260301152600","STAX5",10.88
"20260301152700","STAX5",10.85
"20260301152800","STAX5",11.62
"20260301152900","STAX5",11.20
"20260301153000","STAX5",12.50
"20260301153100","STAX5",10.73
"20260301153200","STAX5",11.40
"20260301153300","STAX5",12.65
"20260301153400","STAX5",11.20
"20260301153500","STAX5",14.47
"20260301153600","STAX5",12.40
"20260301153700","STAX5",14.58
"20260301153800","STAX5",12.32
"20260301153900","STAX5",12.57
"20260301154000","STAX5",13.20
"20260301154100","STAX5",12.52
"20260301154200","STAX5",13.25
"20260301154300","STAX5",10.10
"20260301154400","STAX5",10.61
"20260301154500","STAX5",14.77
"20260301154600","STAX5",14.43
"20260301154700","STAX5",13.11
"20260301154800","STAX5",12.68
"20260301154900","STAX5",13.10
"20260301155000","STAX5",13.64
"20260301155100","STAX5",13.52
"20260301155200","STAX5",13.55
"20260301155300","STAX5",12.93
"20260301155400","STAX5",13.06
"20260301155500","STAX5",13.34
"20260301155600","STAX5",14.03
"20260301155700","STAX5",14.56
"20260301155800","STAX5",15.03
"20260301155900","STAX5",12.58
"20260301160000","STAX5",16.16
"20260301160100","STAX5",11.25
"20260301160200","STAX5",15.57
"20260301160300","STAX5",13.91
"20260301160400","STAX5",12.83
"20260301160500","STAX5",15.15
"20260301160600","STAX5",14.79
"20260301160700","STAX5",11.99
"20260301160800","STAX5",16.66
"20260301160900","STAX5",14.83
"20260301161000","STAX5",15.92
"20260301161100","STAX5",15.34
"20260301161200","STAX5",14.42
"20260301161300","STAX5",14.93
"20260301161400","STAX5",14.62
"20260301161500","STAX5",16.44
"20260301161600","STAX5",14.77
"20260301161700","STAX5",14.09
"20260301161800","STAX5",13.30
"20260301161900","STAX5",14.80
"20260301162000","STAX5",13.38
"20260301162100","STAX5",15.51
"20260301162200","STAX5",16.13
"20260301162300","STAX5",14.93
"20260301162400","STAX5",14.69
"20260301162500","STAX5",15.99
"20260301162600","STAX5",17.16
"20260301162700","STAX5",17.23
"20260301162800","STAX5",13.12
"20260301162900","STAX5",17.50
"20260301163000","STAX5",15.13
"20260301163100","STAX5",14.19
"20260301163200","STAX5",14.33
"20260301163300","STAX5",16.70
"20260301163400","STAX5",14.32
"20260301163500","STAX5",18.91
"20260301163600","STAX5",16.20
"20260301163700","STAX5",15.39
"20260301163800","STAX5",15.28
"20260301163900","STAX5",16.63
"20260301164000","STAX5",17.66
"20260301164100","STAX5",15.91
"20260301164200","STAX5",19.01
"20260301164300","STAX5",19.31
"20260301164400","STAX5",17.08
"20260301164500","STAX5",16.36
"20260301164600","STAX5",18.46
"20260301164700","STAX5",15.44
"20260301164800","STAX5",16.29
"20260301164900","STAX5",17.69
"20260301165000","STAX5",19.90
"20260301165100","STAX5",19.29
"20260301165200","STAX5",17.04
"20260301165300","STAX5",16.28
"20260301165400","STAX5",18.69
"20260301165500","STAX5",16.57
"20260301165600","STAX5",19.18
"20260301165700","STAX5",20.08
"20260301165800","STAX5",16.81
"20260301165900","STAX5",17.61
"20260301170000","STAX5",18.56
"20260301170100","STAX5",20.99
"20260301170200","STAX5",18.23
"20260301170300","STAX5",18.80
"20260301170400","STAX5",20.83
"20260301170500","STAX5",18.93
"20260301170600","STAX5",21.38
"20260301170700","STAX5",20.59
"20260301170800","STAX5",19.72
"20260301170900","STAX5",21.15
"20260301171000","STAX5",21.03
"20260301171100","STAX5",21.51
"20260301171200","STAX5",20.00
"20260301171300","STAX5",22.57
"20260301171400","STAX5",21.31
"20260301171500","STAX5",19.02
"20260301171600","STAX5",20.98
"20260301171700","STAX5",18.74
"20260301171800","STAX5",19.59
"20260301171900","STAX5",21.85
"20260301172000","STAX5",18.77
"20260301172100","STAX5",20.78
"20260301172200","STAX5",20.44
"20260301172300","STAX5",20.88
"20260301172400","STAX5",21.79
"20260301172500","STAX5",22.92
"20260301172600","STAX5",23.01
"20260301172700","STAX5",19.24
"20260301172800","STAX5",21.98
"20260301172900","STAX5",21.32
"20260301173000","STAX5",18.02
"20260301173100","STAX5",21.20
"20260301173200","STAX5",21.34
"20260301173300","STAX5",22.02
"20260301173400","STAX5",22.84
"20260301173500","STAX5",21.76
"20260301173600","STAX5",23.61
"20260301173700","STAX5",22.07
"20260301173800","STAX5",22.69
"20260301173900","STAX5",23.21
"20260301174000","STAX5",21.96
"20260301174100","STAX5",23.13
"20260301174200","STAX5",23.91
"20260301174300","STAX5",21.20
"20260301174400","STAX5",22.77
"20260301174500","STAX5",23.52
"20260301174600","STAX5",21.11
"20260301174700","STAX5",24.69
"20260301174800","STAX5",21.50
"20260301174900","STAX5",21.77
"20260301175000","STAX5",23.31
"20260301175100","STAX5",25.27
"20260301175200","STAX5",24.52
"20260301175300","STAX5",25.40
"20260301175400","STAX5",25.99
"20260301175500","STAX5",24.76
"20260301175600","STAX5",25.36
"20260301175700","STAX5",27.03
"20260301175800","STAX5",22.71
"20260301175900","STAX5",24.43
"20260301180000","STAX5",24.15
"20260301180100","STAX5",24.90
"20260301180200","STAX5",26.87
"20260301180300","STAX5",26.93
"20260301180400","STAX5",24.23
"20260301180500","STAX5",23.28
"20260301180600","STAX5",24.12
"20260301180700","STAX5",24.82
"20260301180800","STAX5",25.93
"20260301180900","STAX5",25.79
"20260301181000","STAX5",27.11
"20260301181100","STAX5",26.17
"20260301181200","STAX5",26.47
"20260301181300","STAX5",23.89
"20260301181400","STAX5",27.56
"20260301181500","STAX5",26.30
"20260301181600","STAX5",24.46
"20260301181700","STAX5",28.32
"20260301181800","STAX5",25.96
"20260301181900","STAX5",23.88
"20260301182000","STAX5",28.99
"20260301182100","STAX5",25.35
"20260301182200","STAX5",27.35
"20260301182300","STAX5",27.01
"20260301182400","STAX5",26.12
"20260301182500","STAX5",28.66
"20260301182600","STAX5",27.91
"20260301182700","STAX5",28.29
"20260301182800","STAX5",27.16
"20260301182900","STAX5",28.31
"20260301183000","STAX5",27.03
"20260301183100","STAX5",29.83
"20260301183200","STAX5",27.85
"20260301183300","STAX5",27.89
"20260301183400","STAX5",28.00
"20260301183500","STAX5",28.51
"20260301183600","STAX5",28.26
"20260301183700","STAX5",29.35
"20260301183800","STAX5",27.22
"20260301183900","STAX5",29.67
"20260301184000","STAX5",28.98
"20260301184100","STAX5",26.86
"20260301184200","STAX5",30.22
"20260301184300","STAX5",30.47
"20260301184400","STAX5",31.50
"20260301184500","STAX5",29.39
"20260301184600","STAX5",28.30
"20260301184700","STAX5",26.74
"20260301184800","STAX5",29.92
"20260301184900","STAX5",26.47
"20260301185000","STAX5",32.01
"20260301185100","STAX5",29.39
"20260301185200","STAX5",27.46
"20260301185300","STAX5",29.59
"20260301185400","STAX5",30.18
"20260301185500","STAX5",30.07
"20260301185600","STAX5",29.61
"20260301185700","STAX5",29.24
"20260301185800","STAX5",31.90
"20260301185900","STAX5",29.79
"20260301190000","STAX5",30.87
"20260301190100","STAX5",27.23
"20260301190200","STAX5",30.21
"20260301190300","STAX5",31.19
"20260301190400","STAX5",28.52
"20260301190500","STAX5",31.61
"20260301190600","STAX5",29.41
"20260301190700","STAX5",29.93
"20260301190800","STAX5",33.17
"20260301190900","STAX5",29.40
"20260301191000","STAX5",29.49
"20260301191100","STAX5",33.18
"20260301191200","STAX5",32.79
"20260301191300","STAX5",31.64
"20260301191400","STAX5",31.15
"20260301191500","STAX5",30.64
"20260301191600","STAX5",31.33
"20260301191700","STAX5",31.16
"20260301191800","STAX5",31.84
"20260301191900","STAX5",36.06
"20260301192000","STAX5",32.39
"20260301192100","STAX5",30.16
"20260301192200","STAX5",29.83
"20260301192300","STAX5",31.82
"20260301192400","STAX5",32.75
"20260301192500","STAX5",31.37
"20260301192600","STAX5",33.80
"20260301192700","STAX5",30.01
"20260301192800","STAX5",31.51
"20260301192900","STAX5",31.84
"20260301193000","STAX5",33.11
"20260301193100","STAX5",34.79
"20260301193200","STAX5",33.55
